NRScode,Sample,Station,Longitude,Latitude,SampleDateLocal,Year,Month,Day,Time_24hr,SampleDateUTC,Biomass_mgm3,ZoopAbundance_m3,CopeAbundance_m3,AvgTotalLengthCopepod_mm,HerbivoreCarnivoreCopepodRatio,NoCopepodSpecies_Sample,ShannonCopepodDiversity,CopepodEvenness,PhytoBiomassCarbon_pg_L,AbundancePhyto_cells_L,DiatomDinoflagellateRatio,AvgCellVol_um3,NoPhytoSpecies_Sample,ShannonPhytoDiversity,PhytoEvenness,NoDiatomSpecies_Sample,ShannonDiatomDiversity,DiatomEvenness,NoDinoSpecies_Sample,ShannonDinoDiversity,DinoflagellateEvenness,CTD_SST_C,CTDChla_mgm3,CTDSalinity_psu,MLD_temp,MLD_sal,DCM,Silicate_umolL,Phosphate_umolL,Ammonium_umolL,Nitrate_umolL,Nitrite_umolL,Oxygen_umolL,TCO2_umolkg,TAlkalinity_umolkg,Salinity_PSU,Chla_mgm3
NSI20170829,785,North Stradbroke,153.562,-27.345,2017-08-29T11:50:00Z,2017,8,29,11:50:00,2017-08-29T01:50:00Z,10.22317,3735.6373,2514.0005,0.563181777252166,0.934306702755452,35,1.56109740784956,0.439084269908467,15612640.6359383,317200,0.737429806453281,901.272583512374,13,1.63251032056548,0.636468831564431,8,1.49849703603147,0.720624747556468,4,1.33219151593487,0.960973046776792,22.0669285714286,0.231928571428571,35.6119071428571,44.699,31.787,22.848,,,,,,,,2335.248,35.6182857142857,0.2035
NSI20190527,901,North Stradbroke,153.562,-27.345,2019-05-27T10:15:00Z,2019,5,27,10:15:00,2019-05-27T00:15:00Z,13.87522,2044.6357,1671.7142,0.747713237004635,0.98989894705356,32,1.31002489193229,0.377993283006363,67062865.0062667,99787.21,0.988200501222555,22494.0099752736,17,2.25235238621091,0.794981567814547,17,2.25235238621091,0.794981567814547,,,,23.01228,0.286126666666667,35.39974,23.84,10.927,23.84,1.02857142857143,0.28,1.05571428571429,3.07142857142857,0.125714285714286,,,2329.332,35.5257142857143,0.5755
NSI20200917,1075,North Stradbroke,153.562,-27.345,2020-09-17T10:20:00Z,2020,9,17,10:20:00,2020-09-17T00:20:00Z,15.78483,3266.2725,1697.4331,0.632937866665569,0.967105220748256,26,1.45673721400748,0.447112968264624,58771799.0363209,127772.01,0.992213661975807,15386.7863966199,11,1.808849265051,0.754348734730207,10,1.76528292925932,0.766652635175329,,,,21.5234666666667,0.187706666666667,35.6060933333333,25.827,10.927,32.78,1.27142857142857,0.314285714285714,,3.2,0.0771428571428572,,,2334.012,,0.1575
NSI20081217,287,North Stradbroke,153.562,-27.345,2008-12-17T11:00:00Z,2008,12,17,11:00:00,2008-12-17T01:00:00Z,32.91347,3166.6115,2600.8007,0.803791667421506,0.93525180822084,35,1.76182623240374,0.495542546589846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSI20090527,292,North Stradbroke,153.562,-27.345,2009-05-27T12:03:00Z,2009,5,27,12:03:00,2009-05-27T02:03:00Z,11.05903,2312.5373,1602.0592,0.711714184162463,0.961791748257921,37,1.55721202212913,0.431251016999389,,,,,,,,,,,,,,22.1321,29.3054846153846,34.5214076923077,11.0153,11.0153,19.0254,,,,,,,,,,
NSI20090618,293,North Stradbroke,153.562,-27.345,2009-06-18T13:30:00Z,2009,6,18,13:30:00,2009-06-18T03:30:00Z,23.54544,3439.8723,1980.3376,0.712867472286734,0.932258162591688,33,1.81538524148538,0.519199575454081,,,,,,,,,,,,,,21.1740307692308,0.413176923076923,35.0992615384615,37,13,45,,,,,,,,,,
NSI20100711,110,North Stradbroke,153.562,-27.345,2010-07-12T08:45:00Z,2010,7,12,08:45:00,2010-07-11T22:45:00Z,18.41457,3947.8169,3124.8192,0.629094677061636,0.984042560672229,25,1.0203837356314,0.317000030802114,73072924.9405618,770249,0.936044700568491,2229.57704213832,11,1.47565189621834,0.615394639189659,11,1.47565189621834,0.615394639189659,,,,21.1148,0.270669230769231,35.3617384615385,45,11,56,0.614285714285714,0.161428571428571,0.225714285714286,0.228571428571429,,,,2324.738,35.4737142857143,
NSI20090218,289,North Stradbroke,153.562,-27.345,2009-02-18T10:30:00Z,2009,2,18,10:30:00,2009-02-18T00:30:00Z,16.26063,3507.384,2446.4886,0.831700111930929,0.930930999656622,37,1.2907909333462,0.357468921912149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSI20090318,290,North Stradbroke,153.562,-27.345,2009-03-18T10:30:00Z,2009,3,18,10:30:00,2009-03-18T00:30:00Z,10.95615,1138.0507,877.6494,0.807462530169757,0.932203389830508,32,1.88869544370997,0.544962310077991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420041027,240,Port Hacking 4,151.21815,-34.11758,2004-10-27T00:00:00Z,2004,10,27,00:00:00,2004-10-26T14:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420050131,243,Port Hacking 4,151.21815,-34.11758,2005-01-31T00:00:00Z,2005,1,31,00:00:00,2005-01-30T13:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420070319,259,Port Hacking 4,151.21815,-34.11758,2007-03-19T00:00:00Z,2007,3,19,00:00:00,2007-03-18T13:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420080430,271,Port Hacking 4,151.21815,-34.11758,2008-04-30T00:00:00Z,2008,4,30,00:00:00,2008-04-29T14:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420081017,277,Port Hacking 4,151.21815,-34.11758,2008-10-17T00:00:00Z,2008,10,17,00:00:00,2008-10-16T13:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHB20090819,34,Port Hacking,151.22667,-34.11923,2009-08-20T09:19:00Z,2009,8,20,09:19:00,2009-08-19T23:19:00Z,9.48086,10377.3257,1706.2742,0.584340031159873,0.992452767773776,33,1.50900161343039,0.43157395970209,288537801.827507,401397,0.640056214437513,23463.0424330775,15,1.25127988352217,0.462059338121902,14,1.2313256683188,0.466577839935865,1,0,,17.0093928571429,2.29850714285714,35.5149071428571,44.674,42.689,12.907,1.44,0.254,0.098,2.88,,,,2328.43,35.53125,
PHB20101013,186,Port Hacking,151.22667,-34.11923,2010-10-14T10:18:00Z,2010,10,14,10:18:00,2010-10-13T23:18:00Z,,0,,,,,,,17649488.3187676,286789,0.462482946793997,1448.06922901506,12,1.78131064669711,0.716852138831488,9,1.60071485150616,0.728516724242532,3,0.937755179140748,0.853581549026386,,,,,,,,,,,,,,,,
PHB20110619,15,Port Hacking,151.22667,-34.11923,2011-06-20T09:34:00Z,2011,6,20,09:34:00,2011-06-19T23:34:00Z,1.35087,357.8765,316.8548,0.663170217295295,0.983515715189096,36,1.35421951891594,0.377902152095052,20557431.5387717,424499,0.536568336533426,815.229402589877,21,2.42086320036308,0.795153673484932,17,2.25747217598805,0.796788628969291,4,1.29558500820289,0.934567033192198,18.7709,2.62635,35.4975,43.681,34.747,20.849,0.81,0.262,0.388,2.23,,,,,35.5142,0.51
PHB20130319,431,Port Hacking,151.22667,-34.11923,2013-03-20T09:27:00Z,2013,3,20,09:27:00,2013-03-19T22:27:00Z,2.04045,276.6813,207.3692,0.625415290063503,0.977071958565193,51,1.90168560593029,0.483664786683999,10048965.634748,120182.98,0.982456167655072,2181.91055618529,15,2.04369184116142,0.754672804931613,14,2.02037869563961,0.765568323570354,1,0,,24.5402714285714,0.668142857142857,35.3874214285714,23.827,92.316,32.762,2.17,0.407,0.051,4.27,,,,2323.33166666667,35.422,0.225
PHB20181218,884,Port Hacking,151.22667,-34.11923,2018-12-19T09:40:00Z,2018,12,19,09:40:00,2018-12-18T22:40:00Z,9.88754,2353.6151,679.7581,0.640322974640792,0.934782909383839,26,1.50500958044875,0.461929093532225,163188704.624544,525565.56,0.955377527541909,5705.52218025856,9,0.708805000010407,0.322591057519354,5,0.643448302180675,0.399796908727923,4,1.12022529101401,0.808071736012155,20.6239733333333,5.05362,35.4928333333333,11.914,26.806,17.871,2.5,0.516,0.203,6.35,0.268,,,2328.43666666667,35.4458,1.179
PHB20190827,981,Port Hacking,151.22667,-34.11923,2019-08-28T09:59:00Z,2019,8,28,09:59:00,2019-08-27T23:59:00Z,16.61715,2005.0917,1174.057,0.646421871738192,0.989637349730875,48,2.03013062598599,0.524418809631864,10863999.5449493,332370.2,0.173088583279229,298.888367954621,8,1.84503462687599,0.887274102154137,3,0.964948067309237,0.878333582522621,5,1.39951011614965,0.869564526433357,17.4690571428571,1.41542142857143,35.5653714285714,32.762,49.638,12.907,1.84,0.539,1.334,4.48,0.268,,,2330.39333333333,35.5236,0.7755
PHB20191216,1013,Port Hacking,151.22667,-34.11923,2019-12-17T09:02:00Z,2019,12,17,09:02:00,2019-12-16T22:02:00Z,4.95791,3309.993,1032.6045,0.634065582082741,0.977653733661548,32,1.71279026501468,0.494206804283914,13215610.5465596,139253.99,0.769668300217763,1369.38709235393,13,1.76911297352529,0.6897262779785,9,1.71651028189985,0.781217495746767,4,1.1535636532715,0.832120280962273,20.8356571428571,0.549042857142857,35.66505,29.784,31.769,42.688,1.76,0.381,0.263,3.93,0.172,,,2332.58666666667,35.5839,0.276
PHB20200224,1014,Port Hacking,151.22667,-34.11923,2020-02-25T08:52:00Z,2020,2,25,08:52:00,2020-02-24T21:52:00Z,2.93868,1202.3476,717.8721,0.655742575130632,0.969230896398228,30,1.63084236215965,0.479490655541627,2600959.72991901,21465.33,0.932989811483817,2961.53153143342,7,1.31721943038397,0.676916881811547,5,1.10455805356146,0.686300505926899,1,0,,21.8861214285714,1.69094285714286,34.5144857142857,11.914,10.921,36.733,2.14285714285714,0.477142857142857,0.534285714285714,5.58571428571429,0.484285714285714,,,2315.12333333333,35.2962,0.434
PHB20200520,1065,Port Hacking,151.22667,-34.11923,2020-05-20T10:01:00Z,2020,5,20,10:01:00,2020-05-20T00:01:00Z,1.13162,128.5426,83.7493,0.639648837351236,0.97917838706686,29,1.62969135948662,0.483976294857696,13739356.2221785,364714.26,0.182718849460127,1051.29618561988,21,2.47709458178369,0.813623362104689,17,2.27372742793538,0.802526019689066,3,1.01140426470735,0.920619835714305,19.77458,2.77094666666667,35.6494133333333,24.82,23.827,18.864,1.64,0.241,0.418,2.01,0.187,,,2335.11333333333,,
PHB20210310,1210,Port Hacking,151.22667,-34.11923,2021-03-11T09:26:00Z,2021,3,11,09:26:00,2021-03-10T22:26:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHB20121009,381,Port Hacking,151.22667,-34.11923,2012-10-10T09:44:00Z,2012,10,10,09:44:00,2012-10-09T22:44:00Z,9.87693,2079.7477,769.5416,0.426584886253866,0.979137877329105,31,1.14309878771874,0.332877998562643,107613098.447488,332526.28,0.966972816077265,7549.92334756517,6,0.568011643568523,0.317013334280432,5,0.520942879746754,0.323680010096745,,,,17.4985230769231,4.78643076923077,35.5211384615385,35,34,24,1.97,0.369,0.248,3.85,,,,,35.4492,
PHB20160407,704,Port Hacking,151.22667,-34.11923,2016-04-08T09:13:00Z,2016,4,8,09:13:00,2016-04-07T23:13:00Z,6.23452,2045.1716,1597.2377,0.56643154507752,0.963768042886134,36,1.42209069997891,0.396841965788966,19263910.1218534,252542.85,0.843383870933157,1444.08672476249,12,1.45047208635671,0.583712907879438,9,1.33538213538004,0.607758601079813,1,0,,22.2896,3.23519333333333,35.67158,41.696,63.534,51.623,0.98,0.22,0.17,2.01,,,,2334.03,,0.506
PHB20140427,513,Port Hacking,151.22667,-34.11923,2014-04-28T09:38:00Z,2014,4,28,09:38:00,2014-04-27T23:38:00Z,5.86675,2471.8854,2029.8459,0.640915473883837,0.973451443699276,41,1.10863484857302,0.298535972551328,12377406.1656168,590303.06,0.143210958132604,238.302797494032,8,1.46069229180167,0.702444508549003,5,1.24880215117654,0.775924402879175,2,0.693147180559945,1,23.0626333333333,1.99326666666667,35.3008533333333,14.892,16.878,26.806,1.57,0.242,0.331,2.79,,,,2321.415,35.3882,0.783
PHB20130611,421,Port Hacking,151.22667,-34.11923,2013-06-12T09:55:00Z,2013,6,12,09:55:00,2013-06-11T23:55:00Z,,584.199,468.2079,0.68301433460713,,45,1.58756334144579,0.417048620861992,10967416.1298053,156904.33,0.584857296692568,856.809445904828,7,1.32966244197804,0.68331132484383,4,1.1596025351067,0.83647641340035,1,0,,19.65636,2.47026666666667,35.5464866666667,38.718,39.711,22.835,1.37,0.293,0.677,3,,,,2329.58666666667,35.54,0.645
PHB20140824,517,Port Hacking,151.22667,-34.11923,2014-08-25T09:57:00Z,2014,8,25,09:57:00,2014-08-24T23:57:00Z,5.10997,1835.9392,921.8004,0.513714987539602,0.982894570581635,35,1.21218358812306,0.340946531017064,7391660.15775051,239287.73,0.0210287262882648,304.661743624872,9,2.00759083260702,0.913693963427672,4,1.242489539912,0.896266748793727,2,0.500424359528567,0.721959741831899,17.3353066666667,2.08074666666667,35.3982,39.711,10.921,10.921,1.04,0.31,0.515714285714286,1.61,,,,2328.825,35.5032,1.115
PHB20200812,1070,Port Hacking,151.22667,-34.11923,2020-08-13T09:55:00Z,2020,8,13,09:55:00,2020-08-12T23:55:00Z,3.38369,457.1167,378.2006,0.503560879443012,0.982142642984781,24,1.05617802965731,0.332334845801425,7921399.27874916,133466.72,0.419580013082142,715.432738915132,14,2.09840133468668,0.795132910201917,11,1.86171857125198,0.776396947928145,1,0,,17.0757357142857,3.1073,35.3310428571429,75.444,76.436,14.892,1.74,0.315,0.133,3.81,0.737,,,,,
ROT20100924,42,Rottnest Island,115.41667,-32,2010-09-24T12:22:00Z,2010,9,24,12:22:00,2010-09-24T04:22:00Z,6.64041,3147.3226,2577.5828,0.625901342982397,0.965065652629862,36,1.1055791922993,0.308517747858093,22593582.4228787,340492,0.674306393244873,2024.99459661314,12,1.78429668692964,0.71805380982093,11,1.75940702787826,0.733729720324697,1,0,,19.9366928571429,-0.5654,35.5050714285714,33,17,,1.8,0.095,0.06,0.0333333333333333,,,,2330.5125,35.5463333333333,0.174
ROT20151215,671,Rottnest Island,115.41667,-32,2015-12-15T08:22:00Z,2015,12,15,08:22:00,2015-12-15T00:22:00Z,7.35554,1265.2154,1072.6828,0.745402992385074,,20,1.2689119274663,0.423573207348375,6212978.66759291,99500,0.0774647887323944,1820.39515317944,3,1.09861228866811,1,2,0.693147180559945,1,,,,20.4843692307692,1.59617692307692,35.8465615384615,18,16,46,1.06666666666667,0.06,0.0416666666666667,0.366666666666667,,,,2345.1875,35.7665,0.3065
ROT20180831,873,Rottnest Island,115.41667,-32,2018-08-31T10:07:00Z,2018,8,31,10:07:00,2018-08-31T02:07:00Z,38.38869,5705.2601,4777.9587,0.700284292552248,0.957219271897054,31,1.89962852749234,0.553184509543666,10105548.207042,134119.17,0.499999604508289,3315.3272961217,9,1.22154828007322,0.555950580870595,7,1.06786372744023,0.548773399408318,1,0,,18.4157307692308,0.827653846153846,35.4437,11,13,39,1.85,0.121666666666667,0.111666666666667,0.1,,,,2330.8775,35.4396666666667,0.598
ROT20110826,115,Rottnest Island,115.41667,-32,2011-08-26T09:43:00Z,2011,8,26,09:43:00,2011-08-26T01:43:00Z,8.27498,3504.8846,3135.5357,0.7409463502693,0.95215302556539,35,1.59979408904576,0.449968346664649,19026400.768458,344907,0.24941850062623,1760.56911236942,15,2.24830594850642,0.830230528071944,13,2.1486396742105,0.837692825380753,1,0,,19.82775,0.519275,35.027675,11,11,,2,0.121666666666667,0.188333333333333,0.216666666666667,,,,2297.8475,35.0261666666667,0.385
ROT20121126,389,Rottnest Island,115.41667,-32,2012-11-26T11:02:00Z,2012,11,26,11:02:00,2012-11-26T03:02:00Z,11.11189,7528.4286,5783.8449,0.73932067179049,0.996323522875842,20,0.868948003777918,0.290061969638909,239385266.471498,84555.01,0.90225522878758,528091.039986548,16,1.81453302652235,0.65445444972326,13,1.72518679646549,0.672600724629069,1,0,,20.0569692307692,0.155615384615385,35.5527615384615,23,16,35,1.38333333333333,0.0233333333333333,0.0766666666666667,0.133333333333333,,,,2334.5075,35.5858333333333,0.336
ROT20091222,104,Rottnest Island,115.41667,-32,2009-12-22T10:00:00Z,2009,12,22,10:00:00,2009-12-22T02:00:00Z,9.13155,1776.0179,1095.6974,0.751866114470887,0.95762696351011,29,1.17775224225519,0.349762035092687,12796779.6030528,211161,0.874334074096624,1279.41957733672,9,0.720751750972725,0.328028258197676,8,0.688506945667186,0.331101852043885,1,0,,,,,,,,1.36666666666667,0.0983333333333333,0.055,0.0666666666666667,,,,2346.5325,35.7386666666667,0.157
ROT20121019,388,Rottnest Island,115.41667,-32,2012-10-19T09:54:00Z,2012,10,19,09:54:00,2012-10-19T01:54:00Z,13.86236,894.2948,700.9759,0.738557219929186,0.926015034488456,43,1.64562687879964,0.437527073322497,2168709.73509679,147922.96,0.968504184758669,220.784592771021,8,1.2332701836219,0.593077592662514,6,0.985720270379826,0.550140957705949,,,,19.5650333333333,0.138591666666667,35.395825,43,30,21,1.78333333333333,0.0316666666666667,0.0733333333333333,0.166666666666667,,,,2324.1225,35.399,0.1
ROT20150319,559,Rottnest Island,115.41667,-32,2015-03-19T11:47:00Z,2015,3,19,11:47:00,2015-03-19T03:47:00Z,7.34768,3049.0908,2605.087,0.683160744754032,0.992125964528014,27,0.920354759376255,0.279247668132324,6054997.1079939,80475,0.250996015936255,1340.93786509559,9,1.98139948558285,0.901773767697871,7,1.77512500900097,0.912233799624689,1,0,,23.1755,0.183107692307692,35.5743076923077,33,37,33,1.56666666666667,0.0766666666666667,0.0966666666666667,0.166666666666667,,,,2337.45,35.6055,0.287
ROT20200128,1016,Rottnest Island,115.41667,-32,2020-01-28T09:39:00Z,2020,1,28,09:39:00,2020-01-28T01:39:00Z,9.95669,4565.7801,3842.7994,0.697385411682118,0.966887364199639,25,0.785194789729095,0.243934476646438,6306941.54804607,202549.05,0.672897855530474,391.405151800947,16,2.12624248526089,0.766879872303326,11,1.78713943672127,0.74529503310445,2,0.693147180559945,1,22.0154928571429,0.294507142857143,36.0365785714286,20,16,45,1.5,0.085,0.0583333333333333,0.166666666666667,0.0466666666666667,,,2357.07,35.9398333333333,0.2045
ROT20190125,889,Rottnest Island,115.41667,-32,2019-01-25T09:35:00Z,2019,1,25,09:35:00,2019-01-25T01:35:00Z,9.48519,2848.7008,1567.7673,0.657294798415118,0.993243311795229,25,1.47835800868918,0.459277738292285,2926610.24039254,58952.41,0.830355234391699,542.150255296943,13,2.06819039167359,0.806327963418515,7,1.61782563044498,0.83139790972897,6,1.67698777432242,0.935944697445866,20.3066,0.154323076923077,35.9078769230769,25,23,38,1.86666666666667,0.0933333333333333,0.108333333333333,0.25,0.0483333333333333,,,,35.8451666666667,0.192
ROT20140902,532,Rottnest Island,115.41667,-32,2014-09-02T11:55:00Z,2014,9,2,11:55:00,2014-09-02T03:55:00Z,11.26906,6472.7721,5113.2543,0.559045625370063,0.976488987415976,33,0.941267447313025,0.269202176962616,10628025.9010534,145975,0.256809338521401,2474.10123660027,15,2.01909062837659,0.745588330509824,14,1.97330754850552,0.747731974732509,1,0,,20.1740833333333,0.655575,35.2080833333333,34,29,26,1.55,0.0783333333333333,0.06,0.0833333333333333,,,,2321.155,35.1921666666667,0.482
ROT20170331,786,Rottnest Island,115.41667,-32,2017-03-31T10:24:00Z,2017,3,31,10:24:00,2017-03-31T02:24:00Z,9.1237,3897.809,2609.0173,0.583954603522006,0.950704239866949,31,1.7655517588711,0.514140459395162,46525365.7136983,187619.04,0.997607733024663,10143.240506459,27,2.85917969468995,0.867512504693911,24,2.79547301240898,0.879617892470662,,,,21.6107461538462,0.364476923076923,35.7759769230769,42,20,20,,,,,,,,2344.5775,35.8105,0.276
ROT20160621,705,Rottnest Island,115.41667,-32,2016-06-21T09:26:00Z,2016,6,21,09:26:00,2016-06-21T01:26:00Z,26.46737,11976.3311,9650.2193,0.659573596123092,0.963369941685954,37,1.19841885326987,0.331887592646016,8777274.06295712,129466.66,0.606279710144928,1409.76682091788,14,2.37665359105593,0.90056914049776,12,2.24850309795715,0.904864212162246,1,0,,19.9287615384615,0.441084615384615,35.6840923076923,19,19,24,1.55,0.0583333333333333,0.265,0.283333333333333,,,,,35.698,0.355
YON20111213,18,Yongala,147.61842,-19.30847,2011-12-13T12:55:00Z,2011,12,13,12:55:00,2011-12-13T02:55:00Z,12.17309,1689.5745,1215.0428,0.586122515113926,0.974683505427795,28,1.32934360184036,0.398938179748896,31425663.0779412,472565,0.834472590805522,1852.99059191857,16,1.93734208631797,0.698748455109104,15,1.9110364444011,0.705687229735728,1,0,,28.1739,0.11992,35.2140733333333,8.945,8.945,27.829,0.775,0.0575,0.1,0,,,,2306.3375,35.31775,
YON20120402,306,Yongala,147.61842,-19.30847,2012-04-02T10:44:00Z,2012,4,2,10:44:00,2012-04-02T00:44:00Z,28.03212,5943.7338,3522.7162,0.637748933157629,0.955056246605766,27,1.84862768369398,0.560897811042189,74995260.9053046,198020.84,0.974385322162097,11959.8675544501,19,2.09223694306066,0.710572356182082,13,1.99310089203055,0.777052726687388,5,0.878374369526781,0.545764681408763,27.6079866666667,0.293513333333333,34.5125866666667,19.878,6.958,27.828,3.1,0.125,0.075,0,,,,2261.66,34.63125,
YON20121026,374,Yongala,147.61842,-19.30847,2012-10-26T11:20:00Z,2012,10,26,11:20:00,2012-10-26T01:20:00Z,19.31373,1890.5701,1228.6439,0.671020242830191,0.981751750781569,22,1.06039580764311,0.343054430226612,10041813.5309255,192108.34,0.918135370152762,1034.1872910207,8,1.48599641752942,0.71461322078282,7,1.4524620051285,0.74641781679058,1,0,,24.9574466666667,0.206426666666667,35.3696,17.89,22.86,27.829,1.15,0.12,0.07,0,,,,2313.395,35.37275,
YON20151111,665,Yongala,147.61842,-19.30847,2015-11-11T10:45:00Z,2015,11,11,10:45:00,2015-11-11T00:45:00Z,11.49303,6270.1635,3522.7165,0.751204821454297,0.954545467204341,20,1.17079478152974,0.390820899405931,4184028.07443113,139044.11,0.0682144193588624,693.835388270041,8,1.94591014905531,0.935784974019201,5,1.47080847632211,0.913864688385322,2,0.693147180559945,1,26.6392,0.212226666666667,35.7188733333333,7.952,5.964,26.835,2.125,0.0575,0,0.025,,,,2326.08,35.854,0.1885
YON20190507,914,Yongala,147.61842,-19.30847,2019-05-07T11:30:00Z,2019,5,7,11:30:00,2019-05-07T01:30:00Z,36.64169,5834.9243,4910.0413,0.484710949776489,0.968586399728327,21,1.25061236096673,0.410774558752109,107281588.712228,218267.55,0.96333928053086,13555.7518771295,28,2.74279910932901,0.823118479359118,25,2.68660975322871,0.834642247604787,1,0,,26.0671,12.5360733333333,34.9168,18.884,13.915,23.853,0.525,0.06,0.0175,0,0.025,,,2275.115,34.92075,0.251
YON20190124,882,Yongala,147.61842,-19.30847,2019-01-24T11:12:00Z,2019,1,24,11:12:00,2019-01-24T01:12:00Z,8.04865,3076.5963,2751.2551,0.632830599687049,0.962733095985401,21,0.888528831389617,0.291845059303956,22901295.1583795,189059.81,0.671244605989124,3563.840238081,17,2.23320220318059,0.788222393440865,11,1.92561769970224,0.80304495427568,3,0.84866635110151,0.772489403090858,28.1104866666667,1.55268,35.0200533333333,20.872,5.964,25.841,6.875,0.0675,0.0225,0.025,0.03,,,2289.8725,35.033,0.153
YON20101208,125,Yongala,147.61842,-19.30847,2010-12-08T10:45:00Z,2010,12,8,10:45:00,2010-12-08T00:45:00Z,9.08561,3530.8778,2665.84,0.632104249881607,0.942372777228572,28,1.44373832820025,0.433268223421359,14329341.249697,423499,0.968636911942099,502.585645349812,7,0.297102293336028,0.152680376059636,7,0.297102293336028,0.152680376059636,,,,27.5457416666667,0.127066666666667,34.9216333333333,8.945,6.958,23.853,1.65,0.02,0.05,0.1,,,,2285.5025,,
YON20110323,146,Yongala,147.61842,-19.30847,2011-03-23T10:49:00Z,2011,3,23,10:49:00,2011-03-23T00:49:00Z,19.34093,10105.7079,8772.7882,0.700346428748413,0.978070208675479,28,0.958350814845935,0.287602640209963,20705081.117246,539854,0.408863412756128,605.113354240221,17,2.0904232442895,0.737827685541221,15,2.04922982418434,0.756717812450552,2,0.693147180559945,1,28.2241,0.8738,33.6502,11.927,5.964,14.909,6.65,0.16,0.055,0.45,,,,2226.505,33.68925,
YON20160503,690,Yongala,147.61842,-19.30847,2016-05-03T10:01:00Z,2016,5,3,10:01:00,2016-05-03T00:01:00Z,14.90694,6827.8132,5916.5315,0.597044911779499,0.966789693925641,23,1.38717503805118,0.442410332318255,25943405.8040605,157719.34,0.902221729630451,4563.63110980669,22,2.62678601117508,0.8498058667299,19,2.54197684859869,0.863314494402706,2,0.693147180559945,1,26.8948066666667,0.77596,35.3543733333333,8.945,9.939,7.951,2.65,0.0475,0.05,0,,,,2292.5875,35.3615,0.547
YON20190703,986,Yongala,147.61842,-19.30847,2019-07-03T10:50:00Z,2019,7,3,10:50:00,2019-07-03T00:50:00Z,50.39253,2306.7681,2034.7435,0.576698142410259,0.955056213422552,25,1.21284849588958,0.376792570412138,44822569.8749554,144208.36,0.99716423547666,9867.00777374838,17,1.56227882659957,0.551415879032573,13,1.55104225438552,0.604706775154634,2,0.693147180559945,1,22.5015866666667,1.84163333333333,35.36322,21.866,9.939,27.829,0.425,0.0575,0.0125,0,0.01,,,2294.175,35.37075,0.241
DAR20140906_0930,511,Darwin,130.76805,-12.4,2014-09-06T19:00:00Z,2014,9,6,19:00:00,2014-09-06T09:30:00Z,32.25737,0,,,,,,,,,,,,,,,,,,,,25.9025923076923,0.625561538461539,34.4697846153846,21.872,5.965,21.872,4.83333333333333,0.243333333333333,0.0433333333333333,0.266666666666667,,,,2292.75666666667,34.4676666666667,0.301
DAR20200203_2130,1006,Darwin,130.76805,-12.4,2020-02-04T07:00:00Z,2020,2,4,07:00:00,2020-02-03T21:30:00Z,60.1174,21265.0585,17257.2316,0.687134983351532,0.994082840979255,18,1.11874097182837,0.387057813159189,,,,,,,,,,,,,,30.3735214285714,0.669785714285714,33.9959714285714,5.966,5.966,15.908,3.95,0.32,0.25,0.4,0.145,,,2249.67,34.1456666666667,1.235
DAR20181030,866,Darwin,130.76805,-12.4,2018-10-31T08:26:00Z,2018,10,31,08:26:00,2018-10-30T22:56:00Z,,0,,,,,,,10135008.4552069,5819.21,0.982638496018103,72473.6389195519,15,2.4535826299177,0.906032919522343,14,2.37799537156117,0.901077572235936,,,,30.8978666666667,0.509926666666667,35.0401733333333,8.948,12.925,18.89,6.8,0.32,0.986666666666667,0.166666666666667,0.0966666666666667,,,2323.30666666667,35.032,0.845
DAR20190723_0030,977,Darwin,130.76805,-12.4,2019-07-23T10:00:00Z,2019,7,23,10:00:00,2019-07-23T00:30:00Z,74.98762,0,,,,,,,,,,,,,,,,,,,,25.0557357142857,0.642121428571429,35.2385214285714,17.896,10.937,20.879,6.2,0.27,0.0666666666666667,0.1,0.116666666666667,,,2322.70333333333,35.2403333333333,0.7915
DAR20160202_0630,694,Darwin,130.76805,-12.4,2016-02-02T16:00:00Z,2016,2,2,16:00:00,2016-02-02T06:30:00Z,11.1001,0,,,,,,,7781679.34528162,5131.62,0.989130816396916,46570.9083137399,9,1.26533674074379,0.575879568158574,8,1.21781530654732,0.585645367824832,,,,30.5663,0.603521428571429,33.6375857142857,16.902,6.96,6.96,1.43333333333333,0.1,0.526666666666667,0.2,,,,2214.65333333333,33.6643333333333,1.0355
