NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Abylopsis eschscholtzii,Abylopsis tetragona,Aglaura hemistoma,Aidanosagitta neglecta,Aidanosagitta regularis,Bassia bassensis,Bougainvillia vervoorti,Brooksia rostrata,Calanus Australis,Chelophyes appendiculata,Chelophyes contorta,Climacocylis scalaria,Codonella amphorella,Codonella galea,Codonellopsis morchella,Codonellopsis obesa,Codonellopsis orthoceras,Codonellopsis ostenfeldi,Cyttarocylis ampulla,Dadayiella ganymedes,Diacavolinia longirostris,Diphyes chamissonis,Doliolum denticulatum,Doliolum nationalis,Euconchoecia aculeata,Eudoxoides mitra,Eudoxoides spiralis,Evadne nordmanni,Evadne spinifera,Flaccisagitta enflata,Fritillaria borealis,Fritillaria formica,Fritillaria haplostoma,Fritillaria pellucida,Gazelletta hexanema,Hydromyles globulosus,Ihlea magalhanica,Krohnitta subtilis,Lensia conoidea,Lensia multicristata,Lensia subtilis,Lensia subtiloides,Leprotintinnus nordqvisti,Lipmanella dictyoceras,Liriope tetraphylla,Mesosagitta minima,Nanomia bijuga,Nyctiphanes australis,Oikopleura (Coecaria) longicauda,Pegea confoederata,Pelagobia longicirrata,Penilia avirostris,Pleopis polyphemoides,Podon intermedius,Primno macropa,Pseudevadne tergestina,Pterosagitta draco,Rhabdonella amor,Rhabdonella apophysata,Rhabdonella spiralis,Rhabdosoma whitei,Salpa fusiformis,Salpingella acuminata,Serratosagitta pacifica,Serratosagitta serratodentata,Serratosagitta tasmanica,Solmundella bitentaculata,Tectillaria fertilis,Thalia democratica,Themisto gaudichaudii,Thysanoessa gregaria,Tintinnopsis lobiancoi,Tintinnopsis mortensenii,Tintinnopsis radix,Xystonella treforti,Xystonellopsis heros,Xystonellopsis pulchra,Zonosagitta pulchra,Zoothamnium pelagicum
NRSROT20141014,Rottnest Island,-32,115.41667,2014-10-14 11:52:00,2014,10,14,11:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,385.0657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20140919,Rottnest Island,-32,115.41667,2014-09-19 12:57:00,2014,9,19,12:57:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.478,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.239,0,0,0
NRSNSI20140917,North Stradbroke,-27.345,153.562,2014-09-17 10:30:00,2014,9,17,10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.3351,-999,0,0,0,0,0,0,0,0,19.289,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,507.9439,12.8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20140915,Maria Island,-42.59667,148.23333,2014-09-16 09:20:00,2014,9,16,09:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,9.4302,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20140911,Port Hacking,-34.11923,151.22667,2014-09-11 10:13:00,2014,9,11,10:13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8255,1.8042,0,3.6085,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,30.6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.2074,0,0,0,0,0,0,0,0,0,0
NRSYON20140910,Yongala,-19.30847,147.61842,2014-09-10 10:35:00,2014,9,10,10:35:00,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,27.2024,0,0,0,54.4049,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20140906_09:30,Darwin,-12.4,130.76805,2014-09-06 19:00:00,2014,9,6,19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20140906_06:30,Darwin,-12.4,130.76805,2014-09-06 16:00:00,2014,9,6,16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20140906_03:30,Darwin,-12.4,130.76805,2014-09-06 13:00:00,2014,9,6,13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20140906_00:30,Darwin,-12.4,130.76805,2014-09-06 10:00:00,2014,9,6,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,44.204,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,14.7347,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4693,14.7347,117.8773,0,0,0,0,0
NRSROT20140902,Rottnest Island,-32,115.41667,2014-09-02 11:55:00,2014,9,2,11:55:00,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0
NRSNSI20140901,North Stradbroke,-27.345,153.562,2014-09-01 10:10:00,2014,9,1,10:10:00,0,0,5.1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7217,-999,0,0,0,0,2.5719,0,0,0,7.7156,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20140824,Port Hacking,-34.11923,151.22667,2014-08-25 09:57:00,2014,8,25,09:57:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,0,3.5363,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,1.7682,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,1.7682,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20140821,Maria Island,-42.59667,148.23333,2014-08-21 11:50:00,2014,8,21,11:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20140820,Yongala,-19.30847,147.61842,2014-08-20 11:15:00,2014,8,20,11:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,5.4405,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20140807,Maria Island,-42.59667,148.23333,2014-08-07 12:00:00,2014,8,7,12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6631,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20140730,Rottnest Island,-32,115.41667,2014-07-30 10:03:00,2014,7,30,10:03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,7.8585,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20140725,North Stradbroke,-27.345,153.562,2014-07-25 10:35:00,2014,7,25,10:35:00,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1483,0,0,0,0,0,0,12.8593,-999,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20140717,Yongala,-19.30847,147.61842,2014-07-17 10:28:00,2014,7,17,10:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4018,34.0031,-999,0,0,0,0,6.8006,0,0,0,6.8006,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20140716,Port Hacking,-34.11923,151.22667,2014-07-16 10:00:00,2014,7,16,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4358,0,0,0,0,0,3.5363,0,-999,0,0,0,0,0,0,0,0,28.2905,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0
NRSKAI20140713,Kangaroo Island,-35.83217,136.44733,2014-07-13 16:13:00,2014,7,13,16:13:00,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20140703,Maria Island,-42.59667,148.23333,2014-07-03 11:30:00,2014,7,3,11:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3929,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20140702,Darwin,-12.4,130.76805,2014-07-03 09:08:00,2014,7,3,09:08:00,0,0,7.3673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,7.3673,0,0,0,0,0,0,0,0,0,0,0,0,7.3673,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20140624,Rottnest Island,-32,115.41667,2014-06-24 13:16:00,2014,6,24,13:16:00,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,31.4339,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20140624,Yongala,-19.30847,147.61842,2014-06-24 10:53:00,2014,6,24,10:53:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.881,-999,0,0,0,0,0,0,0,0,5.4405,0,0,0,0,0,0,0,5.4405,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20140623,North Stradbroke,-27.345,153.562,2014-06-23 10:20:00,2014,6,23,10:20:00,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,-999,0,0,0,0,0,0,0,0,96.445,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20140619,Maria Island,-42.59667,148.23333,2014-06-19 11:30:00,2014,6,19,11:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20140612,Port Hacking,-34.11923,151.22667,2014-06-13 09:20:00,2014,6,13,09:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8112,0,14.5828,0,0,0,0,21.8741,-999,0,0,0,0,7.2914,0,0,0,7.2914,0,0,0,0,0,0,0,0,0,-999,3.6457,0,0,0,0,0,10.9371,10.9371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6457,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20140527,Yongala,-19.30847,147.61842,2014-05-27 12:12:00,2014,5,27,12:12:00,0,0,6.8006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,81.6073,0,0,0,6.8006,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20140519,Rottnest Island,-32,115.41667,2014-05-19 12:22:00,2014,5,19,12:22:00,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,-999,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,78.5848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20140516,Maria Island,-42.59667,148.23333,2014-05-16 10:20:00,2014,5,16,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0.5894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20140515,Port Hacking,-34.11923,151.22667,2014-05-16 09:35:00,2014,5,16,09:35:00,0,0,4.2436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8291,-999,0,0,0,0,4.2436,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,1.4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4145,0,0,0,0,0,0,0,0,0,0,0,0
NRSKAI20140507,Kangaroo Island,-35.83217,136.44733,2014-05-07 13:45:00,2014,5,7,13:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20140507,North Stradbroke,-27.345,153.562,2014-05-07 10:25:00,2014,5,7,10:25:00,0,0,6.4297,0,0,3.2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,-999,0,0,0,0,3.2148,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20140501,Yongala,-19.30847,147.61842,2014-05-01 11:25:00,2014,5,1,11:25:00,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,27.2024,-999,0,0,0,0,40.8037,0,0,0,13.6012,0,0,0,0,0,0,0,13.6012,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20140427,Port Hacking,-34.11923,151.22667,2014-04-28 09:38:00,2014,4,28,09:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,-999,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20140408,Maria Island,-42.59667,148.23333,2014-04-08 11:03:00,2014,4,8,11:03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,13.0975,0,1.0478,0,0,0,0,0,0,0,1.5717,0,0,0,0,0,0,3.1434,0,0,0,0,0,0,0,0,0,0
NRSNSI20140404,North Stradbroke,-27.345,153.562,2014-04-04 10:45:00,2014,4,4,10:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6445,-999,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20140403,Darwin,-12.4,130.76805,2014-04-04 08:03:00,2014,4,4,08:03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20140319,Rottnest Island,-32,115.41667,2014-03-19 12:30:00,2014,3,19,12:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,78.5848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,204.3206,0,0,0,62.8679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20140318,Maria Island,-42.59667,148.23333,2014-03-19 10:55:00,2014,3,19,10:55:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,2.3575,0,0,0,0,0,87.2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20140317,Port Hacking,-34.11923,151.22667,2014-03-18 09:48:00,2014,3,18,09:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8408,-999,0,0,0,0,0,0,0,0,15.9134,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,8.8408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20140317,Yongala,-19.30847,147.61842,2014-03-17 14:07:00,2014,3,17,14:07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,13.6012,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSKAI20140313,Kangaroo Island,-35.83217,136.44733,2014-03-13 14:00:00,2014,3,13,14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20140306,North Stradbroke,-27.345,153.562,2014-03-06 10:15:00,2014,3,6,10:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.289,-999,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20140227,Rottnest Island,-32,115.41667,2014-02-27 12:39:00,2014,2,27,12:39:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.1791,-999,0,0,0,15.717,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,1123.7633,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20140220,Yongala,-19.30847,147.61842,2014-02-20 10:48:00,2014,2,20,10:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20140213,North Stradbroke,-27.345,153.562,2014-02-13 10:20:00,2014,2,13,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5111,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20140211,Port Hacking,-34.11923,151.22667,2014-02-12 09:57:00,2014,2,12,09:57:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,78.1712,0,0,0,0,3.7224,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,44.6693,0,33.502,0,26.0571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20140205,Maria Island,-42.59667,148.23333,2014-02-05 11:05:00,2014,2,5,11:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.4079,-999,0,0,27.9182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,153.5507,0,0,0,24.8162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20140122,Maria Island,-42.59667,148.23333,2014-01-23 10:50:00,2014,1,23,10:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.7264,-999,0,0,62.8679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,84.8717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSKAI20140122,Kangaroo Island,-35.83217,136.44733,2014-01-22 15:15:00,2014,1,22,15:15:00,0,0,0,0,0,0,0,0,0,1.4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,161.2561,0,5.6581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.3075,0,0,0,0,0,0,0,0,0,0
NRSROT20140122,Rottnest Island,-32,115.41667,2014-01-22 10:10:00,2014,1,22,10:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,31.4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20140122,Yongala,-19.30847,147.61842,2014-01-22 10:00:00,2014,1,22,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20140120,Port Hacking,-34.11923,151.22667,2014-01-21 09:43:00,2014,1,21,09:43:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.1353,-999,0,0,0,54.6853,0,0,0,0,3.6457,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,233.3241,0,7.2914,0,7.2914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20140118_03:30,Darwin,-12.4,130.76805,2014-01-18 13:00:00,2014,1,18,13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20140118_00:30,Darwin,-12.4,130.76805,2014-01-18 10:00:00,2014,1,18,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20140117_21:30,Darwin,-12.4,130.76805,2014-01-18 07:00:00,2014,1,18,07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20140117_19:50,Darwin,-12.4,130.76805,2014-01-18 05:20:00,2014,1,18,05:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
