TripCode,Route,Latitude,Longitude,SampleDateUTC,Year,Month,Day,Time_24hr,Amphipod,Appendicularian,Ascidian,Brachiopod,Bryozoan,Cephalopod,Chaetognath,Ciliophora,Cirripedia,Cladoceran,Cnidarian,Copepod,Ctenophore,Decapod,Echinoderm,Egg,Euphausiid,Fish,Foraminifera,Isopod,Mollusc,Mysida,Nematode,Noctilucaceae,Ostracod,Platyhelminthes,Polychaete,Radiozoa,Sipunculid,Thaliacean,Thecostraca,Urochordata
HOAN20111023,HOAN,-54.7792,117.5862,2011-10-29T04:12:00Z,2011,10,29,04:12:00,0,2,0,0,0,0,2,0,0,0,0,51.3333,0,0,0,0,1.3333,0,3.3333,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20111023,HOAN,-54.6575,117.9595,2011-10-29T02:43:00Z,2011,10,29,02:43:00,0,5.3333,0,0,0,0,2.6667,0,0,0,0,36.6666,0,0,0,0,0,0,0.6667,0,0,0,0,0,0.6667,0,0,0,0,0,0,0
HOAN20111023,HOAN,-54.5743,118.2134,2011-10-29T01:42:00Z,2011,10,29,01:42:00,0,5.3333,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20111023,HOAN,-54.5095,118.4758,2011-10-29T00:39:00Z,2011,10,29,00:39:00,0,7.3333,0,0,0,0,0,0,0,0,0,60.6666,0,0,0,0,0,0,11.3333,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20111023,HOAN,-54.3144,119.4131,2011-10-28T20:28:00Z,2011,10,28,20:28:00,1.3333,14,0,0,0,0,0,0,0,0,0,60,0,0,0,0,1.3334,0,2,0,0,0,0,0,0,0,0.6667,0,0,0,0,0
HOAN20111023,HOAN,-54.2948,119.5496,2011-10-28T19:47:00Z,2011,10,28,19:47:00,0,11.3333,0,0,0,0,0.6667,0,0,0,0,72.6667,0,0,0,0,0.6667,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20111023,HOAN,-53.9446,120.8168,2011-10-28T13:16:00Z,2011,10,28,13:16:00,0.6667,6,0,0,0,0,0,0,0,0,0,70.6667,0,0,0,0,0,0,4.6667,0,3.3333,0,0,0,2,0,0,0,0,0,0,0
HOAN20111023,HOAN,-53.8466,121.0449,2011-10-28T12:10:00Z,2011,10,28,12:10:00,0.6667,14,0,0,0,0,0,0,0,0,0,118.0001,0,0,0,0,2.6667,0,2,0,3.3333,0,0,0,3.3333,0,0.6667,0,0,0,0,0
HOAN20111023,HOAN,-53.4265,122.0921,2011-10-28T06:57:00Z,2011,10,28,06:57:00,0,8,0,0,0,0,0,0,0,0,0,62,0,0,0,0,2.6666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20111023,HOAN,-53.3789,122.2073,2011-10-28T06:22:00Z,2011,10,28,06:22:00,0,8,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
HOAN20111023,HOAN,-52.9813,123.0998,2011-10-28T01:46:00Z,2011,10,28,01:46:00,0,2.6667,0,0,0,0,0,0,0,0,0,12.6667,0,0,0,0,0.6667,0,0.6667,0,0,0,0,0,0,0,0,0.6667,0,0,0,0
HOAN20111023,HOAN,-52.7096,123.622,2011-10-27T23:08:00Z,2011,10,27,23:08:00,0,1.3333,0,0,0,0,0,0,0,0,0,15.3334,0,0,0,0,0.6667,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20111023,HOAN,-52.5527,123.9401,2011-10-27T21:33:00Z,2011,10,27,21:33:00,0,2.6667,0,0,0,0,0,0,0,0,0,7.3334,0,0,0,0,2,0,3.3333,0,0,0,0,0,0.6667,0,0,0,0,0,0,0
HOAN20111023,HOAN,-52.0269,124.9904,2011-10-27T16:20:00Z,2011,10,27,16:20:00,0,0,0,0,0,0,0,0,0,0,0,13.3333,0,0,0,0,0,0,1.3333,0,0,0,0,0,2,0,0,0,0,0,0,0
HOAN20111023,HOAN,-51.5989,126.227,2011-10-27T11:04:00Z,2011,10,27,11:04:00,0,0,0,0,0,0,0,0,0,0,0,8.0001,0,0,0,0,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20111023,HOAN,-50.9445,128.2333,2011-10-27T03:19:00Z,2011,10,27,03:19:00,0,0.6667,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20111023,HOAN,-50.191,130.4277,2011-10-26T18:31:00Z,2011,10,26,18:31:00,0,0,0,0,0,0,0,0,0,0,0,16.6667,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20111023,HOAN,-50.1131,130.6556,2011-10-26T17:34:00Z,2011,10,26,17:34:00,0,0,0,0,0,0,0,0,0,0,0,65.3335,0,0,0,0,1.3334,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0
HOAN20111023,HOAN,-49.9648,131.1195,2011-10-26T15:37:00Z,2011,10,26,15:37:00,0,0,0,0,0,0,0,0,0,0,0,36,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0
HOAN20111023,HOAN,-49.529,132.3688,2011-10-26T10:05:00Z,2011,10,26,10:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333,0,0.6667,0,0,0,0,0,1.3333,0,0,0,0,0,0,0
HOAN20111023,HOAN,-48.7419,134.6121,2011-10-25T23:49:00Z,2011,10,25,23:49:00,0.6667,0,0,0,0,0,0,0,0,0,0,7.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20111023,HOAN,-48.47,135.3952,2011-10-25T20:36:00Z,2011,10,25,20:36:00,0,0.6667,0,0,0,0,0.6667,0,0,0,0,7.3333,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0
HOAN20111023,HOAN,-48.3198,135.8419,2011-10-25T18:44:00Z,2011,10,25,18:44:00,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20111023,HOAN,-47.6628,137.6329,2011-10-25T11:02:00Z,2011,10,25,11:02:00,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,1.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20111023,HOAN,-47.6218,137.7415,2011-10-25T10:33:00Z,2011,10,25,10:33:00,0.6667,0,0,0,0,0,0.6667,0,0,0,0,54.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20111023,HOAN,-47.4566,138.1711,2011-10-25T08:38:00Z,2011,10,25,08:38:00,0,0.6667,0,0,0,0,1.3333,0,0,0,0,48.6667,0,0,0,0,0.6667,0,0,0,0,0,0,0,1.3333,0,0,0,0,0,0,0
HOAN20111023,HOAN,-47.3731,138.3851,2011-10-25T07:39:00Z,2011,10,25,07:39:00,0.6667,0,0,0,0,0,0.6667,0,0,0,0,45.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20111023,HOAN,-46.9307,139.5642,2011-10-25T02:06:00Z,2011,10,25,02:06:00,0,0,0,0,0,0,0,0,0,0,0,14.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20111023,HOAN,-46.6455,140.3089,2011-10-24T22:16:00Z,2011,10,24,22:16:00,0,0,0,0,0,0,0,0,0,0,0,15.3333,0,0,0,0,1.3334,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0
HOAN20111023,HOAN,-46.1461,141.561,2011-10-24T15:20:00Z,2011,10,24,15:20:00,0,0,0,0,0,0,2,0,0,0,0.6667,46.0002,0,0,0,0,0.6667,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0
HOAN20111023,HOAN,-46.0586,141.7671,2011-10-24T14:17:00Z,2011,10,24,14:17:00,0,0,0,0,0,0,0,0,0,0,0,33.3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20111023,HOAN,-45.9273,142.0753,2011-10-24T12:48:00Z,2011,10,24,12:48:00,0.6667,0,0,0,0,0,0.6667,0,0,0,0.6667,33.3335,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0
HOAN20111023,HOAN,-45.3011,143.6197,2011-10-24T05:48:00Z,2011,10,24,05:48:00,0.6667,2,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20111023,HOAN,-45.2552,143.7197,2011-10-24T05:20:00Z,2011,10,24,05:20:00,0,0,0,0,0,0,0,0,0,0,0,21.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20111023,HOAN,-45.0299,144.2165,2011-10-24T02:58:00Z,2011,10,24,02:58:00,0,0.6667,0,0,0,0,0,0,0,0,0,18.6667,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3333,0,0
HOAN20111023,HOAN,-44.8086,144.713,2011-10-24T00:35:00Z,2011,10,24,00:35:00,0.6667,0,0,0,0,0,0.6667,0,0,0,0,17.3333,0,0,0,0,0,0,1.3333,0,0,0,0,0,0,0,0,0,0,2.6667,0,0
MEAD20111007,MEAD,-36.46984,138.81134,2011-10-08T03:29:40Z,2011,10,8,03:29:40,0,0.6667,0,0,0,0,0.6667,0,0,0,0,16.6668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOFR20110812,HOFR,-35.2194,119.0528,2011-08-20T09:36:00Z,2011,8,20,09:36:00,0,4.6667,0,0,2.6667,0,7.3333,0,0,0,0,97.9999,0,2,0,0,11.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOFR20110812,HOFR,-34.8811,120.6194,2011-08-20T01:59:00Z,2011,8,20,01:59:00,0,7.3334,0,0,0,0,0,0,0,0,0,12.6666,0,1.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0
HOFR20110812,HOFR,-34.6341,121.7909,2011-08-19T19:54:00Z,2011,8,19,19:54:00,0,0.6667,0,0,0,0,1.3333,0,0,0,0,13.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOFR20110812,HOFR,-35.3116,130.3265,2011-08-17T20:32:00Z,2011,8,17,20:32:00,0,0,0,0,0,0,0,0,0,0,0,1.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0
HOFR20110812,HOFR,-39.5731,143.0031,2011-08-14T04:11:00Z,2011,8,14,04:11:00,0,0,0,0,0,0,0.6667,0,0,0,0,12.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0
HOFR20110812,HOFR,-39.8953,143.0613,2011-08-14T02:07:00Z,2011,8,14,02:07:00,0,1.3333,0,0,0,0,0,0,0,0,0.6667,9.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0
HOFR20110812,HOFR,-40.7886,143.6152,2011-08-13T20:04:00Z,2011,8,13,20:04:00,0,2.6667,0,0,0,0,0,0,0,0,0,12.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOFR20110812,HOFR,-41.5788,144.4042,2011-08-13T14:07:00Z,2011,8,13,14:07:00,0,0,0,0,0,0,0,0,0,0,0,8.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOFR20110812,HOFR,-43.9694,146.1593,2011-08-12T17:58:00Z,2011,8,12,17:58:00,0,0.6667,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOFR20110812,HOFR,-43.7352,147.2639,2011-08-12T11:59:00Z,2011,8,12,11:59:00,0,7.3334,0,0,0,0,0,0,0,0,0,8.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYME20110727,SYME,-36.53775,150.62407,2011-07-28T02:44:44Z,2011,7,28,02:44:44,0,0,0,0,0,0,0,0,0,0,0,16.502,0,0.6601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUHO20110607,AUHO,-42.2013,150.37524,2011-06-14T00:10:04Z,2011,6,14,00:10:04,0,0,0,0,0,0,2.6667,0,0,0,0,17.3336,0,1.3333,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
AUHO20110607,AUHO,-40.94582,154.02854,2011-06-13T00:50:44Z,2011,6,13,00:50:44,0,0,0,0,0,0,2.6667,0,0,0,0,26.0003,0,0,0,0,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUHO20110607,AUHO,-40.80994,154.889,2011-06-12T19:29:54Z,2011,6,12,19:29:54,0,7.3333,0,0,0,0,1.3333,0,0,0,0,76.0002,0,0.6667,0,0,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUHO20110607,AUHO,-40.73961,155.31788,2011-06-12T16:49:29Z,2011,6,12,16:49:29,0,0,0,0,0,0,32,0,0,0,0,195.3338,0,0.6667,0,1.3334,4.6667,0.6667,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0
AUHO20110607,AUHO,-40.33162,158.18428,2011-06-11T22:01:58Z,2011,6,11,22:01:58,0,4.6666,0,0,0,0,8,0,0,0,0,21.3334,0,0,0,0.6667,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUHO20110607,AUHO,-40.27908,158.61454,2011-06-11T20:01:58Z,2011,6,11,20:01:58,0,0,0,0,0,0,0,0,0,0,0,49.3335,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUHO20110607,AUHO,-39.48949,162.5511,2011-06-10T17:27:07Z,2011,6,10,17:27:07,0,1.3333,0,0,0,0,2,0,0,0,0,15.3336,0,0.6667,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUHO20110607,AUHO,-39.41582,162.9708,2011-06-10T15:26:07Z,2011,6,10,15:26:07,0,1.3333,0,0,0,0,2,0,0,0,0,22.0004,0,0,0,0,1.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUHO20110607,AUHO,-38.8529,165.4242,2011-06-09T21:23:43Z,2011,6,9,21:23:43,0,0,0,0,0,0,0,0,0,0,0,72.6667,0,0,0,0,2.6667,0,0,0,0,0,0,0,2.6667,0,0,0,0,0,0,0
AUHO20110607,AUHO,-38.40679,166.56661,2011-06-09T15:23:53Z,2011,6,9,15:23:53,0,4.6667,0,0,0,0,5.3333,0,0,0,0,40.667,0,0,0,0,1.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUHO20110607,AUHO,-37.19992,168.66896,2011-06-09T00:04:51Z,2011,6,9,00:04:51,0,1.3333,0,0,0,0,8,0,0,0,0,13.3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUHO20110607,AUHO,-34.9139,171.86993,2011-06-08T02:20:38Z,2011,6,8,02:20:38,0,2,0,0,0,0,7.3333,0,0,0,0,10.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUHO20110607,AUHO,-34.60645,172.31163,2011-06-07T22:20:28Z,2011,6,7,22:20:28,0,0,0,0,0,0,5.4645,0,0,0,0,12.0217,0,0,0,0,0,0,0,0,0.5464,0,0,0,0,0,0,0,0,0,0,0
SYME20110517,SYME,-38.60797,144.99253,2011-05-18T21:38:37Z,2011,5,18,21:38:37,2.6667,0.6667,0,0,0,0,32.6667,0,0,0,0,169.3336,0,9.3333,0,2.6667,3.3333,0,0,0,25.3334,0,0,0,0,0,0,0,0,0,0,0
SYME20110517,SYME,-39.15333,146.06639,2011-05-18T17:41:54Z,2011,5,18,17:41:54,0,2.6667,0,0,0,0,3.3333,0,0,8,0,47.3335,0,4,0,0,2,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
SYME20110517,SYME,-38.95867,147.28253,2011-05-18T13:45:10Z,2011,5,18,13:45:10,0,2,0,0,0,0,4.6667,0,0,0,0,47.3336,0,2,0,1.3333,3.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYME20110517,SYME,-36.1002,150.78542,2011-05-17T20:39:19Z,2011,5,17,20:39:19,0.6667,0.6667,0,0,0,0,0,0,0.6667,0,0,44.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYME20110517,SYME,-34.47315,151.22956,2011-05-17T14:04:46Z,2011,5,17,14:04:46,0,4,0,0,0,0,6.6667,0,0,0,0,66.0003,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0
BRSY20110514,BRSY,-28.64427,153.75885,2011-05-14T15:40:09Z,2011,5,14,15:40:09,0,2.6667,0,0,0,0,17.3333,0,0,0,0,40.6671,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
FRSY20110318,FRSY,-40.40612,141.78525,2011-03-25T13:06:46Z,2011,3,25,13:06:46,0.6667,44,0,0,0,0,6,0,0,0,0,133.3335,0,0.6667,0,0,6.6666,0,0,0,108.6667,0,0,0,0.6667,0,1.3333,0,0,0.6667,0,0
FRSY20110318,FRSY,-40.1856,140.51209,2011-03-25T07:15:02Z,2011,3,25,07:15:02,0,21.3333,0,0,0,0,13.3333,0,0,2,0,61.3336,0,2,0,0,0,0,0,0,24.6667,0,0,0,0,0,0,0,0,0,0,0
FRSY20110318,FRSY,-39.78365,138.2456,2011-03-24T15:06:34Z,2011,3,24,15:06:34,0,0,0,0,0,0,4.6667,0,0,0.6667,1.3333,62.6669,0,1.3333,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0
FRSY20110318,FRSY,-39.25034,135.31414,2011-03-24T02:37:40Z,2011,3,24,02:37:40,0,2.6667,0,0,0,0,4,0,0,0,0,5.3334,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRSY20110318,FRSY,-39.19131,134.93138,2011-03-23T17:39:54Z,2011,3,23,17:39:54,0,0,0,0,0,0,0.6667,0,0,0,0,5.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333,0,0
FRSY20110318,FRSY,-38.96933,133.67946,2011-03-23T12:01:04Z,2011,3,23,12:01:04,0,7.3333,0,0,0,0,1.3333,0,0,0,0,22.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0
FRSY20110318,FRSY,-37.82496,127.3654,2011-03-21T17:47:01Z,2011,3,21,17:47:01,0.6667,12.6667,0,0,0,0,3.3333,0,0,0,0,48.6668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,2,0,0
FRSY20110318,FRSY,-36.65385,120.91595,2011-03-20T17:15:47Z,2011,3,20,17:15:47,0,0,0,0,0,0,1.3333,0,0,0,0,22.6671,0,5.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6667,0,0
FRSY20110318,FRSY,-35.82682,116.93082,2011-03-19T09:28:15Z,2011,3,19,09:28:15,0,1.3333,0,0,0,0,5.3333,0,0,3.3333,0,16.0002,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
FRSY20110318,FRSY,-35.98687,117.39147,2011-03-19T03:29:18Z,2011,3,19,03:29:18,0,0.6667,0,0,0,0,0,0,0,0.6667,0,12.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0
FRSY20110318,FRSY,-34.82595,114.99345,2011-03-18T02:49:01Z,2011,3,18,02:49:01,0,5.3333,0,0,0,0,2.6667,0,0,0,0,20.6669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEAD20110311,MEAD,-35.70849,138.08109,2011-03-11T13:21:14Z,2011,3,11,13:21:14,0.6667,0,0,0,0,0,0,0,1.3333,3.3334,0,120.0001,0,1.3334,0,0.6667,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0
MEAD20110311,MEAD,-38.4219,141.09619,2011-03-11T01:40:56Z,2011,3,11,01:40:56,0,0,0,0,0,0,0,0,0,2,0,22.6667,0,0.6667,0,0,1.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEAD20110311,MEAD,-38.86715,142.6915,2011-03-10T21:26:17Z,2011,3,10,21:26:17,0,1.3333,0,0,0,0,1.3333,0,0,2,0,53.3335,0,0.6667,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6667,0,0
SYME20110308,SYME,-38.94458,145.643,2011-03-09T03:04:59Z,2011,3,9,03:04:59,0,0,0,0,0,0,0,0,0,0,0,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYME20110308,SYME,-37.94351,149.8455,2011-03-08T12:09:17Z,2011,3,8,12:09:17,0,0,0,0,0,0,0.6667,0,0,0,0,12.6667,0,0,0,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYME20110308,SYME,-36.77989,150.54411,2011-03-08T06:43:35Z,2011,3,8,06:43:35,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRSY20110305,BRSY,-32.79561,152.52789,2011-03-06T10:51:00Z,2011,3,6,10:51:00,0,3.3333,0,0,0,0,2.6667,0,0,0.6667,0,78.0002,0,4,0,0,0,0,0,0,1.3333,0,0,0,0,0,0,0,0,8,0,0
BRSY20110305,BRSY,-32.52725,152.7629,2011-03-06T09:19:14Z,2011,3,6,09:19:14,0,7.3333,0,0,0,0,7.3333,0,0,0,0,38.6669,0,2,0,0,0,0,0,0,1.3333,0,0,0,0,0,0,0,0,2,0,0
BRSY20110305,BRSY,-32.14185,152.94863,2011-03-06T07:24:32Z,2011,3,6,07:24:32,0,6.6667,0,0,0,0,1.3333,0,0,0,0,8.6668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRSY20110305,BRSY,-30.93616,153.33754,2011-03-06T01:40:25Z,2011,3,6,01:40:25,0,0,0,0,0,0,3.3333,0,0,0.6667,0,12.6668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRSY20110305,BRSY,-29.3006,153.72048,2011-03-05T18:01:35Z,2011,3,5,18:01:35,0,0,0,0,0,0,2.6667,0,0,0,0,10.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0
BRSY20110305,BRSY,-27.96774,153.7293,2011-03-05T11:54:32Z,2011,3,5,11:54:32,0.6667,9.3334,0,0,0,0,5.3333,0,0,0,0,9.3335,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRSY20110305,BRSY,-27.63478,153.69622,2011-03-05T10:22:46Z,2011,3,5,10:22:46,0,4,0,0,0,0,4,0,0,0,0,18.0001,0,0.6667,0,1.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BRSY20110305,BRSY,-26.97882,153.60333,2011-03-05T07:19:14Z,2011,3,5,07:19:14,0,17.3333,0,0,0.6667,0,10,0,0,2,0,43.3334,0,7.3334,0,0,0,0,0,0,1.3334,0,0,0,0.6667,0,0,0,0,2,0,0
ANHO20110201,ANHO,-44.7083,147.4422,2011-02-05T08:41:00Z,2011,2,5,08:41:00,0.6667,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,5.3334,0,0,0,0,0,0,0,0,0,0,0,0,6.6667,0,0
ANHO20110201,ANHO,-45.0417,147.3981,2011-02-05T07:02:00Z,2011,2,5,07:02:00,0.6667,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
ANHO20110201,ANHO,-45.2055,147.3846,2011-02-05T06:13:00Z,2011,2,5,06:13:00,0,0,0,0,0,0,0.6667,0,0,0,0,0.6667,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,9.3333,0,0
ANHO20110201,ANHO,-45.3736,147.3786,2011-02-05T05:22:00Z,2011,2,5,05:22:00,0,0,0,0,0,0,1.3333,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3333,0,0
ANHO20110201,ANHO,-45.6227,147.3739,2011-02-05T04:08:00Z,2011,2,5,04:08:00,0,0,0,0,0,0,0,0,0,0,0,9.3334,0,0,0,0,1.3334,0,0,0,0,0,0,0,0,0,0,0,0,5.3333,0,0
ANHO20110201,ANHO,-46.5382,147.2941,2011-02-04T23:28:00Z,2011,2,4,23:28:00,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20110201,ANHO,-46.7859,147.2739,2011-02-04T22:17:00Z,2011,2,4,22:17:00,0,0,0,0,0,0,0.6667,0,0,0,0,27.3333,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20110201,ANHO,-47.2037,147.2425,2011-02-04T20:16:00Z,2011,2,4,20:16:00,0,1.3333,0,0,0,0,0.6667,0,0,0,0,22.0001,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20110201,ANHO,-47.4519,147.2194,2011-02-04T19:04:00Z,2011,2,4,19:04:00,0,0,0,0,0,0,1.3333,0,0,0,0,12,0,0,0,0,3.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20110201,ANHO,-47.8687,147.1808,2011-02-04T17:00:00Z,2011,2,4,17:00:00,0,1.3333,0,0,0,0,0,0,0,0,0,36.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20110201,ANHO,-47.9512,147.1694,2011-02-04T16:35:00Z,2011,2,4,16:35:00,0,1.3333,0,0,0,0,0,0,0,0,0,33.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20110201,ANHO,-48.1181,147.1477,2011-02-04T15:43:00Z,2011,2,4,15:43:00,0,0.6667,0,0,0,0,0,0,0,0,0,34.6667,0,0,0,0,0.6667,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0
ANHO20110201,ANHO,-48.9478,147.0455,2011-02-04T11:17:00Z,2011,2,4,11:17:00,0,0,0,0,0,0,0,0,0,0,0,123.9999,0,0,0,0,6.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20110201,ANHO,-49.8613,146.9467,2011-02-04T06:34:00Z,2011,2,4,06:34:00,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20110201,ANHO,-56.9662,146.872,2011-02-02T05:27:00Z,2011,2,2,05:27:00,0,0.6667,0,0,0,0,0,0,0,0,0,8.0001,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20110201,ANHO,-57.297,146.8171,2011-02-02T04:02:00Z,2011,2,2,04:02:00,0,0,0,0,0,0,0,0,0,0,0,11.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANHO20110201,ANHO,-57.5456,146.8261,2011-02-02T02:54:00Z,2011,2,2,02:54:00,0,1.3333,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
