SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,TAXON_PER_M3
538,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,6.4297
622,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,5.4405
655,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,5.4405
623,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,7.8585
625,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,0.7073
688,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,27.2024
705,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,141.4527
774,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,9.4302
780,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,311.196
763,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,7.0726
777,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,78.5848
820,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,81.6073
819,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,9.4302
881,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,9.4302
893,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,10.4009
1024,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,2.3575
1076,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,17.6816
291,Harpacticoid j,COPEPOD,Copepod,(null),(null),1.6074
177,Harpacticoid j,COPEPOD,Copepod,(null),(null),2.2102
32,Harpacticoid j,COPEPOD,Copepod,(null),(null),2.2102
47,Harpacticoid j,COPEPOD,Copepod,(null),(null),5.0519
20,Harpacticoid j,COPEPOD,Copepod,(null),(null),10.609
9,Harpacticoid j,COPEPOD,Copepod,(null),(null),4.5337
45,Harpacticoid j,COPEPOD,Copepod,(null),(null),34.0031
440,Harpacticoid j,COPEPOD,Copepod,(null),(null),7.8585
402,Harpacticoid j,COPEPOD,Copepod,(null),(null),0.0707
359,Harpacticoid j,COPEPOD,Copepod,(null),(null),55.0094
389,Harpacticoid j,COPEPOD,Copepod,(null),(null),31.4339
523,Harpacticoid j,COPEPOD,Copepod,(null),(null),6.8006
534,Harpacticoid j,COPEPOD,Copepod,(null),(null),15.717
795,Harpacticoid j,COPEPOD,Copepod,(null),(null),3.5363
843,Harpacticoid j,COPEPOD,Copepod,(null),(null),16.0742
974,Harpacticoid j,COPEPOD,Copepod,(null),(null),2.5719
991,Harpacticoid j,COPEPOD,Copepod,(null),(null),7.0726
761,Tortanus (Tortanus) gracilis f,COPEPOD,Copepod,Tortanus (Tortanus),gracilis,20.8019
307,Parvocalanus spp. m,COPEPOD,Copepod,Parvocalanus,spp.,13.6012
171,Paracalanus spp. f,COPEPOD,Copepod,Paracalanus,spp.,2.1432
862,Paracalanus spp. f,COPEPOD,Copepod,Paracalanus,spp.,62.8679
92,Acartia spp.,COPEPOD,Copepod,Acartia,spp.,3.5363
43,Acartia spp.,COPEPOD,Copepod,Acartia,spp.,0.7858
151,Anthomedusae,NON-COPEPOD,Cnidarian,(null),(null),3.5363
518,Anthomedusae,NON-COPEPOD,Cnidarian,(null),(null),1.8042
525,Anthomedusae,NON-COPEPOD,Cnidarian,(null),(null),6.8006
536,Anthomedusae,NON-COPEPOD,Cnidarian,(null),(null),31.8269
748,Anthomedusae,NON-COPEPOD,Cnidarian,(null),(null),3.5363
87,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,3.2148
128,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,9.4302
130,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,12.8593
97,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,4.0415
304,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,1.4145
396,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,2.8576
410,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,1.7682
446,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,6.2868
447,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,3.6837
489,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,6.4832
561,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,3.3679
536,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,3.5363
545,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,1.8135
651,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,1.5717
648,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,9.4302
625,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,1.4145
640,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,1.4145
681,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,6.4297
697,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,1.886
667,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,1.7682
707,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,14.1453
701,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,133.5942
758,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,28.2905
737,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,9.4302
754,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,4.7151
764,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,19.8034
804,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,6.4297
826,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,7.0726
839,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,13.2023
974,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,2.5719
104,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),33.6792
138,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),7.8585
20,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),240.4696
153,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),1.263
5,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),6.4297
89,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),544.0489
188,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),0.5894
148,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),20.4018
99,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),0.6045
130,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),3.2148
296,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),19.289
168,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),62.8679
173,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),13.6012
133,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),0.442
304,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),4.2436
310,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),23.3164
299,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),6.4297
388,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),4.7151
396,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),1.837
405,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),40.8037
367,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),32.1483
413,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),19.289
489,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),0.5894
481,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),3.7224
501,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),32.1483
513,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),21.2179
514,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),1.4145
527,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),149.6135
464,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),172.8867
469,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),693.6624
471,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),163.2147
533,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),31.4339
536,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),3.5363
666,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),7.0726
622,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),348.1913
656,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),59.8454
621,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),68.0061
620,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),74.8067
624,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),3.5363
641,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),17.6816
721,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),7.8585
727,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),51.4374
702,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),204.3206
703,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),3.5363
706,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),282.9054
709,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),40.8037
742,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),7.0726
754,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),70.7264
791,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),353.6318
765,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),0.0925
784,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),14.1453
787,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),38.578
794,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),6.2868
802,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),12.8593
818,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),15.3753
826,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),14.1453
808,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),375.7338
824,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),190.4171
835,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),28.2905
849,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),42.4358
904,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),39.2924
876,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),31.4339
902,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),16.0742
980,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),3.5363
889,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),23.5755
1005,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),981.0431
1016,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),7.8585
1054,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),2.0208
152,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,25.0489
20,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,28.2905
103,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,74.2627
77,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,2.5259
150,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,2.2102
731,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,5.4405
683,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,12.7307
688,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,13.6012
785,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,12.8593
1084,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,10.881
1021,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,149.6135
31,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,0.1313
135,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,78.5848
50,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,110.0188
81,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,21.2179
17,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,138.3093
9,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,4.5337
125,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,27.2024
158,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,0.7367
193,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,3.5363
140,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,204.3206
6,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,42.4358
194,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,3.5363
296,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,6.4297
43,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,14.1453
436,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,99.0169
440,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,62.8679
387,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,180.7451
403,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,54.4049
407,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,3.2148
357,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,11.3162
74,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,55.0094
389,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,15.717
59,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,1.7682
491,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,31.4339
478,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,3.6457
500,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,9.9017
501,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,32.1483
517,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,1.7682
518,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,3.6085
549,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,17.9509
536,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,31.8269
532,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,70.7264
537,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,6.4297
542,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,19.6462
546,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,3.5363
647,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,7.217
622,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,5.4405
655,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,10.881
645,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,6.4297
654,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,1.7682
720,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,86.4433
676,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,56.5811
678,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,9.4302
702,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,70.7264
741,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,102.8747
757,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,976.0238
754,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,23.5755
749,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,14.1453
821,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,188.6036
836,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,7.3673
885,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,17.6816
906,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,141.4527
907,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,9.4302
877,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,251.4715
902,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,3.2148
1078,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,17.6816
1086,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,5.4405
1004,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,19.289
1013,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,31.8269
1054,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,2.0208
141,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,1.9646
101,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,3.6741
199,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,3.5363
116,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,3.2148
117,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,1.7682
280,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,0.5894
441,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,3.9292
371,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,50.5188
446,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,6.2868
489,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,4.1257
496,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,2.5719
627,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,3.1434
676,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,9.4302
903,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,7.0726
1069,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,1.0104
1066,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,2.8291
1024,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,9.4302
1046,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,2.5719
448,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,0.2009
704,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,5.8939
70,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,1.6001
296,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,3.2148
117,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,0.8841
540,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,3.2148
538,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,6.4297
772,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,7.0726
887,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,5.6581
975,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,6.4297
990,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,3.5363
288,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,3.2148
289,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,3.2148
170,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,68.0061
20,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,2.8291
385,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,4.0415
619,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,6.8006
721,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,7.8585
285,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,6.4297
121,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,28.2905
1,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,4.0415
191,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,0.7957
194,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,0.8841
30,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,0.6315
77,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,5.0519
60,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,3.5363
156,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,132.6119
43,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,0.7858
381,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,3.9292
401,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,3.5363
458,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,2.2102
561,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,17.5132
536,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,28.2905
647,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,3.6085
663,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,3.5363
640,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,2.8291
770,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1.0881
807,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,3.5363
910,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,7.0726
1010,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1.4145
1014,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,3.5363
1053,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,75.4415
31,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,0.13
122,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,3.2148
175,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1.7682
187,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,6.4297
109,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,2.0208
133,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1.3261
75,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,2.7785
283,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,3.5363
448,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,0.2009
733,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,19.289
500,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,4.9508
543,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,12.4324
562,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,21.6894
742,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,14.1453
819,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,33.0056
999,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,9.4302
1149,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,4.7151
288,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,35.3632
80,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,3.0311
38,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,32.1483
3,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,9.6445
128,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,1.5717
94,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,6.4297
405,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,6.8006
406,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,6.8006
366,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,8.4872
367,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,9.6445
425,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,40.8037
563,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,6.4297
620,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,13.6012
730,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,3.5363
711,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,16.0742
881,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,9.4302
1021,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,13.6012
197,Acrocalanus gibber m,COPEPOD,Copepod,Acrocalanus,gibber,0.3684
63,Acrocalanus gibber m,COPEPOD,Copepod,Acrocalanus,gibber,10.609
405,Acrocalanus gibber m,COPEPOD,Copepod,Acrocalanus,gibber,6.8006
165,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,0.063
37,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,5.8939
145,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,3.5363
182,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,6.4297
1,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,1.0104
393,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,0.1415
501,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,12.8593
514,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,1.4145
637,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,9.6445
710,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,6.4297
745,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,27.2024
36,Acrocalanus gracilis m,COPEPOD,Copepod,Acrocalanus,gracilis,12.8593
5,Acrocalanus gracilis m,COPEPOD,Copepod,Acrocalanus,gracilis,6.4297
78,Acrocalanus longicornis f,COPEPOD,Copepod,Acrocalanus,longicornis,3.2148
296,Acrocalanus longicornis f,COPEPOD,Copepod,Acrocalanus,longicornis,3.2148
143,Acrocalanus longicornis f,COPEPOD,Copepod,Acrocalanus,longicornis,5.4405
440,Acrocalanus longicornis f,COPEPOD,Copepod,Acrocalanus,longicornis,7.8585
871,Acrocalanus longicornis f,COPEPOD,Copepod,Acrocalanus,longicornis,6.4297
