LATITUDE,LONGITUDE,SAMPLE_TIME_UTC,TAXON,ABUNDANCE_M3
-42.26694,148.7644,1972-10-01T00:00:00Z,Thalia democratica,0.926
-43.24444,148.0197,1972-08-01T00:00:00Z,Acartia (Acartiura) tranteri,75.325
-43.26028,148.0169,1972-10-01T00:00:00Z,Acartia (Acartiura) tranteri,162.338
-43.23111,148.2064,1971-11-01T00:00:00Z,Calanoides carinatus,13657.407
-42.84917,148.2183,1972-08-01T00:00:00Z,Calanus australis,18.182
-42.27139,148.4778,1972-06-01T00:00:00Z,Nannocalanus minor,14.935
-42.2875,148.4825,1973-05-01T00:00:00Z,Candacia bipinnata,1.299
-42.69083,148.0981,1973-05-01T00:00:00Z,Centropages australiensis,80.519
-42.27417,148.3194,1971-11-01T00:00:00Z,Centropages bradyi,32.468
-43.25278,148.0094,1971-12-01T00:00:00Z,Centropages bradyi,9.74
-43.23889,148.5131,1972-08-01T00:00:00Z,Centropages bradyi,0.463
-43.25417,148.1731,1972-10-01T00:00:00Z,Centropages bradyi,16.204
-43.25778,148.3325,1971-12-01T00:00:00Z,Clausocalanus ingens,114.815
-42.27361,148.6317,1972-08-01T00:00:00Z,Clausocalanus ingens,921.296
-43.25361,148.4883,1972-10-01T00:00:00Z,Clausocalanus laticeps,0.463
-43.25472,148.0242,1972-11-01T00:00:00Z,Ctenocalanus vanus,43.506
-42.66,148.2692,1971-11-01T00:00:00Z,Pareucalanus attenuatus,2.597
-42.675,148.4175,1973-05-01T00:00:00Z,Euphausia lucens,11.574
-42.27111,148.4767,1971-11-01T00:00:00Z,Euphausia lucens,22.727
-42.65472,148.4486,1971-11-01T00:00:00Z,Ihlea magalhanica,0.463
-42.26694,148.7644,1972-10-01T00:00:00Z,Mecynocera clausi,13.889
-42.67944,148.5769,1971-12-01T00:00:00Z,Mecynocera clausi,88.889
-42.27556,148.6347,1972-06-01T00:00:00Z,Neocalanus robustior,4.167
-42.29111,148.3183,1972-11-01T00:00:00Z,Oncaea media complex,0.649
-42.68694,148.1056,1972-11-01T00:00:00Z,Paracalanus indicus,5490.909
-42.2675,148.3478,1972-08-01T00:00:00Z,Mesosagitta minima,7.143
-42.56472,148.1028,1972-04-01T00:00:00Z,Thysanoessa gregaria,0.463
-43.24444,148.0197,1972-08-01T00:00:00Z,Thysanoessa gregaria,10.39
-43.26333,148.1878,1972-11-01T00:00:00Z,Acartia (Acartiura) tranteri,31.944
-43.25444,148.0286,1972-06-01T00:00:00Z,Nannocalanus minor,11.688
-42.56194,148.4844,1972-06-01T00:00:00Z,Nannocalanus minor,14.352
-43.26028,148.0169,1972-10-01T00:00:00Z,Centropages australiensis,178.571
-42.27556,148.6347,1972-06-01T00:00:00Z,Centropages bradyi,0.463
-43.26028,148.0169,1972-10-01T00:00:00Z,Clausocalanus ingens,522.078
-42.28306,148.66,1973-05-01T00:00:00Z,Eucalanus elongatus,65.278
-43.25222,148.4947,1971-12-01T00:00:00Z,Subeucalanus longiceps,1.389
-42.68306,148.1086,1972-10-01T00:00:00Z,Euchirella rostrata,3.247
-43.25417,148.1731,1972-10-01T00:00:00Z,Euchirella rostromagna,0.463
-42.47139,148.6219,1972-04-01T00:00:00Z,Calocalanus plumulosus,9.091
-42.68694,148.1056,1972-11-01T00:00:00Z,Lucicutia flavicornis,3.896
-42.27417,148.3194,1971-11-01T00:00:00Z,Lucicutia flavicornis,2.597
-43.25222,148.4906,1972-11-01T00:00:00Z,Mecynocera clausi,375
-42.67278,148.4428,1972-11-01T00:00:00Z,Mecynocera clausi,189.815
-42.2875,148.3417,1972-10-01T00:00:00Z,Neocalanus tonsus,559.091
-42.26306,148.4839,1971-12-01T00:00:00Z,Neocalanus tonsus,16.234
-43.25472,148.0242,1972-11-01T00:00:00Z,Oncaea media complex,1.948
-42.25972,148.8022,1971-11-01T00:00:00Z,Paracalanus indicus,3.241
-42.26306,148.4839,1971-12-01T00:00:00Z,Paracalanus indicus,57.792
-43.24972,148.1764,1971-12-01T00:00:00Z,Mesosagitta minima,6.944
-42.26306,148.4839,1971-12-01T00:00:00Z,Mesosagitta minima,3.896
-43.26361,148.3233,1972-10-01T00:00:00Z,Calanoides carinatus,35.185
-43.25472,148.0242,1972-11-01T00:00:00Z,Centropages bradyi,20.13
-42.26278,148.31,1971-12-01T00:00:00Z,Ctenocalanus vanus,227.273
-42.27889,148.4728,1972-10-01T00:00:00Z,Euchirella rostrata,2.597
-42.27889,148.4728,1972-10-01T00:00:00Z,Nyctiphanes australis,1.299
-43.26028,148.0169,1972-10-01T00:00:00Z,Pterosagitta draco,1.948
-42.68306,148.1086,1972-10-01T00:00:00Z,Pterosagitta draco,1.299
-42.56944,148.2975,1972-06-01T00:00:00Z,Pseudosagitta lyra,0.649
-42.48,148.4647,1971-08-01T00:00:00Z,Serratosagitta tasmanica,43.506
-42.27111,148.4767,1971-11-01T00:00:00Z,Calanus australis,97.403
-43.25389,148.0067,1971-11-01T00:00:00Z,Clausocalanus ingens,11.688
-42.55,148.2739,1972-04-01T00:00:00Z,Eucalanus elongatus,337.662
-43.26028,148.0169,1972-10-01T00:00:00Z,Neocalanus tonsus,9522.727
-43.26361,148.3233,1972-10-01T00:00:00Z,Neocalanus tonsus,17800.926
-42.27389,148.6244,1972-10-01T00:00:00Z,Neocalanus tonsus,100
-42.56444,148.1139,1971-08-01T00:00:00Z,Serratosagitta tasmanica,24.675
-43.22889,148.3669,1971-11-01T00:00:00Z,Serratosagitta tasmanica,31.944
-35.1709,117.38,1993-01-13T00:00:00Z,Chelophyes appendiculata,9.6
-35.092,118.035,1993-01-13T00:00:00Z,Mesosagitta minima,1.52
-35.26,118.0305,1993-01-13T00:00:00Z,Mesosagitta minima,1.84
-35.1195,118.3289,1993-01-13T00:00:00Z,Candacia bipinnata,0.16
-35.01,118.5997,1993-01-13T00:00:00Z,Mesosagitta minima,1.76
-34.3382,118.4764,1993-01-14T00:00:00Z,Mesosagitta minima,0.08
-34.4108,118.5808,1993-01-14T00:00:00Z,Chelophyes appendiculata,27.52
-34.4323,119.3731,1993-01-14T00:00:00Z,Chelophyes appendiculata,3.12
-34.2405,119.5541,1993-01-16T00:00:00Z,Ferosagitta robusta,0.16
-33.59,121.08,1993-01-14T00:00:00Z,Mesosagitta minima,0.32
-33.5905,121.4701,1992-07-22T00:00:00Z,Flaccisagitta enflata,0.8
-35.0803,117.2704,1992-07-23T00:00:00Z,Aglaura hemistoma,1.12
-35.1301,117.57,1992-07-23T00:00:00Z,Flaccisagitta hexaptera,0.16
-35.1301,117.57,1992-07-23T00:00:00Z,Eudoxoides spiralis,4.64
-35.1802,118.14,1992-07-21T00:00:00Z,Eudoxoides spiralis,0.4
-35.0809,118.1306,1992-07-21T00:00:00Z,Aidanosagitta regularis,0.16
-35.0704,118.3208,1992-07-21T00:00:00Z,Eudoxoides spiralis,0.88
-34.5602,118.3107,1992-07-21T00:00:00Z,Bassia bassensis,0.08
-34.4306,118.5109,1992-07-22T00:00:00Z,Chelophyes appendiculata,0.24
-34.4306,118.5109,1992-07-22T00:00:00Z,Eudoxoides spiralis,0.32
-34.4104,119.0705,1992-07-22T00:00:00Z,Flaccisagitta enflata,2.08
-34.3806,118.4902,1992-07-23T00:00:00Z,Flaccisagitta enflata,0.78
-34.4502,118.3406,1992-07-23T00:00:00Z,Mesosagitta minima,0.04
-35.0407,118.1008,1992-07-23T00:00:00Z,Eudoxoides spiralis,0.32
-34.0207,119.5709,1992-07-21T00:00:00Z,Aglaura hemistoma,0.04
-33.5502,121.1303,1992-07-23T00:00:00Z,Flaccisagitta enflata,1.96
-34.0402,122.1108,1992-07-21T00:00:00Z,Flaccisagitta enflata,0.08
-34.1,121.5007,1992-07-21T00:00:00Z,Flaccisagitta enflata,1.36
-30.8333,115.5833,1997-08-01T00:00:00Z,Aglaura hemistoma,0.538
-30.8333,115.4333,1997-12-01T00:00:00Z,Aglaura hemistoma,0.256
-30.8333,115.3833,1998-03-01T00:00:00Z,Aglaura hemistoma,0.492
-30.8333,115.5333,1998-06-01T00:00:00Z,Aglaura hemistoma,1.162
-30.8333,115.4333,1998-06-01T00:00:00Z,Aglaura hemistoma,0.992
-30.8333,115.5333,1997-03-01T00:00:00Z,Aglaura hemistoma,0.23
-30.8333,115.4833,1997-03-01T00:00:00Z,Aidanosagitta regularis,0.216
-30.8333,115.6833,1997-08-01T00:00:00Z,Aidanosagitta regularis,0.791
-30.8333,115.5333,1998-05-01T00:00:00Z,Aidanosagitta regularis,2.572
-30.8333,115.3333,1998-05-01T00:00:00Z,Aidanosagitta regularis,1.557
-30.8333,115.3333,1998-01-01T00:00:00Z,Chelophyes appendiculata,0.538
-30.8333,115.5333,1998-03-01T00:00:00Z,Chelophyes appendiculata,2.692
-30.8333,115.6833,1998-05-01T00:00:00Z,Chelophyes appendiculata,3.56
-30.8333,115.4833,1998-10-01T00:00:00Z,Chelophyes appendiculata,0.312
-30.8333,115.3333,1997-04-01T00:00:00Z,Flaccisagitta enflata,0.673
-30.8333,115.6333,1997-05-01T00:00:00Z,Flaccisagitta enflata,10.521
-30.8333,115.4833,1997-05-01T00:00:00Z,Flaccisagitta enflata,56.789
-30.8333,115.6333,1997-06-01T00:00:00Z,Flaccisagitta enflata,16.889
-30.8333,115.5333,1997-07-01T00:00:00Z,Flaccisagitta enflata,2.277
-30.8333,115.5333,1997-08-01T00:00:00Z,Flaccisagitta enflata,1.691
-30.8333,115.5833,1998-01-01T00:00:00Z,Flaccisagitta enflata,0.314
-30.8333,115.4333,1998-03-01T00:00:00Z,Flaccisagitta enflata,0.462
-30.8333,115.4333,1998-05-01T00:00:00Z,Flaccisagitta enflata,7.837
-30.8333,115.5333,1998-06-01T00:00:00Z,Flaccisagitta enflata,8.134
-30.8333,115.3833,1998-06-01T00:00:00Z,Flaccisagitta enflata,7.097
-30.8333,115.3333,1998-06-01T00:00:00Z,Flaccisagitta enflata,8.548
-30.8333,115.5833,1998-08-01T00:00:00Z,Flaccisagitta enflata,1.346
-30.8333,115.4833,1998-09-01T00:00:00Z,Flaccisagitta enflata,1.985
-30.8333,115.4833,1998-10-01T00:00:00Z,Flaccisagitta enflata,2.807
-30.8333,115.3833,1998-12-01T00:00:00Z,Flaccisagitta enflata,0.989
-30.8333,115.5333,1997-10-01T00:00:00Z,Mesosagitta minima,0.269
-30.8333,115.5333,1998-02-01T00:00:00Z,Mesosagitta minima,11.845
-30.8333,115.6333,1998-03-01T00:00:00Z,Mesosagitta minima,13.067
-30.8333,115.3333,1998-03-01T00:00:00Z,Mesosagitta minima,5.256
-30.8333,115.5833,1998-04-01T00:00:00Z,Mesosagitta minima,9.939
-30.8333,115.5333,1998-05-01T00:00:00Z,Mesosagitta minima,5.144
-30.8333,115.4833,1998-07-01T00:00:00Z,Mesosagitta minima,0.568
-30.8333,115.5333,1998-10-01T00:00:00Z,Mesosagitta minima,3.246
-30.8333,115.4833,1998-10-01T00:00:00Z,Mesosagitta minima,7.175
-30.8333,115.3833,1997-01-01T00:00:00Z,Mesosagitta minima,4.404
-30.8333,115.6333,1997-03-01T00:00:00Z,Mesosagitta minima,2.802
-30.8333,115.5333,1997-03-01T00:00:00Z,Mesosagitta minima,1.609
-30.8333,115.4833,1997-04-01T00:00:00Z,Mesosagitta minima,1.219
-30.8333,115.5833,1997-06-01T00:00:00Z,Mesosagitta minima,0.295
-30.8333,115.4333,1997-06-01T00:00:00Z,Mesosagitta minima,1.185
-30.8333,115.4833,1997-03-01T00:00:00Z,Pterosagitta draco,0.866
-30.8333,115.5333,1997-04-01T00:00:00Z,Pterosagitta draco,1.341
-30.8333,115.3333,1997-08-01T00:00:00Z,Pterosagitta draco,0.144
-30.8333,115.4333,1998-04-01T00:00:00Z,Pterosagitta draco,0.426
-30.8333,115.6333,1998-05-01T00:00:00Z,Pterosagitta draco,2.541
-30.8333,115.3833,1998-07-01T00:00:00Z,Pterosagitta draco,0.894
-42.75,148.533,2006-06-01T00:00:00Z,Candacia tenuimana,1.116
-41.167,148.642,2005-06-01T00:00:00Z,Neocalanus tonsus,2.038
-40.667,148.667,2005-06-01T00:00:00Z,Nyctiphanes australis,12.458
-41.33,148.512,2005-06-01T00:00:00Z,Pleuromamma gracilis,0.369
-41.167,148.409,2005-06-01T00:00:00Z,Rhincalanus nasutus,1.929
-43.542,145.533,2006-06-01T00:00:00Z,Rhincalanus nasutus,1.984
-40.333,148.651,2005-06-01T00:00:00Z,Calanus australis,19.822
-39.333,148.733,2005-06-01T00:00:00Z,Centropages australiensis,0.405
-41.25,148.48,2006-06-01T00:00:00Z,Centropages australiensis,0.643
-42.833,148.347,2005-06-01T00:00:00Z,Mecynocera clausi,0.46
-43.75,148,2006-06-01T00:00:00Z,Neocalanus tonsus,48.965
-40,148.892,2005-06-01T00:00:00Z,Rhincalanus nasutus,0.602
-39.333,148.385,2005-06-01T00:00:00Z,Sulcanus conflictus,2.326
-43.167,148.084,2005-06-01T00:00:00Z,Calanus australis,29.006
-41,148.692,2006-06-01T00:00:00Z,Calanus australis,5.881
-40.833,148.518,2005-06-01T00:00:00Z,Candacia armata,2.587
-42.75,148.533,2006-06-01T00:00:00Z,Mecynocera clausi,0.558
-41.833,148.476,2005-06-01T00:00:00Z,Mecynocera clausi,17.356
-42.75,148.358,2006-06-01T00:00:00Z,Nyctiphanes australis,13.467
-40.333,148.883,2005-06-01T00:00:00Z,Nyctiphanes australis,2.531
-43.467,145.675,2006-06-01T00:00:00Z,Pleuromamma gracilis,0.254
-40.5,148.659,2006-06-01T00:00:00Z,Sulcanus conflictus,3.371
-40.333,148.883,2005-06-01T00:00:00Z,Temora turbinata,0.584
-40,148.892,2005-06-01T00:00:00Z,Subeucalanus longiceps,0.402
-42,148.816,2006-06-01T00:00:00Z,Subeucalanus longiceps,0.467
-43.25,148.345,2006-06-01T00:00:00Z,Euchirella rostromagna,2.089
-42.833,148.114,2005-06-01T00:00:00Z,Neocalanus tonsus,67.564
-44.125,146.717,2006-06-01T00:00:00Z,Nyctiphanes australis,4.271
-41.5,148.368,2005-06-01T00:00:00Z,Nyctiphanes australis,5.819
-40.833,148.634,2005-06-01T00:00:00Z,Pleuromamma gracilis,6.742
-43.25,148.17,2006-06-01T00:00:00Z,Pleuromamma gracilis,1.536
-43.167,148.2,2005-06-01T00:00:00Z,Centropages australiensis,3.674
-43.467,145.675,2006-06-01T00:00:00Z,Euchirella rostromagna,0.254
-43.5,147.973,2005-06-01T00:00:00Z,Pleuromamma gracilis,6.361
-41.25,148.655,2006-06-01T00:00:00Z,Calanoides carinatus,0.577
-41.33,148.512,2005-06-01T00:00:00Z,Neocalanus tonsus,0.738
-43.542,145.533,2006-06-01T00:00:00Z,Euchirella rostromagna,1.488
-43.65,145.875,2006-06-01T00:00:00Z,Pleuromamma abdominalis,1.536
-41.833,148.592,2005-06-01T00:00:00Z,Calanus australis,1.359
-40.333,148.883,2005-06-01T00:00:00Z,Subeucalanus longiceps,0.389
-43.733,146.187,2006-06-01T00:00:00Z,Mecynocera clausi,2.416
-41.33,148.628,2005-06-01T00:00:00Z,Noctiluca scintillans,337.923
-42.167,148.57,2005-06-01T00:00:00Z,Noctiluca scintillans,377.075
-41,148.631,2005-06-01T00:00:00Z,Pleuromamma abdominalis,1.481
-39.333,148.733,2005-06-01T00:00:00Z,Rhincalanus nasutus,1.622
-44.108,146.333,2006-06-01T00:00:00Z,Euchirella rostromagna,0.501
-43.733,146.187,2006-06-01T00:00:00Z,Mesocalanus tenuicornis,21.439
-41.25,148.48,2006-06-01T00:00:00Z,Calanus australis,1.93
-42,148.467,2006-06-01T00:00:00Z,Subeucalanus longiceps,1.277
-43.683,147.667,2006-06-01T00:00:00Z,Neocalanus tonsus,50.448
-43.95,146,2006-06-01T00:00:00Z,Sulcanus conflictus,1.396
-39.333,148.733,2005-06-01T00:00:00Z,Temora turbinata,0.405
-21.62,114.16,1997-10-27T09:12:00Z,Oithona fallax,6.05
-21.62,114.16,1997-11-02T09:45:00Z,Oithona similis,52.82
-21.83,114.51,1998-10-22T08:30:00Z,Paracalanus aculeatus minor,21.32
-21.83,114.51,1998-01-01T09:35:00Z,Oncaea scottodicarloi,35.79
-21.62,114.16,1999-01-14T08:35:00Z,Cosmocalanus darwinii,3.86
-21.83,114.51,2002-04-05T08:30:00Z,Oithona attenuata,29.77
-21.62,114.16,1998-12-17T08:00:00Z,Calocalanus plumulosus,8.85
-21.62,114.16,1997-12-03T08:55:00Z,Oncaea media,20.08
-21.62,114.16,1997-11-02T09:45:00Z,Subeucalanus pileatus,52.82
-21.62,114.16,1999-02-11T08:30:00Z,Oithona nana,44.43
-21.83,114.51,1998-11-17T08:05:00Z,Oncaea scottodicarloi,12.19
-21.83,114.51,1998-11-17T08:05:00Z,Parvocalanus dubia,23.99
-21.62,114.16,1997-12-03T08:55:00Z,Acartia (Acanthacartia) fossae,83.85
-21.83,114.51,1997-12-04T08:55:00Z,Farranula concinna,29.22
-21.83,114.51,1998-10-20T08:55:00Z,Oncaea scottodicarloi,12.87
-21.62,114.16,1998-10-17T09:05:00Z,Microsetella rosea,202.49
-21.83,114.51,1998-11-17T08:05:00Z,Calocalanus gracilis,11.99
-21.62,114.16,1997-11-02T09:45:00Z,Clausocalanus farrani,26.41
-21.83,114.51,1998-11-17T08:05:00Z,Acartia (Odontacartia) pacifica,22.88
-21.83,114.51,1998-01-25T08:50:00Z,Oithona attenuata,471.46
-21.62,114.16,1998-10-17T09:05:00Z,Clausocalanus arcuicornis,16.87
-21.83,114.51,1997-10-31T09:17:00Z,Microsetella rosea,75.84
-21.62,114.16,1997-11-02T09:45:00Z,Microsetella rosea,158.46
-21.83,114.51,1998-01-01T09:35:00Z,Euterpina acutifrons,35.79
-21.62,114.16,1998-01-24T08:47:00Z,Farranula carinata,22.38
-21.62,114.16,1998-12-20T09:20:00Z,Oithona fallax,9.85
-21.83,114.51,1998-10-20T08:55:00Z,Clausocalanus arcuicornis,12.15
-21.83,114.51,1998-01-01T09:35:00Z,Oncaea venusta complex,35.79
-21.62,114.16,1999-02-11T08:30:00Z,Mecynocera clausi,3.66
-21.62,114.16,1999-02-15T08:40:00Z,Oncaea venusta typica,7.1
-21.83,114.51,1998-01-29T09:00:00Z,Ditrichocorycaeus dahli,473.96
-21.83,114.51,1998-12-19T09:30:00Z,Oithona nana,167.64
-21.62,114.16,1997-12-03T08:55:00Z,Oithona simplex,63.07
-21.83,114.51,1998-10-20T08:55:00Z,Calocalanus plumulosus,11.43
-21.62,114.16,1998-01-24T08:47:00Z,Mecynocera clausi,31.77
-21.62,114.16,1999-02-11T08:30:00Z,Undinula vulgaris,7.16
-21.62,114.16,1998-12-20T09:20:00Z,Calocalanus gracilis,9.85
-21.83,114.51,1997-12-04T08:55:00Z,Dioithona rigida,87.66
-21.83,114.51,1997-10-26T09:55:00Z,Calocalanus gracilis,18.2
-21.83,114.51,1997-10-26T09:55:00Z,Microsetella rosea,115.27
-21.62,114.16,1997-11-30T09:00:00Z,Oithona nana,167.41
-21.62,114.16,1998-10-24T08:30:00Z,Calocalanus plumulosus,24.13
-21.62,114.16,1998-01-24T08:47:00Z,Oncaea waldemari,105.85
-21.62,114.16,1999-02-11T08:30:00Z,Triconia giesbrechti,7
-21.62,114.16,1999-01-14T08:35:00Z,Calocalanus pavo,3.86
-16.873,145.832,2001-08-22T00:00:00Z,Parvocalanus crassirostris,67.05
-16.225,145.841,2001-01-25T00:00:00Z,Parvocalanus crassirostris,254.8
-16.756,145.429,2000-08-13T00:00:00Z,Oithona fallax,11.86
-16.525,145.342,2001-02-04T00:00:00Z,Oithona simplex,62.15
-16.525,145.342,2001-02-04T00:00:00Z,Clausocalanus furcatus,7.77
-16.525,145.342,2001-02-04T00:00:00Z,Parvocalanus crassirostris,54.38
-16.21,145.139,2001-08-23T00:00:00Z,Oithona nana,67.95
-16.21,145.139,2001-08-23T00:00:00Z,Euterpina acutifrons,424.67
-16.21,145.139,2001-08-23T00:00:00Z,Canthocalanus pauper,16.99
-16.215,145.029,2000-08-11T00:00:00Z,Temora turbinata,20.74
-16.215,145.029,2000-08-11T00:00:00Z,Oithona fallax,6.43
-16.215,145.029,2000-08-11T00:00:00Z,Parvocalanus crassirostris,117.09
-16.89,145.132,2001-02-02T00:00:00Z,Oithona simplex,185.3
-16.89,145.132,2001-02-02T00:00:00Z,Oithona attenuata,69.49
-16.89,145.132,2001-02-02T00:00:00Z,Ditrichocorycaeus andrewsi,46.32
-16.946,145.988,2001-08-29T00:00:00Z,Farranula concinna,10.19
-16.157,145.976,2000-08-10T00:00:00Z,Centropages furcatus,18.2
-16.225,145.814,2002-03-07T00:00:00Z,Oithona attenuata,382.2
-16.26,145.189,2002-03-11T00:00:00Z,Oithona attenuata,583.75
-16.26,145.189,2002-03-11T00:00:00Z,Temora turbinata,98.93
-16.87,145.835,2001-01-27T00:00:00Z,Euterpina acutifrons,721.94
-16.87,145.835,2001-01-27T00:00:00Z,Ditrichocorycaeus dahli,127.4
-16.207,145.795,2001-01-29T00:00:00Z,Oithona simplex,1056.89
-16.752,145.656,2001-08-20T00:00:00Z,Clausocalanus furcatus,9.1
-20.3758,148.85,2014-06-01T09:25:00Z,Oncaea clevei complex,16.197
-20.3758,148.85,2014-06-01T09:25:00Z,Centropages furcatus,2.7
-20.2787,149.074,2014-06-01T20:40:00Z,Oithona nana,11.972
-20.2455,149.17,2014-06-01T15:00:00Z,Acrocalanus gibber,7.301
-20.5919,148.869,2014-06-01T14:20:00Z,Acartia (Odontacartia) pacifica,4.83
-20.5919,148.869,2014-06-01T14:20:00Z,Canthocalanus pauper,7.246
-20.3352,148.926,2014-06-01T08:40:00Z,Paracalanus aculeatus,23.535
-19.7975,149.419,2014-06-01T10:30:00Z,Oithona nana,5.347
-20.3483,148.939,2014-06-01T18:10:00Z,Centropages furcatus,2.648
-20.2457,149.17,2014-06-01T00:15:00Z,Parvocalanus crassirostris,23.371
-20.2457,149.17,2014-06-01T00:15:00Z,Oithona simplex,101.983
-20.2457,149.17,2014-06-01T00:15:00Z,Euterpina acutifrons,23.372
-20.1613,148.951,2014-06-01T11:23:00Z,Subeucalanus subcrassus,47.204
-20.2448,149.171,2014-06-01T09:11:00Z,Oithona fallax,15.297
-20.2448,149.171,2014-06-01T09:11:00Z,Oithona simplex,178.47
-20.2448,149.171,2014-06-01T09:11:00Z,Microsetella norvegica,10.198
-20.1544,149.067,2014-06-01T14:15:00Z,Oithona fallax,7.649
-20.1544,149.067,2014-06-01T14:15:00Z,Parvocalanus crassirostris,45.892
-20.1544,149.067,2014-06-01T14:15:00Z,Canthocalanus pauper,11.473
-20.1756,148.954,2014-06-01T14:00:00Z,Clausocalanus minor,4.064
-11.315,135.793,2011-12-05T16:00:00Z,Oithona nana,708.57
-10.792,133.605,2011-12-03T08:00:00Z,Paracalanus aculeatus minor,222.23
-11.653,133.6,2011-12-03T16:54:00Z,Oithona nana,4194.59
-11.49,136.228,2011-12-06T10:30:00Z,Oithona attenuata stocky,20.65
-11.607,136.575,2011-12-06T13:35:00Z,Euterpina acutifrons,691.2
-10.937,134.677,2011-12-05T08:00:00Z,Oithona nana,286.03
-11.548,136.82,2011-12-06T16:00:00Z,Ditrichocorycaeus asiaticus,10.67
-11.548,136.82,2011-12-06T16:00:00Z,Ditrichocorycaeus dahli,42.66
-10.935,134.675,2011-12-04T14:00:00Z,Oithona nana,1334.67
-10.823,133.536,2011-12-02T08:00:00Z,Acrocalanus gracilis,14.81
-10.792,133.605,2011-12-03T08:00:00Z,Calocalanus plumulosus,8.89
-10.823,133.536,2011-12-02T08:00:00Z,Temora discaudata,9.88
-10.832,133.578,2011-12-02T14:00:00Z,Oithona nana,641.35
-10.823,133.536,2011-12-02T08:00:00Z,Euterpina acutifrons,44.44
-12.65,141.15,1987-12-19T23:17:00Z,Ditrichocorycaeus andrewsi,12.4
-12.65,141.65,1986-10-03T19:55:00Z,Oncaea clevei complex,1072.19
-12.55,141.25,1986-10-04T21:24:00Z,Candacia discaudata,1.56
-12.65,141.65,1987-11-20T18:35:00Z,Ditrichocorycaeus asiaticus,64.05
-12.75,141.75,1986-05-11T04:55:00Z,Oithona simplex,458.11
-12.65,141.15,1988-02-20T00:35:00Z,Paracalanus aculeatus,54.95
-15.73333,124.33667,2011-10-16T07:15:00Z,Oithona attenuata typical,14.16
-12.75,141.75,1988-02-20T00:25:00Z,Parvocalanus elegans,240.79
-21.62,114.16,1998-12-20T09:20:00Z,Mecynocera clausi,9.85
-12.55,141.25,1986-08-10T18:34:00Z,Oithona plumifera,218.31
-12.55,141.45,1986-11-02T18:46:00Z,Oncaea clevei complex,856.49
-12.65,141.65,1986-12-01T19:26:00Z,Oithona brevicornis,501.67
-12.55,141.25,1987-07-27T19:00:00Z,Oithona simplex,195.3
-12.65,141.65,1987-06-27T18:39:00Z,Calanopia elliptica,4.03
-12.55,141.45,1986-09-04T18:49:00Z,Temora turbinata,67.05
-12.55,141.25,1986-05-09T21:33:00Z,Centropages furcatus,57.36
-12.65,141.15,1986-06-07T23:58:00Z,Oithona plumifera,366.48
-12.55,141.45,1987-05-26T18:29:00Z,Parvocalanus elegans,690.05
-12.75,141.75,1986-09-06T04:41:00Z,Oithona brevicornis,620.23
-12.75,141.75,1987-12-21T02:43:00Z,Pseudodiaptomus mertoni,33.83
-27.12277,153.27585,2011-05-27T13:35:03Z,Labidocera kroyeri,0.082
-12.75,141.75,1987-04-01T06:00:00Z,Oithona brevicornis,929.15
-12.55,141.25,1986-11-02T21:27:00Z,Parvocalanus latus,820.82
-12.75,141.75,1986-05-11T04:55:00Z,Corycaeus speciosus,9.86
-12.75,141.75,1986-11-04T04:28:00Z,Onychocorycaeus pacificus,164.13
-21.62,114.16,1999-02-15T08:40:00Z,Oncaea media,7.1
-12.75,141.75,1987-03-03T04:50:00Z,Pontellopsis herdmani,2.23
-21.83,114.51,1997-12-01T08:55:00Z,Acartia (Acanthacartia) fossae,50.82
-12.65,141.65,1987-04-27T20:47:00Z,Oithona brevicornis,279.18
-20.4653,149.035,2014-06-01T17:35:00Z,Oncaea clevei complex,15.297
-21.83,114.51,1998-11-22T08:20:00Z,Oithona fallax,34.81
-21.83,114.51,1998-10-22T08:30:00Z,Paracalanus aculeatus,10.66
-16.04,124.08667,2011-01-29T11:44:00Z,Paracalanus aculeatus,16.7
-15.73333,124.33667,2011-10-16T07:15:00Z,Ditrichocorycaeus dahli,5.66
-16.08667,124.10833,2011-01-24T10:46:00Z,Canthocalanus pauper,8.42
-16.035,124.165,2011-10-15T07:10:00Z,Dioithona rigida,78.05
-16.04,124.165,2011-10-15T15:55:00Z,Acrocalanus gibber,1.66
-16.04,124.08667,2011-01-29T11:44:00Z,Nannocalanus minor,11.13
-16.08667,124.16,2011-10-16T10:16:00Z,Oithona simplex,85.34
-20.3758,148.85,2014-06-01T09:25:00Z,Oithona attenuata typical,2.7
-27.25917,153.22103,2011-05-26T12:50:57Z,Temora discaudata,16.9
-16.07667,124.14667,2011-10-15T19:57:00Z,Acrocalanus gibber,78.66
-16.105,124.10833,2011-10-16T09:14:00Z,Nannocalanus minor,31.07
-16.17667,124.1263,2011-01-26T17:07:00Z,Ditrichocorycaeus asiaticus,8.32
-16.085,124.108,2011-01-22T14:16:00Z,Ditrichocorycaeus andrewsi,24.28
-21.83,114.51,1997-12-01T08:55:00Z,Parvocalanus dubia,16.94
-10.823,133.536,2011-12-02T08:00:00Z,Temora turbinata,4.94
-10.792,133.605,2011-12-03T08:00:00Z,Oithona plumifera,168.89
-27.40608,153.43287,2011-12-20T07:28:03Z,Farranula gibbula,29.443
-21.83,114.51,1997-10-26T09:55:00Z,Undinula vulgaris,6.07
-21.83,114.51,1998-10-20T08:55:00Z,Farranula curta,36.06
