SAMPLE,STATION,SAMPLEDATELOCAL,NRS_CODE,TAXON_NAME,SPCODE,COUNTS,SAMPVOL_M3
845,Port Hacking,2018-06-27 09:41:00,PHB20180626,"Myctophidae - undifferentiated",37122000,27,425.19075989999999
845,Port Hacking,2018-06-27 09:41:00,PHB20180626,"Centropogon australis",37287048,1,425.19075989999999
845,Port Hacking,2018-06-27 09:41:00,PHB20180626,"Triglidae & Peristediidae - undifferentiated",37288000,2,425.19075989999999
845,Port Hacking,2018-06-27 09:41:00,PHB20180626,"Platycephalidae - undifferentiated",37296900,1,425.19075989999999
845,Port Hacking,2018-06-27 09:41:00,PHB20180626,"Trachurus novaezelandiae",37337003,4,425.19075989999999
845,Port Hacking,2018-06-27 09:41:00,PHB20180626,"Cheilodactylus spp.",37377902,1,425.19075989999999
845,Port Hacking,2018-06-27 09:41:00,PHB20180626,"Labridae - undifferentiated",37384000,1,425.19075989999999
846,Rottnest Island,2018-06-20 09:56:00,ROT20180620,"Etrumeus teres",37085001,1,130.3798371
846,Rottnest Island,2018-06-20 09:56:00,ROT20180620,"Sardinops sagax",37085002,1,130.3798371
846,Rottnest Island,2018-06-20 09:56:00,ROT20180620,"Platycephalidae - undifferentiated",37296900,1,130.3798371
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,""Superclass" Pisces - undifferentiated",37000000,3,292.24907339999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Sardinops sagax",37085002,110,292.24907339999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Myctophidae - undifferentiated",37122000,15,292.24907339999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Moridae - undifferentiated",37224903,6,292.24907339999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Macroramphosus spp.",37279902,9,292.24907339999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Triglidae & Peristediidae - undifferentiated",37288000,4,292.24907339999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Platycephalidae - undifferentiated",37296900,9,292.24907339999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Callanthias australis",37311055,1,292.24907339999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Serranidae subfam. Anthiinae",37311907,5,292.24907339999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Trachurus novaezelandiae",37337003,42,292.24907339999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Chrysophrys auratus",37353001,1,292.24907339999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Cepola australis",37380001,3,292.24907339999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Pinguipedidae - undifferentiated",37390000,2,292.24907339999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Scomber australasicus",37441001,7,292.24907339999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Lophonectes gallus",37460001,24,292.24907339999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,""Superclass" Pisces - undifferentiated",37000000,3,249.67357569999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Sardinops sagax",37085002,148,249.67357569999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Myctophidae - undifferentiated",37122000,31,249.67357569999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Moridae - undifferentiated",37224903,9,249.67357569999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Macroramphosus spp.",37279902,34,249.67357569999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Helicolenus spp.",37287918,1,249.67357569999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Triglidae & Peristediidae - undifferentiated",37288000,4,249.67357569999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Platycephalidae - undifferentiated",37296900,15,249.67357569999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Callanthias australis",37311055,4,249.67357569999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Sillaginidae - undifferentiated",37330000,2,249.67357569999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Trachurus novaezelandiae",37337003,71,249.67357569999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Chrysophrys auratus",37353001,8,249.67357569999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Scorpis spp.",37361906,2,249.67357569999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Cepola australis",37380001,3,249.67357569999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Labridae - undifferentiated",37384000,1,249.67357569999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Pinguipedidae - undifferentiated",37390000,2,249.67357569999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Scomber australasicus",37441001,6,249.67357569999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Lophonectes gallus",37460001,18,249.67357569999999
847,Port Hacking,2018-07-25 09:33:00,PHB20180724,"Monacanthidae - undifferentiated",37465903,2,249.67357569999999
848,Rottnest Island,2018-07-19 09:35:00,ROT20180719,"Etrumeus teres",37085001,14,236.74233570000001
848,Rottnest Island,2018-07-19 09:35:00,ROT20180719,"Sardinops sagax",37085002,38,236.74233570000001
848,Rottnest Island,2018-07-19 09:35:00,ROT20180719,"Engraulis australis",37086001,4,236.74233570000001
848,Rottnest Island,2018-07-19 09:35:00,ROT20180719,"Gonostomatidae - undifferentiated",37106912,1,236.74233570000001
848,Rottnest Island,2018-07-19 09:35:00,ROT20180719,"Myctophidae - undifferentiated",37122000,8,236.74233570000001
848,Rottnest Island,2018-07-19 09:35:00,ROT20180719,"Mullidae - undifferentiated",37355000,1,236.74233570000001
848,Rottnest Island,2018-07-19 09:35:00,ROT20180719,"Mugilidae - undifferentiated",37381000,1,236.74233570000001
848,Rottnest Island,2018-07-19 09:35:00,ROT20180719,"Sphyraena spp.",37382901,1,236.74233570000001
848,Rottnest Island,2018-07-19 09:35:00,ROT20180719,"Trichiuridae - undifferentiated",37440000,1,236.74233570000001
848,Rottnest Island,2018-07-19 09:35:00,ROT20180719,"Monacanthidae - undifferentiated",37465903,1,236.74233570000001
848,Rottnest Island,2018-07-19 09:35:00,ROT20180719,"Sardinops sagax",37085002,1,262.58956660000001
848,Rottnest Island,2018-07-19 09:35:00,ROT20180719,"Myctophidae - undifferentiated",37122000,3,262.58956660000001
848,Rottnest Island,2018-07-19 09:35:00,ROT20180719,"Scorpaenidae - undifferentiated",37287900,1,262.58956660000001
848,Rottnest Island,2018-07-19 09:35:00,ROT20180719,"Platycephalidae - undifferentiated",37296900,1,262.58956660000001
848,Rottnest Island,2018-07-19 09:35:00,ROT20180719,"Arripidae - undifferentiated",37344000,1,262.58956660000001
848,Rottnest Island,2018-07-19 09:35:00,ROT20180719,"Mullidae - undifferentiated",37355000,2,262.58956660000001
848,Rottnest Island,2018-07-19 09:35:00,ROT20180719,"Callionymidae - undifferentiated",37427917,1,262.58956660000001
848,Rottnest Island,2018-07-19 09:35:00,ROT20180719,"Monacanthidae - undifferentiated",37465903,1,262.58956660000001
860,Maria Island,2018-10-19 08:45:00,MAI20181018,""Superclass" Pisces - undifferentiated",37000000,1,532.5596994
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Sardinops sagax",37085002,24,532.5596994
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Ophidiidae - undifferentiated",37228961,1,532.5596994
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Scorpaenidae - undifferentiated",37287900,6,532.5596994
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Helicolenus spp.",37287918,2,532.5596994
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Lepidotrigla spp.",37288901,1,532.5596994
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Platycephalidae - undifferentiated",37296900,54,532.5596994
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Serranidae subfam. Anthiinae",37311907,22,532.5596994
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Dinolestes lewini",37327002,1,532.5596994
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Labridae - undifferentiated",37384000,12,532.5596994
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Lophonectes gallus",37460001,2,532.5596994
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Pleuronectidae - undifferentiated",37461916,2,532.5596994
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Sardinops sagax",37085002,5,533.74912940000002
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Myctophidae - undifferentiated",37122000,1,533.74912940000002
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Gymnapistes marmoratus",37287018,1,533.74912940000002
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Helicolenus spp.",37287918,2,533.74912940000002
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Lepidotrigla spp.",37288901,8,533.74912940000002
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Platycephalidae - undifferentiated",37296900,19,533.74912940000002
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Serranidae subfam. Anthiinae",37311907,15,533.74912940000002
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Emmelichthys nitidus",37345001,3,533.74912940000002
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Labridae - undifferentiated",37384000,1,533.74912940000002
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Lophonectes gallus",37460001,2,533.74912940000002
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Arnoglossus spp.",37460902,1,533.74912940000002
860,Maria Island,2018-10-19 08:45:00,MAI20181018,"Pleuronectidae - undifferentiated",37461916,4,533.74912940000002
862,Rottnest Island,2018-07-27 09:33:00,ROT20180727,"Tripterygiidae - undifferentiated",37415000,1,323.47923780000002
863,Rottnest Island,2018-09-21 09:27:00,ROT20180921,"Spratelloides robustus",37085003,1,162.6621897
863,Rottnest Island,2018-09-21 09:27:00,ROT20180921,"Pomacentridae - undifferentiated",37372000,1,162.6621897
864,Rottnest Island,2018-10-24 09:18:00,ROT20181024,""Superclass" Pisces - undifferentiated",37000000,2,252.25067419999999
864,Rottnest Island,2018-10-24 09:18:00,ROT20181024,"Myctophidae - undifferentiated",37122000,3,252.25067419999999
864,Rottnest Island,2018-10-24 09:18:00,ROT20181024,"Platycephalidae - undifferentiated",37296900,1,252.25067419999999
864,Rottnest Island,2018-10-24 09:18:00,ROT20181024,"Mullidae - undifferentiated",37355000,3,252.25067419999999
864,Rottnest Island,2018-10-24 09:18:00,ROT20181024,"Labridae - undifferentiated",37384000,1,252.25067419999999
864,Rottnest Island,2018-10-24 09:18:00,ROT20181024,""Superclass" Pisces - undifferentiated",37000000,1,201.77614080000001
864,Rottnest Island,2018-10-24 09:18:00,ROT20181024,"Myctophidae - undifferentiated",37122000,3,201.77614080000001
864,Rottnest Island,2018-10-24 09:18:00,ROT20181024,"Platycephalidae - undifferentiated",37296900,1,201.77614080000001
864,Rottnest Island,2018-10-24 09:18:00,ROT20181024,"Carangidae - undifferentiated",37337000,1,201.77614080000001
864,Rottnest Island,2018-10-24 09:18:00,ROT20181024,"Callionymidae - undifferentiated",37427917,3,201.77614080000001
867,Maria Island,2018-12-05 09:10:00,MAI20181204,"Sardinops sagax",37085002,1,334.0316176
867,Maria Island,2018-12-05 09:10:00,MAI20181204,"Platycephalidae - undifferentiated",37296900,10,334.0316176
867,Maria Island,2018-12-05 09:10:00,MAI20181204,"Labridae - undifferentiated",37384000,3,334.0316176
867,Maria Island,2018-12-05 09:10:00,MAI20181204,"Monacanthidae - undifferentiated",37465903,1,334.0316176
867,Maria Island,2018-12-05 09:10:00,MAI20181204,"Scorpaenidae - undifferentiated",37287900,1,225.41225159999999
867,Maria Island,2018-12-05 09:10:00,MAI20181204,"Platycephalidae - undifferentiated",37296900,17,225.41225159999999
867,Maria Island,2018-12-05 09:10:00,MAI20181204,"Serranidae subfam. Anthiinae",37311907,1,225.41225159999999
867,Maria Island,2018-12-05 09:10:00,MAI20181204,"Dinolestes lewini",37327002,3,225.41225159999999
867,Maria Island,2018-12-05 09:10:00,MAI20181204,"Sillago flindersi",37330014,1,225.41225159999999
867,Maria Island,2018-12-05 09:10:00,MAI20181204,"Labridae - undifferentiated",37384000,15,225.41225159999999
867,Maria Island,2018-12-05 09:10:00,MAI20181204,"Clinidae - undifferentiated",37416000,3,225.41225159999999
867,Maria Island,2018-12-05 09:10:00,MAI20181204,"Monacanthidae - undifferentiated",37465903,3,225.41225159999999
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Etrumeus teres",37085001,1,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Engraulis australis",37086001,2,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Synodontidae - undifferentiated",37118906,2,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Myctophidae - undifferentiated",37122000,1,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Bregmaceros spp.",37225901,7,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Triglidae & Peristediidae - undifferentiated",37288000,3,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Platycephalidae - undifferentiated",37296900,6,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Hoplichthys spp.",37297901,1,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Howella spp.",37327912,2,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Apogonidae - undifferentiated",37327926,1,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Trachurus novaezelandiae",37337003,3,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Brama spp.",37342900,1,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Nemipteridae - undifferentiated",37347000,3,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Labridae - undifferentiated",37384000,1,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Ammodytidae - undifferentiated",37425000,2,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Callionymidae - undifferentiated",37427917,2,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Gobiidae - undifferentiated",37428000,2,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Gempylidae - undifferentiated",37439918,1,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Scomber australasicus",37441001,17,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Crossorhombus spp.",37460907,2,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Engyprosopon spp.",37460908,1,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Cynoglossidae - undifferentiated",37463000,1,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Monacanthidae - undifferentiated",37465903,1,346.62737729999998
868,North Stradbroke,2018-08-17 10:20:00,NSI20180817,"Tetraodontidae - undifferentiated",37467000,1,346.62737729999998
1186,North Stradbroke Ichthyo 30m,2018-08-17 10:20:00,NSF20180817,"Etrumeus teres",37085001,1,165.91024880000001
1186,North Stradbroke Ichthyo 30m,2018-08-17 10:20:00,NSF20180817,"Sardinops sagax",37085002,8,165.91024880000001
1186,North Stradbroke Ichthyo 30m,2018-08-17 10:20:00,NSF20180817,"Engraulis australis",37086001,2,165.91024880000001
1186,North Stradbroke Ichthyo 30m,2018-08-17 10:20:00,NSF20180817,"Synodontidae - undifferentiated",37118906,2,165.91024880000001
1186,North Stradbroke Ichthyo 30m,2018-08-17 10:20:00,NSF20180817,"Myctophidae - undifferentiated",37122000,2,165.91024880000001
1186,North Stradbroke Ichthyo 30m,2018-08-17 10:20:00,NSF20180817,"Macroramphosus spp.",37279902,5,165.91024880000001
1186,North Stradbroke Ichthyo 30m,2018-08-17 10:20:00,NSF20180817,"Platycephalidae - undifferentiated",37296900,1,165.91024880000001
1186,North Stradbroke Ichthyo 30m,2018-08-17 10:20:00,NSF20180817,"Serranidae subfam. Anthiinae",37311907,3,165.91024880000001
1186,North Stradbroke Ichthyo 30m,2018-08-17 10:20:00,NSF20180817,"Trachurus novaezelandiae",37337003,1,165.91024880000001
1186,North Stradbroke Ichthyo 30m,2018-08-17 10:20:00,NSF20180817,"Brama spp.",37342900,1,165.91024880000001
1186,North Stradbroke Ichthyo 30m,2018-08-17 10:20:00,NSF20180817,"Labridae - undifferentiated",37384000,11,165.91024880000001
1186,North Stradbroke Ichthyo 30m,2018-08-17 10:20:00,NSF20180817,"Gobiidae - undifferentiated",37428000,4,165.91024880000001
1186,North Stradbroke Ichthyo 30m,2018-08-17 10:20:00,NSF20180817,"Nomeidae - undifferentiated",37446000,1,165.91024880000001
1186,North Stradbroke Ichthyo 30m,2018-08-17 10:20:00,NSF20180817,"Engyprosopon spp.",37460908,7,165.91024880000001
1186,North Stradbroke Ichthyo 30m,2018-08-17 10:20:00,NSF20180817,"Monacanthidae - undifferentiated",37465903,1,165.91024880000001
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,""Superclass" Pisces - undifferentiated",37000000,3,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Engraulis australis",37086001,4,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Astronesthidae - undifferentiated",37108000,1,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Myctophidae - undifferentiated",37122000,5,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Bregmaceros spp.",37225901,3,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Scorpaenidae - undifferentiated",37287900,3,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Triglidae & Peristediidae - undifferentiated",37288000,5,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Platycephalidae - undifferentiated",37296900,4,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Pegasus spp.",37309902,2,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Serranidae subfam. Anthiinae",37311907,24,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Apogonidae - undifferentiated",37327926,3,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Carangidae - undifferentiated",37337000,2,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Trachurus novaezelandiae",37337003,22,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Lutjanidae - undifferentiated",37346932,6,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Nemipteridae - undifferentiated",37347000,3,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Lethrinus spp.",37351902,2,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Mullidae - undifferentiated",37355000,2,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Pomacentridae - undifferentiated",37372000,2,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Cheilodactylus spp.",37377902,1,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Labridae - undifferentiated",37384000,10,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Trichonotus spp.",37394901,1,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Creedia spp.",37395901,3,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Ammodytidae - undifferentiated",37425000,1,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Callionymidae - undifferentiated",37427917,2,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Gobiidae - undifferentiated",37428000,1,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Microdesmidae - undifferentiated",37435000,3,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Scomber australasicus",37441001,3,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Nomeidae - undifferentiated",37446000,3,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Crossorhombus spp.",37460907,2,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Engyprosopon spp.",37460908,3,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Grammatobothus spp.",37460909,1,334.58058540000002
869,North Stradbroke,2018-07-18 10:20:00,NSI20180718,"Monacanthidae - undifferentiated",37465903,1,334.58058540000002
1173,North Stradbroke Ichthyo 30m,2018-07-18 10:20:00,NSF20180718,""Superclass" Pisces - undifferentiated",37000000,2,125.08839810000001
1173,North Stradbroke Ichthyo 30m,2018-07-18 10:20:00,NSF20180718,"Etrumeus teres",37085001,4,125.08839810000001
1173,North Stradbroke Ichthyo 30m,2018-07-18 10:20:00,NSF20180718,"Engraulis australis",37086001,1,125.08839810000001
1173,North Stradbroke Ichthyo 30m,2018-07-18 10:20:00,NSF20180718,"Bregmaceros spp.",37225901,5,125.08839810000001
1173,North Stradbroke Ichthyo 30m,2018-07-18 10:20:00,NSF20180718,"Macroramphosus spp.",37279902,1,125.08839810000001
1173,North Stradbroke Ichthyo 30m,2018-07-18 10:20:00,NSF20180718,"Triglidae & Peristediidae - undifferentiated",37288000,9,125.08839810000001
1173,North Stradbroke Ichthyo 30m,2018-07-18 10:20:00,NSF20180718,"Platycephalidae - undifferentiated",37296900,2,125.08839810000001
1173,North Stradbroke Ichthyo 30m,2018-07-18 10:20:00,NSF20180718,"Serranidae subfam. Anthiinae",37311907,6,125.08839810000001
1173,North Stradbroke Ichthyo 30m,2018-07-18 10:20:00,NSF20180718,"Carangidae - undifferentiated",37337000,2,125.08839810000001
1173,North Stradbroke Ichthyo 30m,2018-07-18 10:20:00,NSF20180718,"Trachurus novaezelandiae",37337003,8,125.08839810000001
1173,North Stradbroke Ichthyo 30m,2018-07-18 10:20:00,NSF20180718,"Nemipteridae - undifferentiated",37347000,3,125.08839810000001
1173,North Stradbroke Ichthyo 30m,2018-07-18 10:20:00,NSF20180718,"Lethrinus spp.",37351902,1,125.08839810000001
1173,North Stradbroke Ichthyo 30m,2018-07-18 10:20:00,NSF20180718,"Cirrhitidae - undifferentiated",37374000,1,125.08839810000001
1173,North Stradbroke Ichthyo 30m,2018-07-18 10:20:00,NSF20180718,"Labridae - undifferentiated",37384000,3,125.08839810000001
1173,North Stradbroke Ichthyo 30m,2018-07-18 10:20:00,NSF20180718,"Pinguipedidae - undifferentiated",37390000,1,125.08839810000001
1173,North Stradbroke Ichthyo 30m,2018-07-18 10:20:00,NSF20180718,"Gobiidae - undifferentiated",37428000,5,125.08839810000001
1173,North Stradbroke Ichthyo 30m,2018-07-18 10:20:00,NSF20180718,"Scomber australasicus",37441001,2,125.08839810000001
1173,North Stradbroke Ichthyo 30m,2018-07-18 10:20:00,NSF20180718,"Nomeidae - undifferentiated",37446000,1,125.08839810000001
1173,North Stradbroke Ichthyo 30m,2018-07-18 10:20:00,NSF20180718,"Crossorhombus spp.",37460907,6,125.08839810000001
1173,North Stradbroke Ichthyo 30m,2018-07-18 10:20:00,NSF20180718,"Grammatobothus spp.",37460909,2,125.08839810000001
1173,North Stradbroke Ichthyo 30m,2018-07-18 10:20:00,NSF20180718,"Pseudorhombus spp.",37460919,1,125.08839810000001
1177,North Stradbroke Ichthyo 30m,2018-09-13 10:20:00,NSF20180913,"Sardinops sagax",37085002,1,153.00950700000001
1177,North Stradbroke Ichthyo 30m,2018-09-13 10:20:00,NSF20180913,"Synodontidae - undifferentiated",37118906,1,153.00950700000001
1177,North Stradbroke Ichthyo 30m,2018-09-13 10:20:00,NSF20180913,"Scorpaenidae - undifferentiated",37287900,2,153.00950700000001
1177,North Stradbroke Ichthyo 30m,2018-09-13 10:20:00,NSF20180913,"Platycephalus fuscus",37296004,2,153.00950700000001
1177,North Stradbroke Ichthyo 30m,2018-09-13 10:20:00,NSF20180913,"Platycephalidae - undifferentiated",37296900,12,153.00950700000001
1177,North Stradbroke Ichthyo 30m,2018-09-13 10:20:00,NSF20180913,"Pegasus spp.",37309902,1,153.00950700000001
1177,North Stradbroke Ichthyo 30m,2018-09-13 10:20:00,NSF20180913,"Serranidae subfam. Anthiinae",37311907,1,153.00950700000001
1177,North Stradbroke Ichthyo 30m,2018-09-13 10:20:00,NSF20180913,"Carangidae - undifferentiated",37337000,1,153.00950700000001
1177,North Stradbroke Ichthyo 30m,2018-09-13 10:20:00,NSF20180913,"Trachurus novaezelandiae",37337003,9,153.00950700000001
1177,North Stradbroke Ichthyo 30m,2018-09-13 10:20:00,NSF20180913,"Nemipteridae - undifferentiated",37347000,5,153.00950700000001
1177,North Stradbroke Ichthyo 30m,2018-09-13 10:20:00,NSF20180913,"Lethrinus spp.",37351902,1,153.00950700000001
1177,North Stradbroke Ichthyo 30m,2018-09-13 10:20:00,NSF20180913,"Pomacentridae - undifferentiated",37372000,3,153.00950700000001
1177,North Stradbroke Ichthyo 30m,2018-09-13 10:20:00,NSF20180913,"Labridae - undifferentiated",37384000,3,153.00950700000001
1177,North Stradbroke Ichthyo 30m,2018-09-13 10:20:00,NSF20180913,"Callionymidae - undifferentiated",37427917,2,153.00950700000001
1177,North Stradbroke Ichthyo 30m,2018-09-13 10:20:00,NSF20180913,"Gobiidae - undifferentiated",37428000,5,153.00950700000001
1177,North Stradbroke Ichthyo 30m,2018-09-13 10:20:00,NSF20180913,"Asterorhombus spp.",37460903,2,153.00950700000001
1177,North Stradbroke Ichthyo 30m,2018-09-13 10:20:00,NSF20180913,"Crossorhombus spp.",37460907,1,153.00950700000001
1177,North Stradbroke Ichthyo 30m,2018-09-13 10:20:00,NSF20180913,"Engyprosopon spp.",37460908,6,153.00950700000001
1177,North Stradbroke Ichthyo 30m,2018-09-13 10:20:00,NSF20180913,"Ostraciidae - undifferentiated",37466912,1,153.00950700000001
1177,North Stradbroke Ichthyo 30m,2018-09-13 10:20:00,NSF20180913,"Order Anguilliformes - undifferentiated",37990025,1,153.00950700000001
870,North Stradbroke,2018-09-13 10:20:00,NSI20180913,"Engraulis australis",37086001,1,332.15597789999998
870,North Stradbroke,2018-09-13 10:20:00,NSI20180913,"Myctophidae - undifferentiated",37122000,1,332.15597789999998
870,North Stradbroke,2018-09-13 10:20:00,NSI20180913,"Bregmaceros spp.",37225901,1,332.15597789999998
870,North Stradbroke,2018-09-13 10:20:00,NSI20180913,"Macroramphosus spp.",37279902,1,332.15597789999998
870,North Stradbroke,2018-09-13 10:20:00,NSI20180913,"Platycephalidae - undifferentiated",37296900,1,332.15597789999998
870,North Stradbroke,2018-09-13 10:20:00,NSI20180913,"Trachurus novaezelandiae",37337003,8,332.15597789999998
870,North Stradbroke,2018-09-13 10:20:00,NSI20180913,"Nemipteridae - undifferentiated",37347000,1,332.15597789999998
870,North Stradbroke,2018-09-13 10:20:00,NSI20180913,"Mullidae - undifferentiated",37355000,2,332.15597789999998
870,North Stradbroke,2018-09-13 10:20:00,NSI20180913,"Crossorhombus spp.",37460907,2,332.15597789999998
870,North Stradbroke,2018-09-13 10:20:00,NSI20180913,"Engyprosopon spp.",37460908,2,332.15597789999998
