NRS_CODE,SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,TAXON_COUNT
NSI20150817,637,Nannocalanus minor m,COPEPOD,Copepod,Nannocalanus,minor,1
NSI20150817,637,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,7
PHB20150819,650,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,5
PHB20150819,650,Oithona nana f,COPEPOD,Copepod,Oithona,nana,1
PHB20150819,650,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,52
PHB20150819,650,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,8
PHB20150819,650,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,1
YON20150804,646,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,1
YON20150804,646,Nauplii calanoid,COPEPOD,Copepod,(null),(null),24
YON20150804,646,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),2
YON20150804,646,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,(null),(null),1
PHB20150819,650,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,1
DAR20150804_04:30,661,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,1
DAR20150804_04:30,661,Eucalanidae j,COPEPOD,Copepod,(null),(null),2
DAR20150804_04:30,661,Microsetella norvegica m,COPEPOD,Copepod,Microsetella,norvegica,1
DAR20150804_04:30,661,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,34
DAR20150804_04:30,661,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),5
DAR20150804_04:30,661,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),1
KAI20151116,663,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,1
KAI20151116,663,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,5
KAI20151116,663,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2
KAI20151116,663,Lucifer spp. mysis,NON-COPEPOD,Decapod,Lucifer,spp.,1
NSI20150907,638,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,1
NSI20150907,638,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,2
NSI20150907,638,Lucicutia flavicornis m,COPEPOD,Copepod,Lucicutia,flavicornis,1
NSI20150907,638,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,2
NSI20150907,638,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,2
NSI20150907,638,Paroithona spp. f,COPEPOD,Copepod,Paroithona,spp.,1
NSI20150907,638,Anthomedusae,NON-COPEPOD,Cnidarian,(null),(null),2
NSI20150907,638,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,12
NSI20150907,638,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),20
NSI20160318,679,Onychocorycaeus catus m,COPEPOD,Copepod,Onychocorycaeus,catus,2
NSI20160318,679,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,2
NSI20160318,679,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,11
NSI20160318,679,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,2
MAI20160303,676,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),2
MAI20160321,677,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,5
MAI20160321,677,Calanid CIV,COPEPOD,Copepod,(null),(null),2
MAI20160321,677,Calanoid j,COPEPOD,Copepod,(null),(null),32
MAI20160321,677,Calanus australis CV,COPEPOD,Copepod,Calanus,australis,1
MAI20160321,677,Farranula rostrata f,COPEPOD,Copepod,Farranula,rostrata,4
MAI20160321,677,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,4
MAI20160321,677,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,1
MAI20160321,677,Oncaea media f,COPEPOD,Copepod,Oncaea,media,2
MAI20160321,677,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,1
MAI20160321,677,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,11
MAI20160321,677,Mysid,NON-COPEPOD,Mysida,(null),(null),1
MAI20160321,677,Thalia democratica sol,NON-COPEPOD,Thaliacean,Thalia,democratica,1
NSI20141107,537,Pterotracheoidea,NON-COPEPOD,Mollusc,(null),(null),1
NSI20160412,680,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),2
NSI20160412,680,Fish larvae,NON-COPEPOD,Fish,(null),(null),1
NSI20160412,680,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),31
KAI20160223,683,Oithona atlantica f,COPEPOD,Copepod,Oithona,atlantica,2
KAI20160223,683,Oithona nana f,COPEPOD,Copepod,Oithona,nana,1
KAI20160223,683,Oncaea mediterranea complex f,COPEPOD,Copepod,Oncaea,mediterranea complex,1
KAI20160223,683,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,5
ROT20160223,684,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,1
NSI20141107,537,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,8
NSI20141107,537,Farranula concinna f,COPEPOD,Copepod,Farranula,concinna,1
NSI20141107,537,Macrosetella gracilis j,COPEPOD,Copepod,Macrosetella,gracilis,1
NSI20141107,537,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,52
NSI20141107,537,Oncaea mediterranea complex f,COPEPOD,Copepod,Oncaea,mediterranea complex,2
NSI20141107,537,Temora spp. j,COPEPOD,Copepod,Temora,spp.,7
NSI20141107,537,Bivalve,NON-COPEPOD,Mollusc,(null),(null),5
NSI20141107,537,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,1
KAI20160223,683,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,1
KAI20160223,683,Polychaete,NON-COPEPOD,Polychaete,(null),(null),6
YON20160122,687,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,2
YON20160122,687,Oithona attenuata typical f,COPEPOD,Copepod,Oithona,attenuata typical,7
YON20160122,687,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,93
YON20160122,687,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,1
YON20160122,687,Echinopluteus,NON-COPEPOD,Echinoderm,(null),(null),4
YON20160122,687,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),39
ROT20160223,684,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,8
ROT20160223,684,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,1
ROT20160223,684,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,15
ROT20160223,684,Triconia spp. m,COPEPOD,Copepod,Triconia,spp.,1
ROT20160223,684,Bivalve,NON-COPEPOD,Mollusc,(null),(null),2
NSI20160412,680,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,1
NSI20160412,680,Oithona similis f,COPEPOD,Copepod,Oithona,similis,2
NSI20160412,680,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,18
NSI20160412,680,Onychocorycaeus agilis m,COPEPOD,Copepod,Onychocorycaeus,agilis,1
NSI20160412,680,Onychocorycaeus catus f,COPEPOD,Copepod,Onychocorycaeus,catus,1
NSI20160412,680,Paracalanus spp. m,COPEPOD,Copepod,Paracalanus,spp.,1
ROT20160223,684,Medusa,NON-COPEPOD,Cnidarian,(null),(null),3
ROT20160223,684,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,1
KAI20150909,654,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,3
KAI20150909,654,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,20
KAI20150909,654,Bivalve,NON-COPEPOD,Mollusc,(null),(null),1
KAI20150909,654,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,7
ROT20150507,634,Candacia bradyi f,COPEPOD,Copepod,Candacia,bradyi,1
ROT20150507,634,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,1
ROT20150507,634,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,8
ROT20150507,634,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,9
ROT20150507,634,Nauplii copepod,COPEPOD,Copepod,(null),(null),18
ROT20150507,634,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,3
ROT20150507,634,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,9
ROT20150507,634,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,49
ROT20150507,634,Paracalanus spp. j,COPEPOD,Copepod,Paracalanus,spp.,5
ROT20150507,634,Plastic blue strand,NON BIOLOGICAL,Other,(null),(null),2
KAI20150909,654,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),1
NSI20160120,674,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,1
NSI20151119,645,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,1
NSI20151119,645,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,2
NSI20151119,645,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,2
NSI20151119,645,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,1
NSI20151119,645,Egg,NON-COPEPOD,Egg,(null),(null),1
NSI20151119,645,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),2
ROT20150507,634,Ostracod,NON-COPEPOD,Ostracod,(null),(null),3
NSI20160120,674,Chelophyes contorta,NON-COPEPOD,Cnidarian,Chelophyes,contorta,1
NSI20160120,674,Globigerinidae,NON-COPEPOD,Foraminifera,(null),(null),1
NSI20160120,674,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),111
NSI20160120,674,Ostracod,NON-COPEPOD,Ostracod,(null),(null),2
NSI20151216,673,Nauplii calanoid,COPEPOD,Copepod,(null),(null),55
NSI20151216,673,Poecilostomatoida / Cyclopoid j,COPEPOD,Copepod,(null),(null),1
NSI20151216,673,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,4
NSI20151216,673,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),1
NSI20151216,673,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),56
ROT20150701,635,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,1
ROT20150701,635,Nauplii calanoid,COPEPOD,Copepod,(null),(null),63
ROT20150701,635,Oncaea media f,COPEPOD,Copepod,Oncaea,media,2
ROT20150701,635,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,6
ROT20150701,635,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,2
NSI20160120,674,Rhabdonella spp.,NON-COPEPOD,Ciliophora,Rhabdonella,spp.,2
ROT20150724,653,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,1
ROT20150724,653,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,1
ROT20150724,653,Lubbockia spp. j,COPEPOD,Copepod,Lubbockia,spp.,2
ROT20150724,653,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,6
ROT20150724,653,Microsetella norvegica m,COPEPOD,Copepod,Microsetella,norvegica,5
ROT20150724,653,Paracalanus spp. m,COPEPOD,Copepod,Paracalanus,spp.,2
ROT20150827,668,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,2
ROT20150827,668,Centropages gracilis f,COPEPOD,Copepod,Centropages,gracilis,1
ROT20150724,653,Ostracod,NON-COPEPOD,Ostracod,(null),(null),3
NSI20150817,637,Candacia catula m,COPEPOD,Copepod,Candacia,catula,1
NSI20150817,637,Eucalanidae j,COPEPOD,Copepod,(null),(null),5
NSI20150817,637,Subeucalanus subcrassus m,COPEPOD,Copepod,Subeucalanus,subcrassus,1
NSI20150817,637,Undinula vulgaris f,COPEPOD,Copepod,Undinula,vulgaris,1
NSI20150817,637,Anthomedusae,NON-COPEPOD,Cnidarian,(null),(null),2
NSI20150817,637,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),4
NSI20150817,637,Conchoecia spp.,NON-COPEPOD,Ostracod,Conchoecia,spp.,1
NSI20150817,637,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,26
NSI20150817,637,Fish egg,NON-COPEPOD,Fish,(null),(null),1
NSI20150817,637,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),36
NSI20150817,637,Ophiopluteus,NON-COPEPOD,Echinoderm,(null),(null),1
NSI20150817,637,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,1
MAI20151118,642,Nauplii copepod,COPEPOD,Copepod,(null),(null),15
MAI20151118,642,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,1
YON20150825,652,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,2
YON20150825,652,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,8
YON20150825,652,Clausocalanus minor f,COPEPOD,Copepod,Clausocalanus,minor,3
YON20150825,652,Ditrichocorycaeus erythraeus m,COPEPOD,Copepod,Ditrichocorycaeus,erythraeus,2
ROT20151022,670,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,9
ROT20151022,670,Agetus limbatus m,COPEPOD,Copepod,Agetus,limbatus,1
ROT20151022,670,Calanoid j,COPEPOD,Copepod,(null),(null),57
ROT20151022,670,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,8
ROT20150827,668,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,1
ROT20150827,668,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,5
ROT20150827,668,Bivalve,NON-COPEPOD,Mollusc,(null),(null),2
ROT20150827,668,Flaccisagitta enflata,NON-COPEPOD,Chaetognath,Flaccisagitta,enflata,1
ROT20150827,668,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1
ROT20150924,669,Farranula curta f,COPEPOD,Copepod,Farranula,curta,1
ROT20150827,668,Xystonellopsis heros,NON-COPEPOD,Ciliophora,Xystonellopsis,heros,2
ROT20150924,669,Paracalanus spp. m,COPEPOD,Copepod,Paracalanus,spp.,2
ROT20150924,669,Ostracod,NON-COPEPOD,Ostracod,(null),(null),2
ROT20150924,669,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),3
ROT20151022,670,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,5
ROT20151022,670,Oithona atlantica f,COPEPOD,Copepod,Oithona,atlantica,1
ROT20151022,670,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,5
ROT20151022,670,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),1
YON20150825,652,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,8
YON20150825,652,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),11
YON20150825,652,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),27
YON20150923,655,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,2
YON20151027,656,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,1
YON20151027,656,Nauplii copepod,COPEPOD,Copepod,(null),(null),1
YON20151027,656,Oithona nana f,COPEPOD,Copepod,Oithona,nana,6
YON20151027,656,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,7
YON20150923,655,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),39
YON20151027,656,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,3
YON20151027,656,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,4
YON20151027,656,Isopod,NON-COPEPOD,Isopod,(null),(null),4
ROT20151215,671,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,5
ROT20151215,671,Tintinnina ,NON-COPEPOD,Ciliophora,(null),(null),1
ROT20151215,671,Oncaea media f,COPEPOD,Copepod,Oncaea,media,2
DAR20160201_2130,691,Corycaeidae j,COPEPOD,Copepod,(null),(null),3
DAR20160201_2130,691,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,1
YON20160215,688,Unid invert larvae,NON-COPEPOD,Other,(null),(null),4
PHB20160201,700,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,1
PHB20160201,700,Eucalanidae j,COPEPOD,Copepod,(null),(null),1
PHB20160201,700,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,3
PHB20160201,700,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,7
PHB20160201,700,Scolecithrix danae f,COPEPOD,Copepod,Scolecithrix,danae,1
PHB20160201,700,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),1
MAI20160428,678,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,15
MAI20160428,678,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,8
MAI20160720,698,Nannocalanus minor CV,COPEPOD,Copepod,Nannocalanus,minor,1
NSI20160920,714,Euchaeta spp. f,COPEPOD,Copepod,Euchaeta,spp.,1
NSI20160920,714,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,6
NSI20160920,714,Nauplii copepod,COPEPOD,Copepod,(null),(null),17
NSI20160920,714,Oncaea paraclevei f,COPEPOD,Copepod,Oncaea,paraclevei,1
MAI20160720,698,Plastic black strand,NON BIOLOGICAL,Other,(null),(null),5
MAI20160720,698,Fish egg,NON-COPEPOD,Fish,(null),(null),1
MAI20160720,698,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,1
NSI20160920,714,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,5
NSI20160920,714,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),8
NSI20160920,714,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,1
NSI20160920,714,Polychaete,NON-COPEPOD,Polychaete,(null),(null),1
ROT20160527,702,Acartia (Acanthacartia) fossae m,COPEPOD,Copepod,Acartia (Acanthacartia),fossae,1
ROT20160527,702,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,9
ROT20160527,702,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,5
ROT20160527,702,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),3
ROT20160527,702,Isopod j,NON-COPEPOD,Isopod,(null),(null),3
ROT20160527,702,Pseudevadne tergestina f,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,21
NSI20160920,714,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,1
NSI20160920,714,Oithona atlantica f,COPEPOD,Copepod,Oithona,atlantica,2
YON20160624,709,Nauplii calanoid,COPEPOD,Copepod,(null),(null),11
YON20160624,709,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,76
YON20160624,709,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,1
YON20160624,709,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),4
ROT20160621,705,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,26
ROT20160621,705,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),28
ROT20160621,705,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,5
ROT20160621,705,Amphipod,NON-COPEPOD,Amphipod,(null),(null),1
ROT20160621,705,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),3
ROT20160621,705,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),2
ROT20160621,705,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1
ROT20160621,705,Gastropod veliger,NON-COPEPOD,Mollusc,(null),(null),3
ROT20160621,705,Globigerinidae,NON-COPEPOD,Foraminifera,(null),(null),1
PHB20160719,729,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,1
PHB20160719,729,Nauplii calanoid,COPEPOD,Copepod,(null),(null),96
PHB20160719,729,Oithona nana f,COPEPOD,Copepod,Oithona,nana,1
PHB20160719,729,Oncaea scottodicarloi f,COPEPOD,Copepod,Oncaea,scottodicarloi,1
PHB20160719,729,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,4
YON20160725,717,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,2
YON20160725,717,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,17
YON20160725,717,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),9
YON20160725,717,Ostracod,NON-COPEPOD,Ostracod,(null),(null),2
ROT20160722,719,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,2
PHB20160719,729,Globigerinidae,NON-COPEPOD,Foraminifera,(null),(null),8
ROT20160722,719,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),13
YON20170220,746,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,3
YON20170220,746,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,5
YON20170220,746,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),6
MAI20170412,755,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1
MAI20170412,755,Mecynocera clausi f,COPEPOD,Copepod,Mecynocera,clausi,2
YON20170220,746,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),6
YON20170220,746,Gastropod,NON-COPEPOD,Mollusc,(null),(null),3
YON20170220,746,Platyhelminthes j,NON-COPEPOD,Platyhelminthes,(null),(null),3
MAI20170412,755,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,32
MAI20170412,755,Bivalve,NON-COPEPOD,Mollusc,(null),(null),4
YON20160503,690,Lubbockia spp. j,COPEPOD,Copepod,Lubbockia,spp.,1
YON20160503,690,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,148
YON20160503,690,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1
YON20160503,690,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),5
MAI20160530,682,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,8
MAI20160530,682,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),12
MAI20160630,697,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,6
MAI20160630,697,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,4
MAI20160630,697,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,6
MAI20160630,697,Oithona atlantica f,COPEPOD,Copepod,Oithona,atlantica,7
NSI20160720,710,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,1
NSI20160720,710,Oithona attenuata stocky f,COPEPOD,Copepod,Oithona,attenuata stocky,1
NSI20160720,710,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,13
NSI20160720,710,Onychocorycaeus pacificus f,COPEPOD,Copepod,Onychocorycaeus,pacificus,1
NSI20160720,710,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,1
NSI20160720,710,Doliolum denticulatum,NON-COPEPOD,Thaliacean,Doliolum,denticulatum,3
MAI20160530,682,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,3
MAI20160530,682,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,1
MAI20160630,697,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),4
MAI20160720,698,Polychaete,NON-COPEPOD,Polychaete,(null),(null),1
MAI20160831,712,Nauplii calanoid,COPEPOD,Copepod,(null),(null),9
MAI20160831,712,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,1
MAI20160831,712,Plastic clear strand,NON BIOLOGICAL,Other,(null),(null),22
MAI20160831,712,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),8
PHB20160229,703,Centropages furcatus f,COPEPOD,Copepod,Centropages,furcatus,1
PHB20160229,703,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,1
PHB20160229,703,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,2
PHB20160229,703,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,3
PHB20160229,703,Nauplii copepod,COPEPOD,Copepod,(null),(null),101
DAR20160530,706,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,1
DAR20160530,706,Corycaeidae j,COPEPOD,Copepod,(null),(null),4
DAR20160530,706,Nauplii calanoid,COPEPOD,Copepod,(null),(null),27
DAR20160530,706,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,23
DAR20160530,706,Bivalve,NON-COPEPOD,Mollusc,(null),(null),50
DAR20160530,706,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),3
DAR20160530,706,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),12
PHB20160229,703,Onychocorycaeus agilis f,COPEPOD,Copepod,Onychocorycaeus,agilis,1
PHB20160229,703,Subeucalanus spp. j,COPEPOD,Copepod,Subeucalanus,spp.,3
PHB20160229,703,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,1
PHB20160229,703,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),7
PHB20160229,703,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,58
PHB20160229,703,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),2
YON20160725,717,Calanidae j,COPEPOD,Copepod,(null),(null),68
YON20160725,717,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,3
YON20160725,717,Oithona nana f,COPEPOD,Copepod,Oithona,nana,3
YON20160725,717,Echinoderm larvae,NON-COPEPOD,Echinoderm,(null),(null),1
YON20160725,717,Trochophore larvae,NON-COPEPOD,Polychaete,(null),(null),1
MAI20160630,697,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,3
MAI20160630,697,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,1
MAI20160630,697,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),1
YON20160725,717,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,1
PHB20160615,715,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,3
PHB20160615,715,Canthocalanus pauper m,COPEPOD,Copepod,Canthocalanus,pauper,1
PHB20160615,715,Eucalanidae j,COPEPOD,Copepod,(null),(null),1
PHB20160615,715,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,3
PHB20160615,715,Lucicutia flavicornis f,COPEPOD,Copepod,Lucicutia,flavicornis,1
PHB20160615,715,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,4
PHB20160615,715,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,1
PHB20160615,715,Polychaete,NON-COPEPOD,Polychaete,(null),(null),3
KAI20160525,695,Oithona atlantica f,COPEPOD,Copepod,Oithona,atlantica,2
KAI20160525,695,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,16
KAI20160525,695,Oithona nana f,COPEPOD,Copepod,Oithona,nana,2
KAI20160525,695,Oncaea media f,COPEPOD,Copepod,Oncaea,media,2
KAI20160525,695,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,2
NSI20170217,741,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,8
NSI20170217,741,Calanoid j,COPEPOD,Copepod,(null),(null),66
NSI20170217,741,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,3
