SPCODE,TAXONNAME,BV_CELL,MONT2001PGN_CELL,PGC_CELL,TROPHY
149183,Pleurosigma angulatum,19313.5,198.44,861.44,PP
156580,Pleurosigma formosum,140288,1028.94,4301.56,PP
149509,Pleurosigma salinarum,15600,166.21,724.46,PP
149115,Rhizosolenia setigera,45238.9,402.2,1717.96,PP
149629,Rhizosolenia styliformis,1900661.95,8950.63,35611.01,PP
176352,Thalassionema frauenfeldii,2016,30.42,137.83,PP
149093,Thalassionema nitzschioides,875,15.21,70.04,PP
149103,Thalassiosira leptopus,184293.52,1290.43,5366.87,PP
148934,Thalassiosira pseudonana,106.62,2.65,12.71,PP
149101,Thalassiosira subtilis,5421.7,69.13,307.45,PP
621617,Cuspidothrix issatschenkoi,,,,PP
213736,Trichodesmium erythraeum,572.55,8,0.2,PP
418507,Chaetoceros laeve,3534.29,48.47,217.3,PP
418584,Thalassiosira tubifera,4712.39,61.54,274.4,NA
418645,Striatella interrupta,55,1.53,7.43,NA
422727,Pyrocystis fusiformis f. biconica,20943.93,550.12,2628.82,NA
427392,Acanthostomella cf. conicoides,,,,NA
427474,Epiplocylis constricta,311017.41,7155.62,31633.52,NA
450619,Minutocellus spp.,58.9,1.62,7.85,NA
450726,Palmeria spp.,,,,NA
495264,Thalassiothrix longissima var. gibberula,67383.75,559.84,2373.29,NA
495421,Pyramimonas cirolanae,32.72,,,NA
531445,Pseudochattonella spp.,,,,NA
549210,Navicula septentrionalis,23561.93,234.04,1012.17,PP
555941,Pontosphaera japonica,4188.79,,,NA
573498,Neostreptotheca subindica,216000,1472.17,6104.28,PP
573585,Rhizosolenia striata,502654.4,2967.68,12109.38,PP
573817,Chroomonas extensa,128.07,,,NA
573956,Proteomonas sulcata,130.9,,,NA
573985,Storeatula major,,,,NA
575743,Chaetoceros rigidus,3534.29,48.47,217.3,NA
576718,Volvox spp.,,,,NA
576719,Protoperidinium solidicorne,77207.72,1665.35,7652.58,NA
577856,Coccolithus formosus,4188.79,,,NA
578429,Pseudosphaerocystis cf. spp.,418.88,,,NA
582209,Euglenida,8069.96,,,PP
146549,Oscillatoria spp.,,,,NA
146557,Microcystis cf. spp.,14.14,8,0.2,NA
148899,Bacillariophyceae,,,,NA
148899,Cylindrical diatom,1570.8,24.73,112.58,PP
148899,Pennate diatom > 100 µm,1500,23.8,108.44,NA
148899,Unid diatom,1570.8,24.73,112.58,NA
148904,Thalassiosiraceae,7068.58,86.16,381.24,NA
148979,Planktoniella spp.,84822.93,677.69,2860.33,PP
148981,Minidiscus spp.,41.37,1.21,5.9,NA
148985,Chaetoceros resting cyst,3534.29,48.47,217.3,PP
148986,Chaetoceros mitra,51728.64,449.53,1915.26,NA
149023,Ditylum brightwellii < 40 µm width,25000,245.84,1061.99,NA
149028,Fragilaria spp.,303.07,6.31,29.64,PP
149031,Navicula cf. 120-140 µm length,16250,171.94,748.85,PP
149065,Rhaphoneis spp.,7827.19,93.77,414.1,NA
149092,Thalassionema spp.,540,10.19,47.35,PP
149092,Thalassionema spp. < 100 µm length,500,9.56,44.49,NA
149116,Rhizosolenia imbricata (with Richelia),282743.1,1840.85,7594.01,PP
149126,Chaetoceros cf. decipiens,3392.92,46.85,210.23,NA
149135,Lauderia annulata < 70 µm length,35342.89,327.68,1406.26,PP
149138,Asterionellopsis spp. ~50 µm length,2859.53,40.65,183,PP
149140,Amphiprora spp.,4594.58,60.26,268.83,PP
149143,Navicula distans,15300,163.55,713.14,NA
149154,Triceratium spp.,20341.69,207.17,898.45,NA
149204,Navicula cf. tripunctata,2000,30.21,136.94,NA
149212,Nitzschia dissipata,32300,304.09,1307.24,NA
149236,Cerataulina spp.,41547.53,374.76,1603.37,PP
149246,Melosira granulata,7853.98,94.03,415.25,NA
149268,Coscinodiscus nitidus,8620.52,101.59,447.83,NA
149281,Auliscus spp.,19634.94,201.18,873.05,NA
249721,Mallomonas spp.,785.4,,,NA
249731,Pavlova spp.,87.96,,,NA
254442,Asteromphalus hyalinus,769.69,13.68,63.12,PP
291408,Pseudogomphonema spp.,118.25,2.89,13.82,NA
341301,Didinium spp.,,,,NA
341383,Eucampia antarctica var. antarctica,19935.35,203.73,883.87,NA
341386,Thalassiosira gracilis var. gracilis,1306.9,21.22,96.98,NA
341472,Chaetoceros bulbosus,3074.83,43.18,194.1,NA
341488,Actinocyclus actinochilus,14137.16,153.17,668.86,NA
341507,Porosira pseudodenticulata,301373.21,1940.97,7997.35,NA
341516,Thalassiosira maculata,39903.69,362.41,1551.72,NA
341520,Thalassiosira perpusilla,954.26,16.35,75.15,NA
341526,Thalassiosira trifulta,12902.51,141.98,621.08,NA
341527,Thalassiosira tumida,102934.98,795.77,3346.42,NA
341540,Thalassiothrix antarctica,42890.63,384.79,1645.27,NA
341546,Membraneis challengeri,600430.5,3439.43,13987.04,NA
341605,Paraphysomonas vestita,164.64,,,NA
341691,Salpingella costata,28274.31,615.61,3328.74,PZ
345375,Ceratium tripos var. atlanticum,64926.19,1437.56,6640.27,NA
345439,Tintinnopsis cylindrica,43580.14,958.34,4997.06,NA
345489,Nannochloropsis spp.,14.14,,,NA
369960,Octactis spp.,4090.61,85.19,244.65,NA
376082,Pterosperma marginatum,,,,NA
385285,Campylodiscus undulatus,32311.25,304.18,1307.61,NA
387332,Rhizosolenia antennata f. semispina,109103.49,835.16,3508.16,NA
391868,Haramonas cf. spp.,,,,NA
409629,Gloeotrichia spp.,3848.45,8,0.2,NA
411764,Pseudo-nitzschia cf. heimii,1368.81,22.06,100.69,NA
417156,Tintinnopsis tocantinensis,4917.9,102.85,644.17,PZ
417176,Epiplocyloides ralumensis,146891.85,3321.75,15639.88,NA
417177,Epiplocyloides cf. reticulata,28274.31,615.61,3328.74,PZ
417213,Eutintinnus medius,35342.89,773.47,4104.67,PZ
417243,Proplectella perpusilla,32063.07,700.12,3745.95,NA
417247,Undella turgida,46822.78,1031.35,5345.42,NA
417248,Favella azorica,42216.95,927.69,4850.15,NA
417260,Xystonella longicauda,,,,NA
418120,Amphidinium amphidinioides,3239.13,112.78,569.97,NA
418189,Nitzschia braarudii,32300,304.09,1307.24,NA
418222,Pseudo-nitzschia subpacifica,983.13,16.76,76.98,NA
149309,Dactyliosolen cf. spp.,49087.34,430.4,1835.56,PP
149313,Fragilariopsis separanda/rhombica,2635.01,37.98,171.26,NA
149402,Eunotia spp.,13328,145.85,637.64,NA
149413,Stauroneis anceps,,,,NA
149516,Plagiotropis spp.,74714.86,609.94,2580.63,NA
149517,Plagiotropis lepidoptera,26445.9,257.58,1111.54,NA
149541,Encyonema spp.,,,,NA
149571,Hantzschia spp.,,,,NA
149591,Nitzschia angularis,32300,304.09,1307.24,NA
156542,Nitzschia oceanica,32300,304.09,1307.24,NA
157059,Tabularia spp.,,,,NA
157240,Dinobryon spp.,18.85,,,NA
160554,Distephanus spp.,4090.61,85.19,244.65,NA
160595,Pterosperma spp.,15598.52,,,PP
160600,Pseudopedinella pyriforme,220.89,,,NA
160700,Amphora hyalina,195700.11,1356.39,5634.73,NA
160724,Amphora cf. rhombica,195700.11,1356.39,5634.73,NA
160726,Amphora spectabilis,195700.11,1356.39,5634.73,NA
162249,Asterionella notata,1366.99,22.03,100.58,NA
162741,Pseudokephyrion spp.,,,,NA
163247,Trachelomonas spp.,1767.14,,,NA
163248,Hemiaulus spp.,14431.68,155.81,680.14,PP
163418,Strombomonas spp.,,,,NA
163780,Tintinnopsis spp.,11780.96,251.39,1463.06,PZ
164053,Pyrocystis lunula,301.59,15.03,81.56,MP
172375,Fallacia spp.,,,,NA
172434,Helicostomella spp.,4450.59,92.87,586.52,PZ
175738,Pseudo-nitzschia multiseries,,,,NA
177482,Synechocystis spp.,,,,NA
178180,Chaetoceros coarctatus (+ciliates),9424.77,109.4,481.42,PP
178185,Chaetoceros peruvianus,18849.54,194.47,844.62,NA
178221,Chaetoceros atlanticus var. neapolitanus,8835.72,103.69,456.87,NA
178231,Chaetoceros sessilis,3534.29,48.47,217.3,NA
178949,Tetraedron spp.,,,,NA
179572,Cocconeis peltoides,589.05,10.95,50.81,NA
180391,Lyrella lyra,47123.85,416.06,1775.79,NA
180396,Mastogloia braunii,10602.87,120.63,529.68,NA
180753,Navicula grevillei,14962.5,160.55,700.36,NA
183552,Protorhabdonella spp.,130899.58,2952.27,14035.49,PZ
183562,Epiplocylis spp.,28274.31,615.61,3328.74,PZ
196803,Climacodium spp.,338741.94,2138.72,8792.58,PP
196804,Climacodium frauenfeldianum,395840.34,2433.91,9976.57,PP
196813,Neodenticula seminae,2303.67,33.98,153.57,NA
196834,Dictyocysta spp.,1989.67,40.76,275.41,PZ
196836,Parafavella spp.,,,,NA
231885,Prorocentrum mexicanum,2047.27,76.4,391.44,NA
232122,Amphisolenia thrinax,39269.88,938.08,4398.94,NA
232205,Dinophysis micheneri,7330.38,225.62,1112.63,NA
232213,Dinophysis monacantha,7330.38,225.62,1112.63,NA
232331,Histioneis cerasus,,,,NA
232367,Histioneis planeta,,,,NA
232381,Histioneis mitchellana,,,,NA
232434,Ornithocercus skogsbergii,2094.39,77.89,398.8,NA
232444,Phalacroma apicatum,30237.8,751.4,3551.27,NA
232468,Prorocentrum cf. clipeus,4078.83,137.16,688.4,NA
232588,Amphidinium inflatum,3239.13,112.78,569.97,NA
232714,Gymnodinium aurantium,737.23,32.1,169.58,NA
232812,Protoperidinium unipes,64427.14,1428.18,6598.44,NA
233130,Warnowia atra,1308995.83,18414.61,77729.53,NA
233147,Warnowia pulchra,1308995.83,18414.61,77729.53,NA
233259,Protoperidinium incertum,77207.72,1665.35,7652.58,NA
233357,Protoperidinium elegans,77207.72,1665.35,7652.58,NA
233386,Goniodoma polyedricum,113097.24,2302.83,10461.42,NA
233644,Heterodinium blackmanii,65449.79,1447.4,6684.09,NA
233734,Centrodinium eminens,2167445.77,28255.44,117477.64,NA
233868,Oxytoxum variabile,196.35,10.44,57.39,NA
235766,Dictyocysta elegans,1989.67,40.76,275.41,PZ
235858,Calciopappus spp.,125.66,,,NA
235913,Algirosphaera robusta,523.6,,,NA
235931,Caneosphaera halldalii,523.6,,,NA
235944,Coronosphaera mediterranea,1767.14,,,NA
235953,Gephyrocapsa caribbeanica,65.45,,,NA
235969,Chrysotila carteri,,,,NA
246606,Pseudo-nitzschia cf. fraundulenta,1440,23,104.91,NA
246606,Pseudo-nitzschia fraudulenta,1440,23,104.91,NA
246607,Pseudo-nitzschia galaxiae,480,9.24,43.04,NA
248062,Rhizosolenia castracanei,141371.55,1035.53,4328.49,PP
248065,Chaetoceros pendulus,1932.37,29.36,133.17,NA
248066,Bacteriastrum comosum,5439.27,69.32,308.26,PP
248071,Rhizosolenia temperei,25132720,76306.49,289059.15,PP
248103,Botryococcus spp.,38.48,,,NA
4,Fungal hyphae,,,,NA
1410,Benthic foraminifera,4188.79,,,PZ
17638,Cryptophyta > 10 µm length,1047.2,,,NA
101195,Strombidiidae,,,,NA
101195,Strombidium spp.,2208.93,45.36,303.82,PZ
101350,Strombidinopsidae,,,,NA
105520,Pleurasiga spp.,,,,NA
106282,Cryptomonas spp.,1309,,,NA
109392,Gymnodinioid dinoflagellate,314.16,15.56,84.33,MP
109463,Histioneis spp.,3926.99,132.81,667.34,NA
109491,Warnowia spp.,1308995.83,18414.61,77729.53,NA
109509,Cladopyxis spp.,,,,PP
109518,Amylax spp.,20387.04,537.68,2571.43,NA
109519,Gonyaulax spp.,312.22,15.48,83.9,PP
109519,Gonyaulax spp. cyst,312.22,15.48,83.9,NA
109524,Ostreopsis spp.,62831.8,1398.09,6464.32,NA
109527,Corythodinium elegans/tesselatum,16755.15,455.18,2189.73,NA
109527,Corythodinium spp.,16755.15,455.18,2189.73,NA
109553,Protoperidinium spp. 30-40 µm,,,,NA
109566,Prorocentrum minimum/cordatum,565.49,25.63,136.47,NA
109567,Protoceratium cyst,33510.29,819.9,3863.09,NA
109599,Triposolenia bicornis,,,,NA
109695,Ornithocercus splendidus,11224.64,323.95,1577.27,NA
109697,Ornithocercus thumii,32724.9,803.55,3788.78,NA
109721,Amphidinium bipes,3239.13,112.78,569.97,NA
109734,Amphidinium kesselitzii,3239.13,112.78,569.97,NA
109765,Cochlodinium geminata,,,,NA
109784,Gymnodinium cf. catenatum,737.23,32.1,169.58,NA
109795,Gymnodinium fusus,737.23,32.1,169.58,NA
109818,Gymnodinium nolleri,737.23,32.1,169.58,NA
109825,Gymnodinium pygmaeum,737.23,32.1,169.58,NA
109901,Polykrikos schwarzii,205250.55,3819.54,17044.11,NA
109986,Ceratocorys horrida,131946.78,2624.83,11869.17,MP
109990,Cladopyxis caryophyllum,47712.9,1106.74,5159.6,NA
110030,Gonyaulax monacantha,312.22,15.48,83.9,NA
110087,Oxytoxum crassum,2356.19,86.08,439.19,NA
110088,Oxytoxum cribosum,3534.29,121.45,612.17,NA
110107,Oxytoxum obliquum,3534.29,121.45,612.17,NA
110113,Corythodinium reticulatum,3534.29,121.45,612.17,NA
110116,Oxytoxum sphaeroideum,3534.29,121.45,612.17,NA
110237,Protoperidinium nudum,77207.72,1665.35,7652.58,NA
110317,Prorocentrum vaginulum,2047.27,76.4,391.44,NA
110327,Pyrocystis elegans,37699.08,906.12,4254.3,NA
115057,Coccolithophore,65.45,,,NA
115122,Chrysochromulina mantoniae,113.1,,,NA
118014,Ebria spp.,5235.98,,,NA
119270,Nitzschia spp. >300 µm length,17280,180.94,787.12,PP
134526,Tetraselmis cf. spp.,1526.81,,,NA
134532,Mantoniella spp.,33.51,,,NA
146203,Unid dinoflagellate 30 - 50 µm,41887.87,990.91,4637.71,NA
146230,Chrysophyceae >10 um,785.4,,,NA
983150,Proboscia alata f. indica,,,,NA
1382734,Tripos candelabrum var. depressus,53713.34,1223.83,5685.27,NA
593858,Cerataulina curvata,41547.53,374.76,1603.37,NA
593860,Corethron pelagicum,83775.73,670.73,2831.66,NA
593882,Coscinodiscus antarcticus,7068577.5,26626.14,103323.89,NA
601908,Palaeoperidinium spp.,,,,NA
603106,Cuspidothrix spp.,,,,NA
608356,Haramonas dimorpha,,,,NA
615464,Discosphaera tubifer,,,,NA
620590,Coccopterum labyrinthus,,,,NA
621506,Discostella stelligera,,,,NA
624977,Haptolina fragaria,179.59,,,NA
640597,Glaphyrocysta intricata,,,,NA
647879,Phalacroma porosum,30237.8,751.4,3551.27,NA
649904,Peridinium robustum,9676.1,285.59,1396.7,NA
708714,Thalassiosira punctifera,65335.25,545.68,2314.61,NA
837448,Tripos carriensis,143099.42,2812.02,12684.72,MP
837452,Tripos contrarius,64926.19,1437.56,6640.27,NA
841186,Tripos biceps,471238.5,7735.06,33666.49,NA
841190,Tripos bucephalus,64926.19,1437.56,6640.27,NA
841194,Tripos carnegiei,64926.19,1437.56,6640.27,NA
841195,Tripos cephalotus,111395.55,2273.38,10332.33,NA
841205,Tripos depressus,60000,1344.41,6224.71,NA
841241,Tripos gallicus,157079.5,3043.6,13691.01,NA
841249,Tripos humilis,64926.19,1437.56,6640.27,NA
841742,Tripos patentissimus,,,,NA
,Dictyocysta elegans var. lepida,,,,NA
156607,Chaetoceros cf. concavicornis,,,,NA
,Rhizosolenia cf. hebetata,,,,NA
,Beads,,,,NA
,Centric diatom 40-50 µm,22089.3,221.84,960.56,NA
,Centric diatom 10-20 µm,1178.1,19.47,89.15,NA
,Chaetoceros cf. laciniosus,,,,NA
375970,Dictyocha octonaria - INVALID use Octactis octonaria,4090.61,85.19,244.65,NA
,Spikey balls,,,,NA
,Peridinioid dinoflagellate 30 µm,,,,NA
,Amphorides cf. quadrilineata,,,,NA
,Tripos contortus var. subcontortus,,,,NA
109612,Dinophysis caudata,40644.32,965.88,4524.64,MP
110041,Gonyaulax spinifera,23520.43,607.07,2890.86,PP
110155,Oblea rotunda,18816.55,502.3,2408.03,PZ
109902,Oxyrrhis marina,293.22,14.67,79.7,PZ
110183,Peridinium cinctum,37110.03,894.09,4199.78,PP
614618,Preperidinium meunieri,19710.3,522.49,2501.31,PZ
110153,Heterocapsa triquetra,2660.98,95.44,485.2,MP
110154,Kryptoperidinium foliaceum,321.55,15.87,85.95,PP
163862,Protoperidinium claudicans,158704.75,3070.31,13806.92,PZ
110215,Protoperidinium curtipes,148806.65,2906.96,13097.59,PZ
110234,Protoperidinium mite,77207.72,1665.35,7652.58,PZ
110257,Protoperidinium steinii,19884.55,526.41,2519.4,PZ
840626,Tripos fusus,282743.1,5013.19,22156.63,MP
841263,Tripos minutus,20943.93,550.12,2628.82,PP
1381154,Tripos teres,20943.93,550.12,2628.82,MP
101264,Laboea strobila,19101.65,412.16,2303.29,MP
341609,Pterosperma parallelum,15598.52,,,PP
235922,Braarudosphaera bigelowii,1436.75,,,PP
115108,Chrysochromulina acantha,188.5,,,MP
571659,Chrysochromulina simplex,12.57,,,PP
160564,Prymnesium parvum,502.65,,,MP
149387,Achnanthes brevipes,32986.7,309.45,1329.74,PP
156533,Achnanthes longipes,81730.43,657.11,2775.46,PP
148954,Asterionella formosa,479.19,9.23,42.98,PP
148961,Aulacoseira granulata,2650.72,38.17,172.08,PP
149619,Cerataulina pelagica,41547.53,374.76,1603.37,PP
163161,Chaetoceros tortissimus,2830.38,40.31,181.48,PP
179596,Corethron hystrix,12067.31,134.31,588.27,PP
156632,Coscinodiscus wailesii,2714333.76,12031.04,47543.74,PP
148909,Cyclotella meneghiniana,6312.42,78.44,347.82,PP
149286,Detonula confervacea,2986.47,42.14,189.56,PP
157428,Entomoneis alata,20324.61,207.02,897.84,PP
149338,Grammatophora marina,72,1.91,9.24,PP
149322,Lithodesmium undulatum,67283.13,559.15,2370.41,PP
464449,Minutocellus polymorphus,58.9,1.62,7.85,PP
149204,Navicula tripunctata,2000,30.21,136.94,PP
149447,Navicula viridula,14962.5,160.55,700.36,PP
149213,Nitzschia sigma,8380.63,99.24,437.69,PP
149604,Nitzschia sigmoidea,32300,304.09,1307.24,PP
164116,Odontella mobiliensis,294524.06,1904.29,7849.63,PP
149117,Rhizosolenia pungens,353428.88,2215.41,9100.5,PP
149177,Striatella unipunctata,55,1.53,7.43,PP
176078,Surirella minuta,2705.77,38.83,174.98,PP
157080,Tabellaria flocculosa,1900,28.96,131.36,PP
555264,Thalassiosira delicatula,2613.8,37.73,170.14,PP
577742,Thalassiosira profunda,1.77,0.09,0.46,PP
149170,Triceratium favus,20341.69,207.17,898.45,PP
699394,Trigonium alternans,576000,3322.87,13523.69,PP
447746,Tryblionella compressa,2617.99,37.78,170.36,PP
248151,Rhodomonas lacustris,113.1,,,PP
146647,Aphanocapsa holsatica,,,,PP
248097,Apedinella radians,381.7,,,PP
157463,Dictyocha fibula,4090.61,85.19,244.65,PP
418296,Mastogloia cocconeiformis,10602.87,120.63,529.68,NA
418308,Mastogloia rostellata,10602.87,120.63,529.68,NA
418532,Palmerina hardmaniana,1696458600,2517002.23,8801406.43,PP
418591,Odontella longicruris,53014.33,458.78,1953.78,NA
418636,Ulnaria acus,1296.25,21.08,96.33,NA
427468,Dictyocysta reticulata,75623.05,1684.19,8384.53,NA
427475,Epiplocylis deflexa,279961.75,6425.55,28658.16,NA
427513,Rhabdonella brandti,503282.72,11707.98,49707.76,NA
427575,Amplectella monocollaria,,,,NA
465385,Cerataulina dentata,41547.53,374.76,1603.37,NA
509587,Ceratium porrectum,60000,1344.41,6224.71,NA
572079,Ankyra spp.,366.52,,,NA
573560,Nitzschia sicula var. bicuneata,1521,24.07,109.67,NA
573572,Rhizosolenia fallax,110583.97,844.55,3546.72,PP
573627,Thalassiosira allenii,1570.8,24.73,112.58,NA
573662,Thalassiothrix heteromorpha,9000,105.29,463.75,NA
573687,Diplopsalis acuta,47712.9,1106.74,5159.6,NA
573886,Isoselmis obconica,33.51,,,NA
573929,Pavlova gyrans,,,,NA
573966,Rhinomonas pauca,,,,NA
577484,Isabelidinium spp.,,,,NA
577749,Helicosphaera burkei,2356.19,,,NA
578236,Microcystis botrys,14.14,8,0.2,NA
590714,Falcula spp.,,,,NA
591214,Silicoflagellate,4090.61,85.19,244.65,NA
146602,Gloeocapsa spp.,,,,NA
146715,Aphanothece spp.,4.19,8,0.2,NA
148899,Pennate diatom > 10 µm,210,4.65,22.01,NA
148912,Thalassiosira spp. 60-80 µm,38484.48,351.68,1506.81,PP
148917,Coscinodiscus spp. 150-200 µm,1443167.91,7121.9,28483.84,PP
148963,Odontella spp.,53014.33,458.78,1953.78,NA
148985,Chaetoceros spp. 10-20 µm,3141.59,43.95,197.51,PP
149022,Ditylum spp.,25000,245.84,1061.99,NA
149031,Navicula cf. 200-250 µm length,84375,674.71,2848.08,PP
149069,Rhizosolenia spp.,502654.4,2967.68,12109.38,PP
149116,Rhizosolenia imbricata group,282743.1,1840.85,7594.01,NA
149132,Guinardia flaccida <150 µm length,196349.38,1360.12,5649.88,PP
149135,Lauderia annulata > 70 µm length,346360.3,2178.57,8952.61,PP
149157,Odontella rhombus,980765.13,5168.47,20823.4,NA
149161,Schroederella spp.,,,,NA
149185,Pleurosigma inflatum,6000,75.2,333.79,NA
149191,Achnanthes spp.,32986.7,309.45,1329.74,NA
149215,Nitzschia gracilis,348.75,7.09,33.22,NA
149216,Psammodictyon cf. spp.,19845,202.96,880.62,NA
291405,Manguinea spp.,36000,332.73,1427.43,PP
341375,Entomoneis paludosa var. hyperborea,30799.36,292.32,1257.77,NA
341392,Triparma columacea alata,33.51,,,NA
341398,Rhizosolenia polydactyla f. polydactyla,2332630.58,10609.01,42045.12,NA
341475,Chaetoceros curvatus,5301.43,67.86,301.91,NA
341478,Chaetoceros hendeyi,2474,36.05,162.72,NA
341501,Proboscia inermis,77956.84,631.83,2671.08,NA
341515,Thalassiosira lentiginosa,128117.97,954.29,3996.36,NA
341533,Amphiprora kufferathii,3063.05,43.04,193.49,NA
341543,Haslea trompii,24928.52,245.26,1059.53,NA
341557,Fragilariopsis obliquecostata,4078.74,54.59,244.08,NA
341560,Fragilariopsis ritscheri,1401.93,22.5,102.66,NA
341685,Amphorellopsis quinquealata,,,,NA
345546,Thalassiosira lineata,7443.21,89.93,397.55,NA
345870,Protocystis xiphodon,,,,NA
375958,Ciliophrys infusionum,904.78,,,NA
387331,Rhizosolenia antennata,109103.49,835.16,3508.16,NA
391868,Haramonas spp.,,,,NA
411767,Pseudo-nitzschia cf. subcurvata,160,3.71,17.66,NA
417149,Tintinnopsis gracilis,37224.7,815.62,4309.56,NA
417162,Codonellopsis orthoceras,142418.75,3218.31,15192.26,NA
417187,Metacylis corbula,51911.63,1146.16,5889.2,NA
418192,Nitzschia dietrichii,32300,304.09,1307.24,NA
418224,Tryblionella brightwellii,2617.99,37.78,170.36,NA
149285,Detonula spp.,47712.9,420.37,1793.77,NA
149310,Dactyliosolen fragilissimus <150 µm length,25132.72,246.92,1066.56,NA
149321,Lithodesmium spp.,1000000,5252.46,21154,PP
149391,Rhoicosphenia spp.,,,,NA
149436,Navicula granulata,14962.5,160.55,700.36,NA
149453,Navicula radiosa,14962.5,160.55,700.36,NA
149565,Rhopalodia spp.,31415.9,297.16,1278.15,NA
149574,Hantzschia cf. virgata,,,,NA
149630,Stephanopyxis spp.,770736.75,4231.5,17126.68,PP
156548,Pseudo-nitzschia pseudodelicatissima,2021.25,30.48,138.12,NA
156598,Entomoneis spp.,30799.36,292.32,1257.77,PP
156617,Chaetoceros cf. lorenzianus,18849.54,194.47,844.62,NA
156691,Thalassiosira oestrupii,5987.09,75.07,333.21,NA
157074,Rhabdonema adriaticum,3591,49.11,220.13,NA
157438,Helicotheca spp.,95425.8,747.28,3147.03,PP
160528,Pseudo-nitzschia pungens,880,15.29,70.37,NA
160550,Coelastrum spp.,179.59,,,NA
161535,Anaulus spp.,294.52,6.16,28.96,NA
163094,Imantonia spp.,65.45,,,NA
163342,Pseudosolenia spp.,353428.88,2215.41,9100.5,NA
163342,Pseudosolenia spp. ~60 µm cell width,1130972.4,5817.39,23374.49,PP
163478,Micractinium spp.,33.51,,,NA
163573,Vorticella spp.,10226.53,217.51,1281.02,PZ
176249,Synedra toxoneides,240,5.2,24.53,NA
177506,Limnothrix spp.,,,,NA
177590,Pseudanabaena cf. limnetica,78.54,8,0.2,NA
178565,Hillea spp.,523.6,,,NA
178583,Chlamydomonas cf. spp.,268.08,,,NA
179320,Mesodinium cf. spp.,3817.03,79.37,507.77,NA
179937,Diploneis nitescens,27708.82,267.75,1154.4,NA
180638,Navicula libellus,14962.5,160.55,700.36,NA
183553,Protorhabdonella curta,21262.28,459.91,2547.11,NA
183566,Salpingella spp.,28274.31,615.61,3328.74,PZ
204197,Codonellopsis spp.,79586.95,1774.56,8796.57,PZ
231788,Karenia cf. spp.,,,,NA
231788,Karenia spp.,7530.88,230.85,1137.5,PP
232142,Amphisolenia schauinslandii,39269.88,938.08,4398.94,NA
232192,Dinophysis hyalina,7330.38,225.62,1112.63,NA
232286,Dinophysis tenuivelata,33510.29,819.9,3863.09,NA
232326,Histioneis moresbyensis,,,,NA
232369,Histioneis megalocopa,,,,NA
232386,Parahistioneis pachypus,,,,NA
232403,Prorocentrum magnum,2047.27,76.4,391.44,NA
232405,Histioneis remora,,,,NA
232410,Histioneis simplex,,,,NA
232420,Ornithocercus carpentariae,7068.58,218.76,1079.98,NA
232500,Prorocentrum antarcticum,994.84,41.4,216.76,NA
232624,Podolampas bipes var. reticulata,56548.62,1278.46,5929.9,NA
232650,Margelefidinium polykrikoides,23090.69,597.64,2847.53,NA
232687,Cochlodinium virescens,23090.69,597.64,2847.53,NA
232753,Gymnodinium flavum,737.23,32.1,169.58,NA
232763,Gymnodinium galeaeforme,737.23,32.1,169.58,NA
232812,Protoperidinium cf. unipes,77207.72,1665.35,7652.58,NA
232824,Protoperidinium tuba,77207.72,1665.35,7652.58,NA
232868,Gymnodinium sphaeroideum,737.23,32.1,169.58,NA
233113,Nematodinium torpedo,14137.16,394.04,1905.29,NA
233330,Ceratocorys bipes,131946.78,2624.83,11869.17,NA
233443,Alexandrium insuetum,2412.74,87.83,447.81,NA
233759,Fibrocapsa spp.,4008.8,,,NA
233868,Oxytoxum cf. variabile,3534.29,121.45,612.17,NA
235757,Tintinnopsis radix,193888.46,4412.6,20297.1,NA
235802,Acanthoica cf. quattrospina,412.33,,,NA
235827,Calyptrolithophora spp.,1767.14,,,NA
235926,Calciosolenia murrayi,622.03,,,NA
235937,Umbellosphaera spp.,523.6,,,NA
235970,Pontosphaera discopora,4188.79,,,NA
235975,Scyphosphaera apsteinii,4188.79,,,NA
235979,Syracosphaera pulchra,523.6,,,NA
246593,Karenia cf. papilionacea,5615.59,179.94,894.48,NA
248058,Eucampia cornuta,4712.39,61.54,274.4,PP
248074,Toxarium spp.,16964.59,178.19,775.45,PP
248075,Toxarium undulatum,17318.01,181.27,788.52,NA
248180,Nanoneis hasleae,17.28,0.59,2.9,NA
4,Fungal fruiting body,,,,NA
11,Ciliate (naked 25-50 µm),41887.87,920.29,4814.64,NA
11,Ciliate (naked < 25µm),5235.98,109.66,683.22,NA
1806,Echinoderm spine,,,,NA
101195,Strombidium cf. spp.,2208.93,45.36,303.82,NA
105518,Parvicorbicula spp.,,,,NA
106281,Chroomonas spp.,128.07,,,NA
109470,Alexandrium cf. cyst,2412.74,87.83,447.81,NA
109470,Alexandrium peruvianum/ostenfeldii,41101.42,975.09,4566.28,NA
109476,Gyrodinium spp. 40-60 µm,27488.91,692.99,3284.61,MP
109477,Katodinium spp.,11.52,0.94,5.62,NA
109490,Nematodinium spp.,14137.16,394.04,1905.29,NA
109538,Glenodinium spp.,11451.1,329.49,1603.28,NA
109553,Protoperidinium spp. 20-30 µm,,,,NA
109555,Pyrophacus cf. spp.,353492.75,6059.78,26603.41,PP
109595,Amphisolenia rectangulata,39269.88,938.08,4398.94,NA
109602,Citharistes regius,15707.95,430.91,2077,NA
