SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,SPCODE,CELL_COUNT,SAMPVOL_L
634,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,44,0.0416
634,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,6,0.0416
634,Rhizosolenia bergonii,Centric diatom,Rhizosolenia,bergonii,196811,1,0.0416
634,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,149069,2,0.0416
634,Salpingella spp.,Ciliate,Salpingella,spp.,183566,1,0.0416
634,Striatella spp.,Pennate diatom,Striatella,spp.,149176,2,0.0416
634,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,149092,9,0.0416
634,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,73,0.0104
634,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),146203,15,0.0416
634,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,1,0.001248
636,Centric diatom,Centric diatom,(null),(null),148899,3,0.04028
636,Chrysophyceae,Flagellate,(null),(null),146230,3,0.0018126
636,Ciliate (naked < 25µm),Ciliate,(null),(null),11,3,0.04028
636,Climacodium spp.,Centric diatom,Climacodium,spp.,196803,4,0.04028
636,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,2,0.0018126
636,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,1,0.04028
636,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,149310,8,0.04028
636,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,22,0.0018126
636,Flagellate <10 µm round,Flagellate,(null),(null),146222,180,0.0018126
636,Guinardia striata,Centric diatom,Guinardia,striata,149113,2,0.04028
636,Gymnodinioid dinoflagellate 20-30 µm,Dinoflagellate,(null),(null),109392,6,0.04028
636,Helicotheca spp.,Centric diatom,Helicotheca,spp.,157438,2,0.04028
636,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,1,0.04028
636,Meuniera membranacea,Pennate diatom,Meuniera,meuniera,149145,4,0.04028
636,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),149031,1,0.04028
636,Pennate diatom 75 - 100 µm,Pennate diatom,(null),(null),148899,2,0.04028
636,Prasinophytes,Flagellate,(null),(null),17329,5,0.0018126
636,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,2,0.04028
636,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,5,0.04028
636,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,3,0.04028
636,Rhizosolenia bergonii,Centric diatom,Rhizosolenia,bergonii,196811,6,0.04028
636,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,2,0.04028
636,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,149069,1,0.04028
636,Tintinnina ,Ciliate,(null),(null),732976,1,0.04028
636,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),146203,1,0.04028
637,Centric diatom 20-30 µm,Centric diatom,(null),(null),(null),1,0.0426
637,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,178185,2,0.0426
637,Chaetoceros spp.,Centric diatom,Chaetoceros,spp.,148985,1,0.0426
637,Climacodium spp.,Centric diatom,Climacodium,spp.,196803,15,0.0426
637,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,1,0.00213
637,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,2,0.0426
637,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,149310,5,0.0426
637,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,23,0.00213
637,Flagellate <10 µm round,Flagellate,(null),(null),146222,182,0.00213
637,Guinardia striata,Centric diatom,Guinardia,striata,149113,19,0.0426
637,Meuniera membranacea,Pennate diatom,Meuniera,meuniera,149145,2,0.0426
637,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),149031,3,0.0426
637,Pennate diatom 75 - 100 µm,Pennate diatom,(null),(null),148899,11,0.0426
637,Prasinophytes,Flagellate,(null),(null),17329,5,0.00213
637,Proboscia alata,Centric diatom,Proboscia,alata,149168,18,0.0426
637,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,10,0.0426
637,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,5,0.0426
637,Pseudosolenia calcar-avis,Centric diatom,Pseudosolenia,calcar-avis,163344,1,0.0426
637,Rhizosolenia bergonii,Centric diatom,Rhizosolenia,bergonii,196811,1,0.0426
637,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,1,0.0426
637,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,50,0.0426
637,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,837448,1,0.0426
637,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,840626,2,0.0426
637,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),146203,2,0.0426
637,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,15,0.00213
638,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,3,0.04224
638,Centric diatom 10-20 µm,Centric diatom,(null),(null),(null),30,0.04224
638,Chaetoceros spp.,Centric diatom,Chaetoceros,spp.,148985,3,0.04224
638,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,3,0.04224
638,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,13,0.04224
638,Climacodium spp.,Centric diatom,Climacodium,spp.,196803,6,0.04224
638,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,7,0.0011616
638,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,181,0.04224
638,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,149310,15,0.04224
638,Dadayiella ganymedes,Ciliate,Dadayiella,ganymedes,183542,1,0.04224
638,Epiplocylis cf. undella,Ciliate,Epiplocylis,cf. undella,341668,1,0.04224
638,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,38,0.0011616
638,Flagellate <10 µm round,Flagellate,(null),(null),146222,176,0.0011616
638,Guinardia delicatula,Centric diatom,Guinardia,delicatula,149112,49,0.04224
638,Guinardia striata,Centric diatom,Guinardia,striata,149113,24,0.04224
638,Hemiaulus membranaceus,Centric diatom,Hemiaulus,membranaceus,418540,2,0.04224
638,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,4,0.04224
638,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,2,0.04224
638,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),149031,3,0.04224
638,Octactis octonaria,Silicoflagellate,Octactis,octonaria,375970,1,0.04224
638,Prasinophytes,Flagellate,(null),(null),17329,6,0.0011616
638,Proboscia alata,Centric diatom,Proboscia,alata,149168,3,0.04224
638,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,10,0.04224
638,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,20,0.04224
638,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,573572,10,0.04224
638,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,2,0.04224
638,Scrippsiella trochoidea,Dinoflagellate,Scrippsiella,trochoidea,110172,1,0.04224
638,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,149092,3,0.04224
638,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,842517,1,0.04224
638,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,7,0.0011616
639,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,4,0.0404
639,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,149619,7,0.0404
639,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,149288,2,0.0404
639,Chaetoceros compressus,Centric diatom,Chaetoceros (Hyalochaete),compressus,149129,20,0.0404
639,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,178185,1,0.0404
639,Chaetoceros resting cyst,Centric diatom,Chaetoceros,spp.,148985,19,0.0404
639,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,148985,3,0.0404
639,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,23,0.0404
639,Chrysophyceae,Flagellate,(null),(null),146230,3,0.001414
639,Ciliate (Inc. tintinnid),Ciliate,(null),(null),11,10,0.0404
639,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,196804,28,0.0404
639,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,9,0.001414
639,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,16,0.0404
639,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,149310,43,0.0404
639,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,248064,48,0.0404
639,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,13,0.001414
639,Flagellate <10 µm round,Flagellate,(null),(null),146222,204,0.001414
639,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,9,0.0404
639,Guinardia striata,Centric diatom,Guinardia,striata,149113,9,0.0404
639,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,109476,7,0.0404
639,Haslea wawrikae,Pennate diatom,Haslea,wawrikae,248063,1,0.0404
639,Hemiaulus hauckii,Centric diatom,Hemiaulus,hauckii,163249,2,0.0404
639,Hemiaulus indicus,Centric diatom,Hemiaulus,indicus,573475,2,0.0404
639,Hemiaulus membranaceus,Centric diatom,Hemiaulus,membranaceus,418540,1,0.0404
639,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,6,0.0404
639,Laboea spp.,Ciliate,Laboea,spp.,101190,1,0.0404
639,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,149135,3,0.0404
639,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,20,0.0404
639,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,149230,3,0.0404
639,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,149039,6,0.0404
639,Navicula cf. 20-40 µm length,Pennate diatom,(null),(null),149031,5,0.0404
639,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),149031,6,0.0404
639,Prasinophytes,Flagellate,(null),(null),17329,15,0.001414
639,Proboscia alata,Centric diatom,Proboscia,alata,149168,24,0.0404
639,Pronoctiluca spp.,Dinoflagellate,Pronoctiluca,spp.,109487,1,0.0404
639,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,1,0.0404
639,Prymnesiophytes,Flagellate,(null),(null),115057,9,0.001414
639,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,22,0.0404
639,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,17,0.0404
639,Pseudosolenia spp. ~30 µm cell width,Centric diatom,Pseudosolenia,spp.,163342,1,0.0404
639,Rhabdonella amor,Ciliate,Rhabdonella,amor,341673,1,0.0404
639,Rhizosolenia imbricata group,Centric diatom,Rhizosolenia,cf. imbricata,149116,18,0.0404
639,Rhizosolenia pungens,Centric diatom,Rhizosolenia,pungens,149117,1,0.0404
639,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,3,0.0404
639,Salpingella spp.,Ciliate,Salpingella,spp.,183566,1,0.0404
639,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,1,0.0404
639,Steenstrupiella spp.,Ciliate,Steenstrupiella,spp.,183545,1,0.0404
639,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,597,0.00505
639,Tripos candelabrum,Dinoflagellate,Tripos (Ceratium),candelabrum,841193,2,0.101
639,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),146203,1,0.0404
639,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,2,0.001414
640,Chaetoceros coarctatus (+ciliates),Centric diatom,Chaetoceros (Phaeoceros),coarctatus,178180,2,0.1
640,Chaetoceros danicus,Centric diatom,Chaetoceros (Phaeoceros),danicus,149120,1,0.04
640,Ciliate (naked < 25µm),Ciliate,(null),(null),11,5,0.04
640,Corethron spp.,Centric diatom,Corethron,spp.,149109,1,0.04
640,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,6,0.0009
640,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,2,0.04
640,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,157463,6,0.04
640,Eutreptiella spp.,Flagellate,Eutreptiella,spp.,17657,1,0.04
640,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,30,0.0009
640,Flagellate <10 µm round,Flagellate,(null),(null),146222,230,0.0009
640,Guinardia striata,Centric diatom,Guinardia,striata,149113,7,0.04
640,Pennate diatom > 100 µm,Pennate diatom,(null),(null),148899,3,0.04
640,Prasinophytes,Flagellate,(null),(null),17329,6,0.0009
640,Prymnesiophytes,Flagellate,(null),(null),115057,7,0.0009
640,Tripos kofoidii,Dinoflagellate,Tripos (Ceratium),kofoidii,837456,1,0.04
640,Unid dinoflagellate > 10 µm,Dinoflagellate,(null),(null),146203,9,0.0009
641,Centric diatom,Centric diatom,(null),(null),148899,3,0.0404
641,Chaetoceros criophilus,Centric diatom,Chaetoceros (Phaeoceros),criophilus,465389,1,0.0404
641,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,148985,1,0.0404
641,Ciliate (Inc. tintinnid),Ciliate,(null),(null),11,14,0.0404
641,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,196804,7,0.0404
641,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,58,0.000808
641,Cylindrical diatom,Centric diatom,(null),(null),148899,5,0.0404
641,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,8,0.0404
641,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,149310,14,0.0404
641,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,248064,6,0.0404
641,Dinophysis caudata,Dinoflagellate,Dinophysis,caudata,109612,1,0.0404
641,Ditylum brightwellii < 40 µm width,Centric diatom,Ditylum,brightwellii,149023,1,0.0404
641,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,7,0.000808
641,Flagellate <10 µm round,Flagellate,(null),(null),146222,197,0.000808
641,Guinardia striata,Centric diatom,Guinardia,striata,149113,2,0.0404
641,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,109476,11,0.0404
641,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,2,0.0404
641,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,149135,1,0.0404
641,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,11,0.0404
641,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,149230,5,0.0404
641,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,149039,3,0.0404
641,Meuniera membranacea,Pennate diatom,Meuniera,meuniera,149145,4,0.0404
641,Navicula cf. 20-40 µm length,Pennate diatom,(null),(null),149031,6,0.0404
641,Oxytoxum scolopax,Dinoflagellate,Oxytoxum,scolopax,110115,1,0.0404
641,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,109528,1,0.0404
641,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,2,0.0404
641,Prasinophytes,Flagellate,(null),(null),17329,10,0.000808
641,Proboscia alata,Centric diatom,Proboscia,alata,149168,3,0.0404
641,Pronoctiluca spp.,Dinoflagellate,Pronoctiluca,spp.,109487,1,0.0404
641,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,1,0.0404
641,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,1,0.0404
641,Prymnesiophytes,Flagellate,(null),(null),115057,5,0.000808
641,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,11,0.0404
641,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,7,0.0404
641,Raphidophytes,Flagellate,(null),(null),160581,2,0.000808
641,Rhabdonella amor,Ciliate,Rhabdonella,amor,341673,1,0.0404
641,Rhizosolenia imbricata group,Centric diatom,Rhizosolenia,cf. imbricata,149116,8,0.0404
641,Rhizosolenia pungens,Centric diatom,Rhizosolenia,pungens,149117,1,0.0404
641,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,1,0.0404
641,Salpingella spp.,Ciliate,Salpingella,spp.,183566,2,0.0404
641,Skeletonema spp.,Centric diatom,Skeletonema,spp.,149073,26,0.0404
641,Strombidium spp.,Ciliate,Strombidium,spp.,101195,1,0.0404
641,Thalassionema frauenfeldii,Pennate diatom,Thalassionema,frauenfeldii,176352,4,0.0404
641,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,250,0.01515
641,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,841746,2,0.0404
641,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),146203,5,0.0404
641,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,2,0.000808
642,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,178185,1,0.002
642,Chrysophyceae,Flagellate,(null),(null),146230,1,0.0008
642,Ciliate (naked < 25µm),Ciliate,(null),(null),11,16,0.002
642,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,7,0.0008
642,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,157463,2,0.002
642,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,27,0.0008
642,Flagellate <10 µm round,Flagellate,(null),(null),146222,169,0.0008
642,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,1,0.002
642,Guinardia striata,Centric diatom,Guinardia,striata,149113,1,0.002
642,Gymnodinioid dinoflagellate 20-30 µm,Dinoflagellate,(null),(null),109392,7,0.002
642,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,241,0.001
642,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,109921,22,0.1
642,Prasinophytes,Flagellate,(null),(null),17329,6,0.0008
642,Proboscia alata,Centric diatom,Proboscia,alata,149168,30,0.001
642,Protoperidinium pellucidum,Dinoflagellate,Protoperidinium,pellucidum,110245,1,0.002
642,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,12,0.002
642,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,15,0.001
642,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,28,0.001
642,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,5,0.002
642,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,21,0.0008
643,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,6,0.04
643,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,2,0.04
643,Chrysophyceae,Flagellate,(null),(null),146230,1,0.004
643,Ciliate (naked < 25µm),Ciliate,(null),(null),11,2,0.04
643,Corethron pennatum,Centric diatom,Corethron,pennatum,341496,3,0.04
643,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,3,0.004
643,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,8,0.04
643,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,149310,12,0.04
643,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,157463,3,0.04
643,Ditylum brightwellii < 40 µm width,Centric diatom,Ditylum,brightwellii,149023,1,0.04
643,Eutreptiella spp.,Flagellate,Eutreptiella,spp.,17657,2,0.04
643,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,22,0.004
643,Flagellate <10 µm round,Flagellate,(null),(null),146222,181,0.004
643,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,2,0.04
643,Guinardia striata,Centric diatom,Guinardia,striata,149113,12,0.04
643,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,149135,6,0.04
643,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,149230,6,0.04
643,Parundella spp.,Ciliate,Parundella,spp.,345911,1,0.1
643,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,1,0.04
643,Prasinophytes,Flagellate,(null),(null),17329,12,0.004
643,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,1,0.04
643,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,1,0.04
643,Prymnesiophytes,Flagellate,(null),(null),115057,4,0.004
643,Salpingella spp.,Ciliate,Salpingella,spp.,183566,1,0.04
643,Thalassionema spp.,Pennate diatom,Thalassionema,spp.,149092,27,0.04
643,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,148912,2,0.04
643,Tripos arietinus,Dinoflagellate,Tripos (Tripoceratium),arietinus,841182,1,0.04
643,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,841746,3,0.04
643,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,9,0.004
644,Centric diatom 10-20 µm,Centric diatom,(null),(null),(null),115,0.0402
644,Centric diatom 40-50 µm,Centric diatom,(null),(null),(null),2,0.0402
644,Chaetoceros spp.,Centric diatom,Chaetoceros,spp.,148985,2,0.0402
644,Climacodium spp.,Centric diatom,Climacodium,spp.,196803,1,0.0402
644,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,72,0.0402
644,Cymatocylis spp.,Ciliate,Cymatocylis,spp.,341296,1,0.0402
644,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,149310,11,0.0402
644,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,21,0.00201
644,Flagellate <10 µm round,Flagellate,(null),(null),146222,189,0.00201
644,Guinardia cylindrus,Centric diatom,Guinardia,cylindrus,163241,12,0.0402
644,Guinardia delicatula,Centric diatom,Guinardia,delicatula,149112,1,0.0402
644,Guinardia striata,Centric diatom,Guinardia,striata,149113,15,0.0402
644,Helicotheca spp.,Centric diatom,Helicotheca,spp.,157438,1,0.0402
644,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,8,0.0402
644,Meuniera membranacea,Pennate diatom,Meuniera,meuniera,149145,5,0.0402
644,Navicula cf. 100-120 µm length,Pennate diatom,(null),(null),149031,1,0.0402
644,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),149031,2,0.0402
644,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,15,0.0402
644,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,8,0.0402
644,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,(null),(null),146203,1,0.0402
644,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,8,0.00201
645,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,12,0.0428
645,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,4,0.00428
645,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,14,0.00428
645,Flagellate <10 µm round,Flagellate,(null),(null),146222,252,0.00428
645,Pennate diatom 75 - 100 µm,Pennate diatom,(null),(null),148899,16,0.0428
645,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,83,0.0428
645,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,19,0.0428
645,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,16,0.00428
646,Amphidinium spp. <30 µm cell height,Dinoflagellate,Amphidinium,spp.,109473,1,0.03924
646,Chaetoceros spp.,Centric diatom,Chaetoceros,spp.,148985,1,0.03924
646,Chrysophyceae,Flagellate,(null),(null),146230,1,0.0022563
646,Ciliate (naked < 25µm),Ciliate,(null),(null),11,7,0.03924
646,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,2,0.0022563
646,Cyanobacteria coccoid chain,Cyanobacteria,(null),(null),146537,20,0.03924
646,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,5,0.03924
646,Dactyliosolen blavyanus,Centric diatom,Dactyliosolen,blavyanus,179786,1,0.03924
646,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,33,0.0022563
646,Flagellate <10 µm round,Flagellate,(null),(null),146222,148,0.0022563
646,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,(null),(null),109392,1,0.03924
646,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,109476,3,0.03924
646,Licmophora spp. < 150 µm,Pennate diatom,Licmophora,spp.,149342,1,0.03924
646,Podolampas palmipes,Dinoflagellate,Podolampas,palmipes,232625,1,0.03924
646,Prasinophytes,Flagellate,(null),(null),17329,5,0.0022563
646,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,1,0.03924
646,Rhabdonema spp.,Pennate diatom,Rhabdonema,spp.,157072,1,0.03924
646,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,1,0.03924
646,Salpingella acuminata,Ciliate,Salpingella,acuminata,417228,1,0.03924
646,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,149092,3,0.03924
646,Tripos teres,Dinoflagellate,Tripos (Ceratium),teres,1381154,1,0.03924
646,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,15,0.0022563
647,Acanthostomella norvegica,Ciliate,Acanthostomella,norvegica,183556,1,0.04
647,Campylodiscus spp.,Pennate diatom,Campylodiscus,spp.,149616,1,0.04
647,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,3,0.04
647,Chrysophyceae,Flagellate,(null),(null),146230,1,0.0011
647,Ciliate (naked < 25µm),Ciliate,(null),(null),11,3,0.04
647,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,13,0.0011
647,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,12,0.04
647,Dinophysis dens,Dinoflagellate,Dinophysis,dens,109616,1,0.04
647,Eutintinnus spp.,Ciliate,Eutintinnus,spp.,183543,1,0.04
647,Eutreptiella spp.,Flagellate,Eutreptiella,spp.,17657,2,0.04
647,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,28,0.0011
647,Flagellate <10 µm round,Flagellate,(null),(null),146222,194,0.0011
647,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,(null),(null),109392,12,0.04
647,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,109476,1,0.04
647,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,149039,3,0.04
647,Mesodinium rubrum,Ciliate,Mesodinium,rubrum,232069,1,0.04
