SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,COUNTS,SAMPVOL_L
867,Oncaea spp. m >0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,2,0.961452
867,Evadne nordmanni f,NON-COPEPOD,Cladoceran,Evadne,nordmanni,106273,4,0.961452
498,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,10,0.622116
498,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,23,0.622116
498,Lucifer spp.,NON-COPEPOD,Decapod,Lucifer,spp.,106827,1,0.622116
498,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,1,0.622116
842,Centropages spp. j,COPEPOD,Copepod,Centropages,spp.,104159,1,0.84834
842,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,9,0.84834
842,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,1,0.84834
842,Nyctiphanes australis FI,NON-COPEPOD,Euphausiid,Nyctiphanes,australis,237863,1,0.84834
842,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,39,0.84834
842,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),102,1,0.84834
496,Microsetella rosea m,COPEPOD,Copepod,Microsetella,rosea,116116,2,1.55529
496,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,3,1.55529
496,Spinoncaea spp. f,COPEPOD,Copepod,Spinoncaea,spp.,348050,1,1.55529
496,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,25,1.55529
496,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),1410,13,1.55529
496,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,3,1.55529
667,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,220838,1,1.13112
667,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,1,1.13112
667,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,128954,2,1.13112
667,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,2,1.13112
667,Echinoderm larvae,NON-COPEPOD,Echinoderm,(null),(null),1806,1,1.13112
667,Leptothecata,NON-COPEPOD,Cnidarian,(null),(null),13552,4,1.13112
667,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,4,1.13112
667,Nauplii zooplankton,NON-COPEPOD,Other,(null),(null),1066,3,1.13112
666,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,1,0.56556
666,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,1,0.56556
666,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,1,0.56556
666,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,27,0.56556
63,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,28,1.13112
63,Harpacticoid j,COPEPOD,Copepod,(null),(null),1102,1,1.13112
63,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,6,1.13112
63,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,60,1.13112
63,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,1,1.13112
63,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,5,1.13112
1,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,104645,2,1.13112
1,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,128954,1,1.13112
61,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,5,1.13112
61,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,4,1.13112
61,Macrosetella gracilis j,COPEPOD,Copepod,Macrosetella,gracilis,116382,4,1.13112
61,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,1,1.13112
61,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,12,1.13112
974,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,1,1.55529
974,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,1.55529
974,Farranula carinata f,COPEPOD,Copepod,Farranula,carinata,128811,2,1.55529
974,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,52,1.55529
974,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,106655,1,1.55529
974,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,1,1.55529
1070,Cosmocalanus darwinii CV,COPEPOD,Copepod,Cosmocalanus,darwinii,361259,1,2.68641
1070,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1,2.68641
1070,Farranula rostrata f,COPEPOD,Copepod,Farranula,rostrata,128814,1,2.68641
1070,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,39,2.68641
1070,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,5,2.68641
1070,Spinoncaea spp. f,COPEPOD,Copepod,Spinoncaea,spp.,348050,1,2.68641
974,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,1,1.55529
974,Pareucalanus spp. j,COPEPOD,Copepod,Pareucalanus,spp.,237967,4,1.55529
974,Bassia bassensis,NON-COPEPOD,Cnidarian,Bassia,bassensis,135404,1,1.55529
974,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,5,1.55529
974,Conchoecia spp.,NON-COPEPOD,Ostracod,Conchoecia,spp.,127533,2,1.55529
974,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,1,1.55529
1070,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,4,2.68641
1081,Bestiolina spp. f,COPEPOD,Copepod,Bestiolina,spp.,346148,1,0.226224
1081,Clausocalanus farrani/jobei f (1.00mm>x<1.2mm),COPEPOD,Copepod,Clausocalanus,farrani/jobei,104504,1,0.226224
1081,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,3,0.226224
1081,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,1,0.226224
1081,Subeucalanus subtenuis f,COPEPOD,Copepod,Subeucalanus,subtenuis,104549,1,0.226224
1081,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),102,4,0.226224
284,Calanid CI,COPEPOD,Copepod,(null),(null),104079,8,0.622116
284,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,27,0.622116
284,Rhincalanidae j,COPEPOD,Copepod,(null),(null),345271,1,0.622116
284,Gastropod,NON-COPEPOD,Mollusc,(null),(null),101,6,0.622116
285,Calanidae f,COPEPOD,Copepod,(null),(null),104079,3,0.622116
285,Copepod damaged / unidentified,COPEPOD,Copepod,(null),(null),1080,5,0.622116
285,Oncaea mediterranea complex m,COPEPOD,Copepod,Oncaea,mediterranea complex,128939,2,0.622116
285,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,15,0.622116
285,Egg,NON-COPEPOD,Egg,(null),(null),(null),27,0.622116
285,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,43,0.622116
286,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),1371,1,0.622116
288,Fish larvae,NON-COPEPOD,Fish,(null),(null),11676,1,0.622116
289,Calanopia spp. j,COPEPOD,Copepod,Calanopia,spp.,104207,1,0.622116
289,Clausocalanus arcuicornis m,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,1,0.622116
290,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,346026,1,0.622116
290,Fish j,NON-COPEPOD,Fish,(null),(null),11676,1,0.622116
291,Harpacticoid j,COPEPOD,Copepod,(null),(null),1102,1,0.622116
827,Microsetella norvegica m,COPEPOD,Copepod,Microsetella,norvegica,116115,1,0.56556
827,Oithona atlantica f,COPEPOD,Copepod,Oithona,atlantica,106642,8,0.56556
827,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,3,0.56556
827,Oncaea mediterranea complex f,COPEPOD,Copepod,Oncaea,mediterranea complex,128939,1,0.56556
827,Oncaea venusta venella no hump f,COPEPOD,Copepod,Oncaea,venusta venella no hump,363588,1,0.56556
827,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,2,0.56556
827,Scolecitrichidae m,COPEPOD,Copepod,(null),(null),104103,1,0.56556
827,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,1,0.56556
827,Triconia umerus f,COPEPOD,Copepod,Triconia,umerus,361551,1,0.56556
827,Aidanosagitta regularis,NON-COPEPOD,Chaetognath,Aidanosagitta,regularis,266712,2,0.56556
827,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,9,0.56556
827,Nauplii zooplankton,NON-COPEPOD,Other,(null),(null),1066,1,0.56556
827,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,13,0.56556
827,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),102,4,0.56556
827,Serratosagitta pacifica ,NON-COPEPOD,Chaetognath,Serratosagitta,pacifica,266268,1,0.56556
824,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,1,0.1470456
824,Ditrichocorycaeus andrewsi f,COPEPOD,Copepod,Ditrichocorycaeus,andrewsi,128804,1,0.1470456
824,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,2,0.1470456
824,Tortanus (Tortanus) gracilis m,COPEPOD,Copepod,Tortanus (Tortanus),gracilis,720560,1,0.1470456
839,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,1,2.54502
848,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,104669,1,0.509004
836,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,1,0.5429376
836,Microsetella norvegica m,COPEPOD,Copepod,Microsetella,norvegica,116115,1,0.5429376
848,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,10,0.509004
841,Clytemnestra spp. j,COPEPOD,Copepod,Clytemnestra,spp.,115273,1,1.13112
841,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,7,1.13112
841,Pleuromamma abdominalis f,COPEPOD,Copepod,Pleuromamma,abdominalis,104637,1,1.13112
848,Microsetella spp. f,COPEPOD,Copepod,Microsetella,spp.,115341,1,0.509004
848,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,1,0.509004
848,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,1,0.509004
848,Flaccisagitta enflata,NON-COPEPOD,Chaetognath,Flaccisagitta,enflata,105434,2,0.509004
848,Phalacrophorus spp.,NON-COPEPOD,Polychaete,Phalacrophorus,spp.,206129,1,0.509004
979,Calanoid j,COPEPOD,Copepod,(null),(null),1100,20,0.1583568
979,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,1,0.1583568
979,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,15,0.1583568
998,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,2,1.13112
998,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,1,1.13112
998,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,1,1.13112
979,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,7,0.1583568
979,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,3,0.1583568
979,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,1,0.1583568
998,Paroithona spp. f,COPEPOD,Copepod,Paroithona,spp.,106486,1,1.13112
998,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,242,1.13112
1071,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,3,2.8278
1071,Mecynocera spp. j,COPEPOD,Copepod,Mecynocera,spp.,104184,1,2.8278
1071,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,1,2.8278
1071,Oncaea venusta typica m,COPEPOD,Copepod,Oncaea,venusta typica,363803,2,2.8278
1071,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,2,2.8278
998,Globigerinidae,NON-COPEPOD,Foraminifera,(null),(null),111929,3,1.13112
998,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,1,1.13112
998,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,28,1.13112
1071,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,1,2.8278
1146,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,2,1.13112
1146,Farranula gibbula f,COPEPOD,Copepod,Farranula,gibbula,346477,1,1.13112
1146,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,1,1.13112
1146,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,1,1.13112
124,Nannocalanus minor f,COPEPOD,Copepod,Nannocalanus,minor,104469,2,0.622116
3,Mecynocera clausi f,COPEPOD,Copepod,Mecynocera,clausi,104616,1,0.622116
3,Oncaea media complex m,COPEPOD,Copepod,Oncaea,media complex,128938,1,0.622116
3,Onychocorycaeus agilis f,COPEPOD,Copepod,Onychocorycaeus,agilis,359743,1,0.622116
69,Calanid CV,COPEPOD,Copepod,(null),(null),104079,2,0.622116
69,Farranula gibbula f,COPEPOD,Copepod,Farranula,gibbula,346477,1,0.622116
69,Oithona Grp1 (flat head) f,COPEPOD,Copepod,Oithona,grp 1,106485,22,0.622116
69,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,354022,12,0.622116
69,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,128938,1,0.622116
69,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,9,0.622116
69,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,3,0.622116
69,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,3,0.622116
69,Sapphirina scarlata f,COPEPOD,Copepod,Sapphirina,scarlata,129058,1,0.622116
69,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,3,0.622116
5,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,0.622116
5,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),102,2,0.622116
875,Calanoid j,COPEPOD,Copepod,(null),(null),1100,37,0.56556
875,Canthocalanus pauper m,COPEPOD,Copepod,Canthocalanus,pauper,220834,1,0.56556
875,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,0.56556
875,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,1,0.56556
875,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,106655,2,0.56556
875,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,55,0.56556
875,Favella spp.,NON-COPEPOD,Ciliophora,Favella,spp.,172431,1,0.56556
872,Calanoid j,COPEPOD,Copepod,(null),(null),1100,41,0.56556
872,Mesocalanus tenuicornis f,COPEPOD,Copepod,Mesocalanus,tenuicornis,104468,1,0.56556
872,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,2,0.56556
872,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,2,0.56556
872,Anthomedusae,NON-COPEPOD,Cnidarian,(null),(null),151687,2,0.56556
872,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,1,0.56556
877,Penilia avirostris f gravid,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,14,0.254502
877,Unid invert larvae,NON-COPEPOD,Other,(null),(null),1066,1,0.254502
861,Acartia (Acanthacartia) fossae m,COPEPOD,Copepod,Acartia (Acanthacartia),fossae,345933,1,0.56556
861,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,8,0.56556
847,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,2,0.56556
847,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,2,0.56556
847,Oithona decipiens f,COPEPOD,Copepod,Oithona,decipiens,106644,2,0.56556
847,Oncaea vodjanitskii complex f,COPEPOD,Copepod,Oncaea,vodjanitskii complex,354038,1,0.56556
847,Triconia spp. j,COPEPOD,Copepod,Triconia,spp.,128691,3,0.56556
847,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,2,0.56556
847,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,(null),(null),1371,1,0.56556
862,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,2,0.254502
862,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,4,0.254502
862,Nannocalanus minor f,COPEPOD,Copepod,Nannocalanus,minor,104469,1,0.254502
862,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,1,0.254502
862,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,6,0.254502
862,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,128690,1,0.254502
862,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,1,0.254502
862,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,1,0.254502
862,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,4,0.254502
862,Ophiopluteus,NON-COPEPOD,Echinoderm,(null),(null),1806,1,0.254502
862,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,5,0.254502
861,Oithona attenuata stocky f,COPEPOD,Copepod,Oithona,attenuata stocky,220944,2,0.56556
856,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,1,0.226224
856,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,2,0.226224
856,Lubbockia spp. j,COPEPOD,Copepod,Lubbockia,spp.,128672,1,0.226224
856,Climacocylis scalaria,NON-COPEPOD,Ciliophora,Climacocylis,scalaria,183548,11,0.226224
856,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,3,0.226224
861,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,1,0.56556
888,Calanoid j,COPEPOD,Copepod,(null),(null),1100,45,0.56556
888,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,2,0.56556
888,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,128690,3,0.56556
888,Paroithona spp. f,COPEPOD,Copepod,Paroithona,spp.,106486,3,0.56556
873,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,104669,1,0.254502
873,Canthocalanus pauper CV,COPEPOD,Copepod,Canthocalanus,pauper,220834,1,0.254502
873,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,9,0.254502
873,Barnacle cyprid,NON-COPEPOD,Cirripedia,(null),(null),1082,1,0.254502
873,Bougainvillia vervoorti ,NON-COPEPOD,Cnidarian,Bougainvillia ,vervoorti,284247,1,0.254502
873,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,1,0.254502
888,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,4,0.56556
888,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,1,0.56556
888,Nanomia bijuga,NON-COPEPOD,Cnidarian,Nanomia,bijuga,135495,1,0.56556
887,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,3,0.70695
887,Macrosetella gracilis j,COPEPOD,Copepod,Macrosetella,gracilis,116382,4,0.70695
887,Oncaea scottodicarloi f,COPEPOD,Copepod,Oncaea,scottodicarloi,128950,3,0.70695
887,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,1,0.70695
913,Calanid CIV,COPEPOD,Copepod,(null),(null),104079,2,0.28278
913,Calanopia minor f,COPEPOD,Copepod,Calanopia,minor,220919,1,0.28278
913,Ditrichocorycaeus spp. m,COPEPOD,Copepod,Ditrichocorycaeus,spp.,128635,1,0.28278
913,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),1102,4,0.28278
913,Oithona attenuata typical f,COPEPOD,Copepod,Oithona,attenuata typical,220944,3,0.28278
913,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,7,0.28278
913,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,2,0.28278
913,Euconchoecia spp.,NON-COPEPOD,Ostracod,Euconchoecia,spp.,127538,4,0.28278
913,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,13,0.28278
192,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,104645,2,0.622116
98,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,346026,2,0.622116
98,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,104645,1,0.622116
882,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,33,0.56556
882,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,18,0.56556
882,Onychocorycaeus catus f,COPEPOD,Copepod,Onychocorycaeus,catus,128816,1,0.56556
882,Onychocorycaeus catus m,COPEPOD,Copepod,Onychocorycaeus,catus,128816,1,0.56556
882,Onychocorycaeus spp. m,COPEPOD,Copepod,Onychocorycaeus,spp.,128638,1,0.56556
882,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,1,0.56556
882,Nauplii zooplankton,NON-COPEPOD,Other,(null),(null),1066,1,0.56556
889,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,19,0.509004
889,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,43,0.509004
98,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,346152,4,0.622116
885,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,2,1.13112
885,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,4,1.13112
98,Calanopia minor m,COPEPOD,Copepod,Calanopia,minor,220919,1,0.622116
98,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,17,0.622116
98,Euchaeta spp. f,COPEPOD,Copepod,Euchaeta,spp.,104174,1,0.622116
98,Farranula gibbula f,COPEPOD,Copepod,Farranula,gibbula,346477,5,0.622116
98,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,4,0.622116
98,Onychocorycaeus catus f,COPEPOD,Copepod,Onychocorycaeus,catus,128816,1,0.622116
98,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,4,0.622116
98,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,2,0.622116
98,Echinoderm larvae,NON-COPEPOD,Echinoderm,(null),(null),1806,4,0.622116
98,Fish egg,NON-COPEPOD,Fish,(null),(null),11676,5,0.622116
195,Calanoid j,COPEPOD,Copepod,(null),(null),1100,62,0.622116
195,Harpacticoid j,COPEPOD,Copepod,(null),(null),1102,3,0.622116
195,Oithona longispina f,COPEPOD,Copepod,Oithona,longispina,106649,3,0.622116
885,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,5,1.13112
885,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,2,1.13112
885,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,105,1.13112
885,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,17,1.13112
885,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,55,1.13112
889,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,3,0.509004
889,Penilia avirostris f gravid,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,35,0.509004
889,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,1,0.509004
1065,Clausocalanus paululus f,COPEPOD,Copepod,Clausocalanus,paululus,104508,1,5.6556
982,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,11,1.69668
1053,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,211848,3,0.84834
1053,Centropages australiensis f,COPEPOD,Copepod,Centropages,australiensis,346252,1,0.84834
1053,Centropages australiensis j,COPEPOD,Copepod,Centropages,australiensis,346252,1,0.84834
1053,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,30,0.84834
893,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,1,0.3845808
893,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,11,0.3845808
893,Poecilostomatoida / Cyclopoid f,COPEPOD,Copepod,(null),(null),1103,1,0.3845808
893,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,1,0.3845808
893,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,6,0.3845808
914,Acrocalanus spp. m,COPEPOD,Copepod,Acrocalanus,spp.,104192,1,0.2940912
914,Calanid CV,COPEPOD,Copepod,(null),(null),104079,1,0.2940912
914,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,1,0.2940912
886,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,3,1.0406304
886,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,104645,1,1.0406304
886,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,104669,1,1.0406304
886,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,1,1.0406304
886,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,1,1.0406304
886,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,1,1.0406304
886,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,1,1.0406304
886,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,1,1.0406304
886,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,1,1.0406304
886,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,1,1.0406304
886,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,42,1.0406304
886,Ctenophore,NON-COPEPOD,Ctenophore,(null),(null),1248,1,1.0406304
914,Lubbockia spp. j,COPEPOD,Copepod,Lubbockia,spp.,128672,1,0.2940912
908,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,1,1.1198088
908,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,3,1.1198088
908,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,6,1.1198088
908,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,1,1.1198088
908,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,12,1.1198088
914,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,6,0.2940912
908,Globigerinidae,NON-COPEPOD,Foraminifera,(null),(null),111929,4,1.1198088
908,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,1,1.1198088
914,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,(null),(null),146142,2,0.2940912
914,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,1,0.2940912
914,Euconchoecia spp.,NON-COPEPOD,Ostracod,Euconchoecia,spp.,127538,1,0.2940912
914,Flaccisagitta spp.,NON-COPEPOD,Chaetognath,Flaccisagitta,spp.,105406,2,0.2940912
914,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,21,0.2940912
