TRIP_CODE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,ZOOP_ABUNDANCE_M3
NSI20170217,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,,,146142,12.8593
ROT20170120,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,,,146142,84.8716
ROT20180221,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,,,146142,47.1509
ROT20190527,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,,,146142,31.4339
ROT20190507,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,,,146142,47.1509
YON20190528,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,,,146142,28.2905
ROT20200304,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,,,146142,15.717
MAI20101214,Calanus australis f,COPEPOD,Copepod,Calanus,australis,345760,5.3045
MAI20140807,Calanus australis f,COPEPOD,Copepod,Calanus,australis,345760,0.221
MAI20160831,Calanus australis f,COPEPOD,Copepod,Calanus,australis,345760,3.1434
MAI20170104,Calanus australis f,COPEPOD,Copepod,Calanus,australis,345760,4.7151
MAI20171015,Calanus australis f,COPEPOD,Copepod,Calanus,australis,345760,6.2868
MAI20190731,Calanus australis f,COPEPOD,Copepod,Calanus,australis,345760,1.886
MAI20160927,Clausocalanus ingens f,COPEPOD,Copepod,Clausocalanus,ingens,345778,4.7151
MAI20170801,Clausocalanus ingens f,COPEPOD,Copepod,Clausocalanus,ingens,345778,1.2694
ROT20180719,Clausocalanus ingens f,COPEPOD,Copepod,Clausocalanus,ingens,345778,7.8585
MAI20200526,Clausocalanus ingens f,COPEPOD,Copepod,Clausocalanus,ingens,345778,4.7151
ROT20120130,Lucicutia flavicornis m,COPEPOD,Copepod,Lucicutia,flavicornis,104597,7.8585
NIN20130509,Lucicutia flavicornis m,COPEPOD,Copepod,Lucicutia,flavicornis,104597,7.0726
PHB20140824,Lucicutia flavicornis m,COPEPOD,Copepod,Lucicutia,flavicornis,104597,2.3575
MAI20160209,Lucicutia flavicornis m,COPEPOD,Copepod,Lucicutia,flavicornis,104597,2.3575
PHB20180927,Lucicutia flavicornis m,COPEPOD,Copepod,Lucicutia,flavicornis,104597,7.0726
IIOE20190607,Lucicutia flavicornis m,COPEPOD,Copepod,Lucicutia,flavicornis,104597,3.5363
ROT20100617,Lubbockia squillimana f,COPEPOD,Copepod,Lubbockia,squillimana,128894,3.1434
ROT20100723,Lubbockia squillimana f,COPEPOD,Copepod,Lubbockia,squillimana,128894,3.9292
IIOE20190526,Lubbockia squillimana f,COPEPOD,Copepod,Lubbockia,squillimana,128894,7.0726
NSI20201022,Lubbockia squillimana f,COPEPOD,Copepod,Lubbockia,squillimana,128894,3.2148
MAI20090820,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,1.5156
MAI20110118,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,5.3045
KAI20111219,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,2.0208
MAI20121002,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,36.2473
MAI20130424,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,2.2102
MAI20151118,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,1.1788
MAI20160428,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,2.3575
MAI20180627,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,42.4358
MAI20190430,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,18.8604
MAI20191210,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,28.2905
PHB20101110,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,104161,1.0104
MAI20110118,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,104161,14.1453
PHB20120311,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,104161,1.7682
MAI20120524,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,104161,0.7578
NSI20130123,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,104161,3.2148
NSI20130706,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,104161,6.4297
NIN20130509,Clytemnestra scutellata m,COPEPOD,Copepod,Clytemnestra,scutellata,115805,7.0726
NSI20081217,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,45.0077
NSI20090114,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,45.0077
NSI20090527,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,6.4297
MAI20091013,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,2.9469
PHB20100817,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,7.0726
YON20101101,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,1.6001
MAI20110328,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,1.4735
PHB20120517,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,0.3536
MAI20140619,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,2.3575
MAI20140821,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,9.4302
MAI20141127,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,7.0726
MAI20150723,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,2.3575
MAI20150526,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,1.5717
NSI20090416,Calanoid j,COPEPOD,Copepod,,,1100,245.9348
ESP20090512,Calanoid j,COPEPOD,Copepod,,,1100,1123.7633
MAI20091207,Calanoid j,COPEPOD,Copepod,,,1100,27.9959
NSI20091101,Calanoid j,COPEPOD,Copepod,,,1100,408.284
PHB20091018,Calanoid j,COPEPOD,Copepod,,,1100,268.7602
YON20091123,Calanoid j,COPEPOD,Copepod,,,1100,1849.7663
YON20100119,Calanoid j,COPEPOD,Copepod,,,1100,557.6501
NSI20100214,Calanoid j,COPEPOD,Copepod,,,1100,360.0615
PHB20100609,Calanoid j,COPEPOD,Copepod,,,1100,130.8438
MAI20100505,Calanoid j,COPEPOD,Copepod,,,1100,97.2487
KAI20100112,Calanoid j,COPEPOD,Copepod,,,1100,14.1453
YON20100413,Calanoid j,COPEPOD,Copepod,,,1100,5413.2868
PHB20100817,Calanoid j,COPEPOD,Copepod,,,1100,173.2796
NSI20101215,Calanoid j,COPEPOD,Copepod,,,1100,1144.4811
NSI20110119,Calanoid j,COPEPOD,Copepod,,,1100,839.0718
NSI20110412,Calanoid j,COPEPOD,Copepod,,,1100,1588.1283
YON20110811,Calanoid j,COPEPOD,Copepod,,,1100,45.3374
NSI20110915,Calanoid j,COPEPOD,Copepod,,,1100,315.0538
MAI20110407,Calanoid j,COPEPOD,Copepod,,,1100,125.5393
PHB20111117,Calanoid j,COPEPOD,Copepod,,,1100,34.3528
MAI20120326,Calanoid j,COPEPOD,Copepod,,,1100,38.8995
KAI20120215,Calanoid j,COPEPOD,Copepod,,,1100,40.4151
NSI20121017,Calanoid j,COPEPOD,Copepod,,,1100,379.3505
NIN20130209,Calanoid j,COPEPOD,Copepod,,,1100,2051.0644
ROT20121019,Calanoid j,COPEPOD,Copepod,,,1100,256.1866
PHB20130826,Calanoid j,COPEPOD,Copepod,,,1100,164.547
PHB20120917,Calanoid j,COPEPOD,Copepod,,,1100,74.7679
MAI20121112,Calanoid j,COPEPOD,Copepod,,,1100,86.9345
DAR20121209_0300,Calanoid j,COPEPOD,Copepod,,,1100,4479.3361
NIN20120226,Calanoid j,COPEPOD,Copepod,,,1100,1598.4157
PHB20100218,Calanoid j,COPEPOD,Copepod,,,1100,201.5701
ROT20120329,Calanoid j,COPEPOD,Copepod,,,1100,1438.1026
NSI20140213,Calanoid j,COPEPOD,Copepod,,,1100,426.1952
MAI20131117,Calanoid j,COPEPOD,Copepod,,,1100,66.9033
NSI20131121,Calanoid j,COPEPOD,Copepod,,,1100,424.3582
PHB20130227,Calanoid j,COPEPOD,Copepod,,,1100,93.123
PHB20140515,Calanoid j,COPEPOD,Copepod,,,1100,332.4139
YON20140122,Calanoid j,COPEPOD,Copepod,,,1100,1387.3247
YON20140220,Calanoid j,COPEPOD,Copepod,,,1100,1196.9076
PHB20160615,Calanoid j,COPEPOD,Copepod,,,1100,343.0228
NSI20161116,Calanoid j,COPEPOD,Copepod,,,1100,379.3505
NSI20150119,Calanoid j,COPEPOD,Copepod,,,1100,405.0692
ROT20150224,Calanoid j,COPEPOD,Copepod,,,1100,557.9524
KAI20141201,Calanoid j,COPEPOD,Copepod,,,1100,671.9004
MAI20140915,Calanoid j,COPEPOD,Copepod,,,1100,636.5372
DAR20150804_0430,Calanoid j,COPEPOD,Copepod,,,1100,861.9775
MAI20150526,Calanoid j,COPEPOD,Copepod,,,1100,55.0094
ROT20161024,Calanoid j,COPEPOD,Copepod,,,1100,1241.6405
NSI20160623,Calanoid j,COPEPOD,Copepod,,,1100,720.1229
PHB20160829,Calanoid j,COPEPOD,Copepod,,,1100,371.3134
MAI20160209,Calanoid j,COPEPOD,Copepod,,,1100,34.1844
MAI20160428,Calanoid j,COPEPOD,Copepod,,,1100,87.2292
YON20151203,Calanoid j,COPEPOD,Copepod,,,1100,3.1169
ROT20150827,Calanoid j,COPEPOD,Copepod,,,1100,163.4565
NSI20160720,Calanoid j,COPEPOD,Copepod,,,1100,315.0538
NSI20170424,Calanoid j,COPEPOD,Copepod,,,1100,462.9362
ROT20161114,Calanoid j,COPEPOD,Copepod,,,1100,1084.4708
ROT20171123,Calanoid j,COPEPOD,Copepod,,,1100,591.9489
DAR20170203_0630,Calanoid j,COPEPOD,Copepod,,,1100,1684.9515
MAI20170601,Calanoid j,COPEPOD,Copepod,,,1100,147.1108
NSI20170829,Calanoid j,COPEPOD,Copepod,,,1100,540.0922
YON20170906,Calanoid j,COPEPOD,Copepod,,,1100,693.1183
MAI20180605,Calanoid j,COPEPOD,Copepod,,,1100,212.1791
DAR20180209_0030,Calanoid j,COPEPOD,Copepod,,,1100,3710.951
ROT20171103,Calanoid j,COPEPOD,Copepod,,,1100,958.7351
YON20180220,Calanoid j,COPEPOD,Copepod,,,1100,2094.5883
KAI20180515,Calanoid j,COPEPOD,Copepod,,,1100,63.6537
NSI20180718,Calanoid j,COPEPOD,Copepod,,,1100,347.2021
YON20180817,Calanoid j,COPEPOD,Copepod,,,1100,388.995
MAI20180919,Calanoid j,COPEPOD,Copepod,,,1100,254.6149
ROT20181130,Calanoid j,COPEPOD,Copepod,,,1100,1728.8666
MAI20190828,Calanoid j,COPEPOD,Copepod,,,1100,9.4302
IIOE20190523,Calanoid j,COPEPOD,Copepod,,,1100,304.1233
NSI20190618,Calanoid j,COPEPOD,Copepod,,,1100,408.284
KAI20190909,Calanoid j,COPEPOD,Copepod,,,1100,558.7382
PHB20190227,Calanoid j,COPEPOD,Copepod,,,1100,146.0653
ROT20200814,Calanoid j,COPEPOD,Copepod,,,1100,813.3531
ROT20200825,Calanoid j,COPEPOD,Copepod,,,1100,1785.8406
PHB20200831,Calanoid j,COPEPOD,Copepod,,,1100,118.8203
YON20190808,Calanoid j,COPEPOD,Copepod,,,1100,424.3582
DAR20200203_2130,Calanoid j,COPEPOD,Copepod,,,1100,6459.6742
PHB20191118,Calanoid j,COPEPOD,Copepod,,,1100,229.8607
NSI20200625,Calanoid j,COPEPOD,Copepod,,,1100,977.3097
YON20200116,Calanoid j,COPEPOD,Copepod,,,1100,353.6318
MAI20201020,Calanoid j,COPEPOD,Copepod,,,1100,735.5541
MAI20201118,Calanoid j,COPEPOD,Copepod,,,1100,1456.963
YON20200904,Calanoid j,COPEPOD,Copepod,,,1100,374.8497
YON20200926,Calanoid j,COPEPOD,Copepod,,,1100,1138.6944
PHB20090518,Nauplii copepod,COPEPOD,Copepod,,,1080,13.1349
PHB20100908,Nauplii copepod,COPEPOD,Copepod,,,1080,544.593
MAI20101027,Nauplii copepod,COPEPOD,Copepod,,,1080,11.7877
MAI20101214,Nauplii copepod,COPEPOD,Copepod,,,1080,26.5224
NSI20110623,Nauplii copepod,COPEPOD,Copepod,,,1080,396.4963
NSI20110816,Nauplii copepod,COPEPOD,Copepod,,,1080,225.0384
MAI20110725,Nauplii copepod,COPEPOD,Copepod,,,1080,0.3684
NIN20110706,Nauplii copepod,COPEPOD,Copepod,,,1080,3.5363
ROT20130712,Nauplii copepod,COPEPOD,Copepod,,,1080,47.1509
YON20130131,Nauplii copepod,COPEPOD,Copepod,,,1080,27.2024
ROT20120727,Nauplii copepod,COPEPOD,Copepod,,,1080,7.8585
MAI20151118,Nauplii copepod,COPEPOD,Copepod,,,1080,17.6816
MAI20170412,Nauplii copepod,COPEPOD,Copepod,,,1080,1.5717
NSI20180302,Nauplii copepod,COPEPOD,Copepod,,,1080,106.0895
DAR20180731_0630,Nauplii copepod,COPEPOD,Copepod,,,1080,37.2244
YON20190313,Nauplii copepod,COPEPOD,Copepod,,,1080,240.4696
ROT20190527,Copilia quadrata f,COPEPOD,Copepod,Copilia,quadrata,129039,7.8585
NSI20081030,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,38.578
MAI20090506,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,2.9469
NSI20110727,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,1.837
YON20181123,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,14.1453
ROT20170407,Farranula spp. f,COPEPOD,Copepod,Farranula,spp.,128636,7.8585
PHB20090819,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,1.7682
MAI20100527,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,0.8841
PHB20110619,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,0.7073
NSI20110816,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,3.2148
NIN20110706,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,3.5363
ROT20111221,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,15.717
PHB20120311,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,1.7682
NSI20120806,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,19.289
NSI20120821,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,16.0742
ROT20130423,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,3.9292
DAR20121029,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,5.3581
ROT20120928,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,11.7877
NIN20120226,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,14.1453
NSI20130706,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,6.4297
DAR20130617_1500,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,14.1453
NSI20131212,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,6.4297
MAI20140408,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,0.5239
YON20140820,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,1.8135
ROT20140730,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,13.0975
ROT20131218,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,7.8585
ROT20150224,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,3.9292
ROT20140902,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,5.239
NSI20150323,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,12.8593
PHB20150518,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,10.609
MAI20160428,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,4.7151
ROT20170626,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,15.717
KAI20170518,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,28.2905
NSI20170829,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,12.8593
MAI20180627,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,4.7151
KAI20180820,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,7.0726
ROT20190711,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,7.6876
NSI20190118,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,7.0726
NSI20200228,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,6.4297
ROT20200304,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,7.8585
NSI20200625,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,25.7187
PHB20200520,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,0.2526
NSI20200817,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,12.8593
PHB20090623,Corycaeidae j,COPEPOD,Copepod,,,128569,9.0934
YON20091215,Corycaeidae j,COPEPOD,Copepod,,,128569,70.7264
NSI20100121,Corycaeidae j,COPEPOD,Copepod,,,128569,19.289
NSI20100817,Corycaeidae j,COPEPOD,Copepod,,,128569,25.7187
NSI20100916,Corycaeidae j,COPEPOD,Copepod,,,128569,25.7187
ESP20100629,Corycaeidae j,COPEPOD,Copepod,,,128569,44.5314
ESP20101013,Corycaeidae j,COPEPOD,Copepod,,,128569,49.7704
NIN20111107,Corycaeidae j,COPEPOD,Copepod,,,128569,14.1453
ROT20110725,Corycaeidae j,COPEPOD,Copepod,,,128569,39.2924
PHB20120517,Corycaeidae j,COPEPOD,Copepod,,,128569,2.8291
YON20120726,Corycaeidae j,COPEPOD,Copepod,,,128569,15.5443
YON20130912,Corycaeidae j,COPEPOD,Copepod,,,128569,163.2147
PHB20130422,Corycaeidae j,COPEPOD,Copepod,,,128569,5.0519
KAI20130506,Corycaeidae j,COPEPOD,Copepod,,,128569,0.0354
YON20130131,Corycaeidae j,COPEPOD,Copepod,,,128569,95.2086
NIN20121107,Corycaeidae j,COPEPOD,Copepod,,,128569,64.6641
NSI20121114,Corycaeidae j,COPEPOD,Copepod,,,128569,19.289
ROT20121219,Corycaeidae j,COPEPOD,Copepod,,,128569,31.4339
PHB20130725,Corycaeidae j,COPEPOD,Copepod,,,128569,3.5363
PHB20140317,Corycaeidae j,COPEPOD,Copepod,,,128569,12.3771
ROT20131001,Corycaeidae j,COPEPOD,Copepod,,,128569,47.1509
DAR20140403,Corycaeidae j,COPEPOD,Copepod,,,128569,52.3899
PHB20140911,Corycaeidae j,COPEPOD,Copepod,,,128569,1.8042
YON20140220,Corycaeidae j,COPEPOD,Copepod,,,128569,190.4171
YON20140317,Corycaeidae j,COPEPOD,Copepod,,,128569,190.4171
NSI20161116,Corycaeidae j,COPEPOD,Copepod,,,128569,45.0077
KAI20141029,Corycaeidae j,COPEPOD,Copepod,,,128569,10.609
NSI20150528,Corycaeidae j,COPEPOD,Copepod,,,128569,6.4297
YON20150804,Corycaeidae j,COPEPOD,Copepod,,,128569,21.762
PHB20151013,Corycaeidae j,COPEPOD,Copepod,,,128569,14.1453
YON20151027,Corycaeidae j,COPEPOD,Copepod,,,128569,27.2024
NSI20150512,Corycaeidae j,COPEPOD,Copepod,,,128569,28.2905
YON20141014,Corycaeidae j,COPEPOD,Copepod,,,128569,13.6012
DAR20150505,Corycaeidae j,COPEPOD,Copepod,,,128569,47.1509
YON20141120,Corycaeidae j,COPEPOD,Copepod,,,128569,34.0031
KAI20150408,Corycaeidae j,COPEPOD,Copepod,,,128569,1.4145
ROT20161024,Corycaeidae j,COPEPOD,Copepod,,,128569,7.8585
YON20160215,Corycaeidae j,COPEPOD,Copepod,,,128569,81.6073
NSI20151216,Corycaeidae j,COPEPOD,Copepod,,,128569,25.7187
NSI20160822,Corycaeidae j,COPEPOD,Copepod,,,128569,9.6445
YON20160725,Corycaeidae j,COPEPOD,Copepod,,,128569,18.135
YON20160823,Corycaeidae j,COPEPOD,Copepod,,,128569,54.4049
YON20170528,Corycaeidae j,COPEPOD,Copepod,,,128569,28.2905
PHB20170614,Corycaeidae j,COPEPOD,Copepod,,,128569,21.2179
DAR20170715_0630,Corycaeidae j,COPEPOD,Copepod,,,128569,176.8159
ROT20170523,Corycaeidae j,COPEPOD,Copepod,,,128569,62.8679
NSI20170829,Corycaeidae j,COPEPOD,Copepod,,,128569,38.578
KAI20170908,Corycaeidae j,COPEPOD,Copepod,,,128569,21.2179
ROT20180511,Corycaeidae j,COPEPOD,Copepod,,,128569,25.7857
PHB20170821,Corycaeidae j,COPEPOD,Copepod,,,128569,14.1453
YON20171215,Corycaeidae j,COPEPOD,Copepod,,,128569,50.5188
KAI20180515,Corycaeidae j,COPEPOD,Copepod,,,128569,14.1453
DAR20190529,Corycaeidae j,COPEPOD,Copepod,,,128569,378.8912
ROT20190527,Corycaeidae j,COPEPOD,Copepod,,,128569,31.4339
ROT20180831,Corycaeidae j,COPEPOD,Copepod,,,128569,78.5848
NSI20190723,Corycaeidae j,COPEPOD,Copepod,,,128569,45.0077
IIOE20190522,Corycaeidae j,COPEPOD,Copepod,,,128569,7.0726
IIOE20190610,Corycaeidae j,COPEPOD,Copepod,,,128569,38.8995
PHB20190827,Corycaeidae j,COPEPOD,Copepod,,,128569,14.1453
NSI20200625,Corycaeidae j,COPEPOD,Copepod,,,128569,154.3121
NSI20201221,Corycaeidae j,COPEPOD,Copepod,,,128569,64.2967
NSI20110323,Cosmocalanus darwinii f,COPEPOD,Copepod,Cosmocalanus,darwinii,361259,6.4297
ROT20121019,Cosmocalanus darwinii f,COPEPOD,Copepod,Cosmocalanus,darwinii,361259,0.7858
NIN20120827,Cosmocalanus darwinii f,COPEPOD,Copepod,Cosmocalanus,darwinii,361259,5.6581
NSI20160517,Cosmocalanus darwinii f,COPEPOD,Copepod,Cosmocalanus,darwinii,361259,6.4297
NSI20091101,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,6.4297
PHB20100817,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,7.0726
MAI20110531,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,0.6315
PHB20111018,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,3.5363
MAI20111214,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,8.3988
KAI20111219,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,2.0208
NSI20120511,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,6.4297
MAI20120621,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1.4735
MAI20120724,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,6.2406
NSI20130418,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1.4288
MAI20130821,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1.6074
MAI20121017,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,8.8408
PHB20100218,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,4.7151
NSI20140725,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,3.2148
PHB20140911,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,10.8255
PHB20141112,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,3.5902
MAI20140915,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,4.7151
MAI20151118,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,4.7151
MAI20150526,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,3.1434
MAI20160927,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,4.7151
KAI20161118,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,17.6816
PHB20170716,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,9.4302
MAI20190106,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,30.9428
KAI20190320,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,7.0726
MAI20190731,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1.886
PHB20111117,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1.6641
MAI20120119,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,8.8408
PHB20160829,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,3.5363
MAI20171217,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,6.2868
PHB20191118,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,7.0726
PHB20090223,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,1.1788
PHB20090318,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,5.3045
NSI20100618,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,6.4297
YON20110118,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,13.6012
NSI20110623,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,2.1432
PHB20111117,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,0.416
NIN20130209,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,28.2905
ROT20120928,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,3.9292
ROT20120727,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,7.8585
NIN20120226,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,14.1453
NSI20130706,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,38.578
NSI20140917,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,38.578
NSI20141020,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,3.2148
NSI20170117,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,19.289
NSI20161116,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,12.8593
ROT20140902,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,5.239
PHB20151013,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,3.5363
ROT20150724,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,39.2924
PHB20150630,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,14.1453
NSI20150512,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,7.3482
PHB20160719,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,10.609
ROT20160223,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,7.8585
ROT20190507,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,62.8679
NSI20190527,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,32.1483
NSI20190916,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,6.4297
IIOE20190601,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,45.9721
YON20190917,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,14.1453
PHB20140427,Delibus nudus m,COPEPOD,Copepod,Delibus,nudus,363905,3.5363
MAI20091013,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,104171,10.3143
